sw3728B-ms98-a-0001,0.040000,0.380000,okay,B,o,u-1-1
sw3728B-ms98-a-0001,0.380000,0.590000,what,B,%,u-1-2
sw3728B-ms98-a-0001,0.820000,1.340000,um,I,%,u-1-2
sw3728B-ms98-a-0002,2.003875,2.078500,do,B,qy,u-1-3
sw3728B-ms98-a-0002,2.078500,2.218500,you,I,qy,u-1-3
sw3728B-ms98-a-0002,2.218500,2.658500,watch,I,qy,u-1-3
sw3728B-ms98-a-0002,2.658500,3.028500,much,I,qy,u-1-3
sw3728B-ms98-a-0002,3.028500,3.528500,TV,O,,
sw3728B-ms98-a-0002,3.528500,3.838500,or,B,%,u-1-4
sw3728B-ms98-a-0003,4.633375,4.763375,you,I,%,u-1-4
sw3728B-ms98-a-0003,4.763375,4.989625,know,I,%,u-1-4
sw3728B-ms98-a-0005,11.225750,11.309500,the,B,b^m,u-3-1
sw3728B-ms98-a-0005,11.309500,11.739500,news,I,b^m,u-3-1
sw3728B-ms98-a-0005,11.739500,12.099500,yeah,B,b,u-3-2
sw3728B-ms98-a-0007,14.253000,14.563000,uh-huh,B,b,u-5-1
sw3728B-ms98-a-0009,30.695125,31.045125,oh,B,b,u-7-1
sw3728B-ms98-a-0009,31.045125,31.345125,uh-huh,I,b,u-7-1
sw3728B-ms98-a-0011,35.814750,36.237875,yeah,B,b,u-9-1
sw3728B-ms98-a-0013,39.494500,39.821500,um-hum,B,b,u-11-1
sw3728B-ms98-a-0015,44.617875,45.148375,[laughter],O,,
sw3728B-ms98-a-0016,46.073125,46.561875,yeah,B,b,u-15-1
sw3728B-ms98-a-0016,47.236125,47.438875,yeah,B,b^r,u-15-2
sw3728B-ms98-a-0016,47.438875,47.608875,now,B,sd,u-15-3
sw3728B-ms98-a-0016,47.608875,47.928875,i,I,sd,u-15-3
sw3728B-ms98-a-0016,47.928875,48.368875,also,I,sd,u-15-3
sw3728B-ms98-a-0016,48.368875,48.438875,i,B,sd,u-15-4
sw3728B-ms98-a-0016,48.438875,48.608875,get,I,sd,u-15-4
sw3728B-ms98-a-0016,48.608875,48.738875,it,I,sd,u-15-4
sw3728B-ms98-a-0016,48.738875,48.968875,from,I,sd,u-15-4
sw3728B-ms98-a-0016,48.968875,49.208000,all,I,sd,u-15-4
sw3728B-ms98-a-0016,49.208000,49.400625,over,I,sd,u-15-4
sw3728B-ms98-a-0016,49.400625,49.548875,i,B,sd,u-15-5
sw3728B-ms98-a-0016,49.982125,50.278875,watch,I,sd,u-15-5
sw3728B-ms98-a-0016,50.278875,50.388875,the,I,sd,u-15-5
sw3728B-ms98-a-0016,50.388875,50.718875,news,I,sd,u-15-5
sw3728B-ms98-a-0016,50.718875,51.018875,every,I,sd,u-15-5
sw3728B-ms98-a-0016,51.018875,51.288875,day,I,sd,u-15-5
sw3728B-ms98-a-0016,51.288875,51.408875,and,B,sd,u-15-6
sw3728B-ms98-a-0016,51.408875,51.518875,i,I,sd,u-15-6
sw3728B-ms98-a-0016,51.518875,51.628875,ha[ve]-,I,sd,u-15-6
sw3728B-ms98-a-0016,51.628875,51.768875,we,I,sd,u-15-6
sw3728B-ms98-a-0016,51.768875,51.898875,have,I,sd,u-15-6
sw3728B-ms98-a-0016,51.898875,51.958875,a,I,sd,u-15-6
sw3728B-ms98-a-0016,51.958875,52.257000,news,I,sd,u-15-6
sw3728B-ms98-a-0016,52.392625,52.508875,you,B,sd,u-15-7
sw3728B-ms98-a-0016,52.508875,52.588875,know,I,sd,u-15-7
sw3728B-ms98-a-0016,52.588875,52.678875,we,I,sd,u-15-7
sw3728B-ms98-a-0016,52.678875,52.828875,get,I,sd,u-15-7
sw3728B-ms98-a-0016,52.828875,52.908875,the,I,sd,u-15-7
sw3728B-ms98-a-0016,52.908875,53.618875,newspaper,I,sd,u-15-7
sw3728B-ms98-a-0016,53.618875,53.898875,and,I,sd,u-15-7
sw3728B-ms98-a-0016,53.898875,54.128875,uh,I,sd,u-15-7
sw3728B-ms98-a-0017,55.107875,55.987625,um,B,+,u-17-1
sw3728B-ms98-a-0018,56.968250,58.228250,magazines,I,+,u-17-1
sw3728B-ms98-a-0018,58.228250,58.378250,a[nything]-,I,+,u-17-1
sw3728B-ms98-a-0018,58.378250,58.898250,anything,I,+,u-17-1
sw3728B-ms98-a-0018,58.898250,58.988250,you,B,%,u-17-2
sw3728B-ms98-a-0018,58.988250,59.190500,know,I,%,u-17-2
sw3728B-ms98-a-0018,59.190500,59.657500,i'm,I,%,u-17-2
sw3728B-ms98-a-0018,59.657500,59.918250,i,B,sd,u-17-3
sw3728B-ms98-a-0018,59.918250,60.138250,read,I,sd,u-17-3
sw3728B-ms98-a-0018,60.138250,60.208250,a,I,sd,u-17-3
sw3728B-ms98-a-0018,60.208250,60.538250,lot,I,sd,u-17-3
sw3728B-ms98-a-0018,60.538250,60.788250,so,B,%,u-17-4
sw3728B-ms98-a-0018,60.788250,60.888250,i,I,%,u-17-4
sw3728B-ms98-a-0018,60.888250,61.085875,get,I,%,u-17-4
sw3728B-ms98-a-0018,61.255375,61.598250,um,B,sd,u-17-5
sw3728B-ms98-a-0018,61.918250,62.008250,you,I,sd,u-17-5
sw3728B-ms98-a-0018,62.008250,62.138250,know,I,sd,u-17-5
sw3728B-ms98-a-0018,62.138250,62.318250,i'm,I,sd,u-17-5
sw3728B-ms98-a-0018,62.318250,62.548250,i'm,I,sd,u-17-5
sw3728B-ms98-a-0018,62.548250,62.838250,really,I,sd,u-17-5
sw3728B-ms98-a-0018,62.838250,63.008250,up,I,sd,u-17-5
sw3728B-ms98-a-0018,63.008250,63.288250,on,I,sd,u-17-5
sw3728B-ms98-a-0018,63.288250,63.436625,uh,I,sd,u-17-5
sw3728B-ms98-a-0018,63.926375,64.258250,current,I,sd,u-17-5
sw3728B-ms98-a-0018,64.258250,64.698250,affairs,I,sd,u-17-5
sw3728B-ms98-a-0018,64.698250,64.788250,i,B,sd,u-17-6
sw3728B-ms98-a-0018,64.788250,64.988250,get,I,sd,u-17-6
sw3728B-ms98-a-0018,65.538250,65.788250,you,I,sd,u-17-6
sw3728B-ms98-a-0018,65.788250,66.018250,know,I,sd,u-17-6
sw3728B-ms98-a-0019,67.280250,67.340250,the,B,+,u-19-1
sw3728B-ms98-a-0019,67.340250,67.730250,news,I,+,u-19-1
sw3728B-ms98-a-0019,67.730250,68.040250,and,I,+,u-19-1
sw3728B-ms98-a-0019,68.040250,68.190250,and,I,+,u-19-1
sw3728B-ms98-a-0019,68.190250,68.670250,everything,I,+,u-19-1
sw3728B-ms98-a-0021,72.509375,73.369375,um,B,ng,u-21-1
sw3728B-ms98-a-0021,73.369375,73.579375,well,I,ng,u-21-1
sw3728B-ms98-a-0021,73.579375,73.649375,i'm,I,ng,u-21-1
sw3728B-ms98-a-0021,73.649375,73.879375,not,I,ng,u-21-1
sw3728B-ms98-a-0021,73.879375,74.179375,getting,I,ng,u-21-1
sw3728B-ms98-a-0021,74.179375,74.259375,an[y]-,O,,
sw3728B-ms98-a-0021,74.259375,74.509375,no,B,nn,u-21-2
sw3728B-ms98-a-0021,74.509375,74.599375,i'm,B,ng,u-21-3
sw3728B-ms98-a-0021,74.599375,74.769375,not,I,ng,u-21-3
sw3728B-ms98-a-0021,74.769375,75.009375,getting,I,ng,u-21-3
sw3728B-ms98-a-0021,75.009375,75.189375,any,I,ng,u-21-3
sw3728B-ms98-a-0021,75.189375,75.489375,news,I,ng,u-21-3
sw3728B-ms98-a-0021,75.489375,76.239375,magazines,I,ng,u-21-3
sw3728B-ms98-a-0021,76.829375,77.199375,but,B,sd,u-23-1
sw3728B-ms98-a-0021,77.199375,77.769375,um,I,sd,u-23-1
sw3728B-ms98-a-0022,78.847750,79.008375,you,I,sd,u-23-1
sw3728B-ms98-a-0022,79.008375,79.188375,know,I,sd,u-23-1
sw3728B-ms98-a-0022,79.188375,79.338375,a[s]-,I,sd,u-23-1
sw3728B-ms98-a-0022,79.338375,79.538375,as,I,sd,u-23-1
sw3728B-ms98-a-0022,79.538375,79.598375,i,I,sd,u-23-1
sw3728B-ms98-a-0022,79.598375,79.808375,said,I,sd,u-23-1
sw3728B-ms98-a-0022,79.808375,79.939750,i,I,sd,u-23-1
sw3728B-ms98-a-0022,79.939750,80.177250,do,I,sd,u-23-1
sw3728B-ms98-a-0023,81.472500,81.624375,uh,O,,
