sw4646B-ms98-a-0002,5.789625,6.279625,no,B,nn,u-2-1
sw4646B-ms98-a-0002,6.279625,6.429625,but,B,sd^e,u-2-2
sw4646B-ms98-a-0002,6.429625,6.669250,i,I,sd^e,u-2-2
sw4646B-ms98-a-0002,6.669250,6.799625,my,I,sd^e,u-2-2
sw4646B-ms98-a-0002,6.799625,7.439625,grandparents,I,sd^e,u-2-2
sw4646B-ms98-a-0002,7.439625,7.539625,were,I,sd^e,u-2-2
sw4646B-ms98-a-0002,7.539625,8.029625,looking,I,sd^e,u-2-2
sw4646B-ms98-a-0002,8.029625,8.579625,into,I,sd^e,u-2-2
sw4646B-ms98-a-0002,8.579625,8.659625,it,I,sd^e,u-2-2
sw4646B-ms98-a-0002,8.659625,9.365750,before,I,sd^e,u-2-2
sw4646B-ms98-a-0002,10.095000,10.694000,so,B,sd,u-2-3
sw4646B-ms98-a-0002,10.833375,10.899625,i,I,sd,u-2-3
sw4646B-ms98-a-0002,10.899625,11.069625,know,I,sd,u-2-3
sw4646B-ms98-a-0002,11.069625,11.269625,what,I,sd,u-2-3
sw4646B-ms98-a-0002,11.269625,11.519625,they've,I,sd,u-2-3
sw4646B-ms98-a-0002,11.519625,11.953125,said,I,sd,u-2-3
sw4646B-ms98-a-0003,12.757125,13.247125,um-hum,B,b^m,u-4-1
sw4646B-ms98-a-0005,41.786125,41.967500,oh,B,bf,u-6-1
sw4646B-ms98-a-0005,41.967500,42.107500,they,I,bf,u-6-1
sw4646B-ms98-a-0005,42.107500,42.287500,thought,I,bf,u-6-1
sw4646B-ms98-a-0005,42.287500,42.347500,it,I,bf,u-6-1
sw4646B-ms98-a-0005,42.347500,42.543375,was,I,bf,u-6-1
sw4646B-ms98-a-0005,42.543375,42.637500,too,I,bf,u-6-1
sw4646B-ms98-a-0005,42.637500,42.807500,much,I,bf,u-6-1
sw4646B-ms98-a-0005,42.807500,42.977500,of,I,bf,u-6-1
sw4646B-ms98-a-0005,42.977500,43.037500,a,I,bf,u-6-1
sw4646B-ms98-a-0005,43.037500,43.542250,bother,I,bf,u-6-1
sw4646B-ms98-a-0007,56.678750,57.201250,right,B,aa,u-8-1
sw4646B-ms98-a-0008,58.310000,58.471125,if,B,bf,u-8-2
sw4646B-ms98-a-0008,58.471125,58.601125,they're,I,bf,u-8-2
sw4646B-ms98-a-0008,58.601125,59.001125,equipped,I,bf,u-8-2
sw4646B-ms98-a-0008,59.001125,59.231125,too,I,bf,u-8-2
sw4646B-ms98-a-0008,59.231125,59.341125,to,I,bf,u-8-2
sw4646B-ms98-a-0008,59.341125,59.812375,handle,I,bf,u-8-2
sw4646B-ms98-a-0008,60.113625,60.201125,the,I,bf,u-8-2
sw4646B-ms98-a-0008,60.201125,60.561125,kind,I,bf,u-8-2
sw4646B-ms98-a-0008,60.561125,60.661125,of,I,bf,u-8-2
sw4646B-ms98-a-0008,60.661125,61.099750,patients,I,bf,u-8-2
sw4646B-ms98-a-0008,61.295625,61.401125,you're,I,bf,u-8-2
sw4646B-ms98-a-0008,61.401125,61.581125,gonna,I,bf,u-8-2
sw4646B-ms98-a-0008,61.581125,61.942500,have,I,bf,u-8-2
sw4646B-ms98-a-0008,62.371875,62.561125,you,B,+,u-10-1
sw4646B-ms98-a-0008,62.561125,62.631125,know,I,+,u-10-1
sw4646B-ms98-a-0008,62.631125,62.691125,to,I,+,u-10-1
sw4646B-ms98-a-0008,62.691125,62.801125,put,I,+,u-10-1
sw4646B-ms98-a-0008,62.801125,62.981125,in,I,+,u-10-1
sw4646B-ms98-a-0008,62.981125,63.181125,there,I,+,u-10-1
sw4646B-ms98-a-0008,63.181125,63.513625,too,I,+,u-10-1
sw4646B-ms98-a-0008,64.014625,64.155125,because,B,sd,u-10-2
sw4646B-ms98-a-0008,64.155125,64.248000,i,I,sd,u-10-2
sw4646B-ms98-a-0008,64.248000,64.331125,know,I,sd,u-10-2
sw4646B-ms98-a-0008,64.331125,64.530375,my,I,sd,u-10-2
sw4646B-ms98-a-0008,64.669750,65.311125,grandparents,I,sd,u-10-2
sw4646B-ms98-a-0008,65.311125,65.561125,wanted,I,sd,u-10-2
sw4646B-ms98-a-0008,65.561125,65.621125,to,I,sd,u-10-2
sw4646B-ms98-a-0008,65.621125,65.831125,have,I,sd,u-10-2
sw4646B-ms98-a-0008,65.831125,66.196125,some,I,sd,u-10-2
sw4646B-ms98-a-0008,66.569000,67.211125,independence,I,sd,u-10-2
sw4646B-ms98-a-0008,67.211125,67.552875,still,I,sd,u-10-2
sw4646B-ms98-a-0009,68.305500,68.413750,they,B,sd,u-12-1
sw4646B-ms98-a-0009,68.413750,68.683750,wanted,I,sd,u-12-1
sw4646B-ms98-a-0009,68.683750,69.153750,someplace,I,sd,u-12-1
sw4646B-ms98-a-0009,69.153750,69.223750,they,I,sd,u-12-1
sw4646B-ms98-a-0009,69.223750,69.403750,can,I,sd,u-12-1
sw4646B-ms98-a-0009,69.403750,69.623750,go,I,sd,u-12-1
sw4646B-ms98-a-0009,69.623750,69.743750,and,I,sd,u-12-1
sw4646B-ms98-a-0009,69.743750,69.963750,have,I,sd,u-12-1
sw4646B-ms98-a-0009,69.963750,70.063750,their,I,sd,u-12-1
sw4646B-ms98-a-0009,70.063750,70.573750,meals,I,sd,u-12-1
sw4646B-ms98-a-0009,70.573750,70.838250,and,I,sd,u-12-1
sw4646B-ms98-a-0010,71.564250,71.634250,a,I,sd,u-12-1
sw4646B-ms98-a-0010,71.634250,72.084250,nurse,I,sd,u-12-1
sw4646B-ms98-a-0010,72.084250,72.294250,on,I,sd,u-12-1
sw4646B-ms98-a-0010,72.294250,72.734250,staff,I,sd,u-12-1
sw4646B-ms98-a-0010,72.734250,72.904250,just,I,sd,u-12-1
sw4646B-ms98-a-0010,72.904250,72.984250,in,I,sd,u-12-1
sw4646B-ms98-a-0010,72.984250,73.224250,case,I,sd,u-12-1
sw4646B-ms98-a-0010,73.224250,73.314250,they,I,sd,u-12-1
sw4646B-ms98-a-0010,73.314250,73.644250,needed,I,sd,u-12-1
sw4646B-ms98-a-0010,73.644250,73.774250,her,I,sd,u-12-1
sw4646B-ms98-a-0010,73.774250,73.884250,but,B,sd,u-12-2
