sw4644B-ms98-a-0003,55.083250,55.493250,um-hum,B,b,u-2-1
sw4644B-ms98-a-0005,75.516000,76.143500,right,B,b,u-4-1
sw4644B-ms98-a-0006,76.854125,76.994125,well,B,sd,u-4-2
sw4644B-ms98-a-0006,76.994125,77.144125,i've,I,sd,u-4-2
sw4644B-ms98-a-0006,77.144125,77.454125,worked,I,sd,u-4-2
sw4644B-ms98-a-0006,77.454125,77.874125,for,I,sd,u-4-2
sw4644B-ms98-a-0006,77.874125,78.324125,uh,I,sd,u-4-2
sw4644B-ms98-a-0006,78.324125,78.534125,well,I,sd,u-4-2
sw4644B-ms98-a-0006,78.534125,78.604125,i,I,sd,u-4-2
sw4644B-ms98-a-0006,78.604125,78.840000,worked,I,sd,u-4-2
sw4644B-ms98-a-0006,78.840000,79.246750,for,I,sd,u-4-2
sw4644B-ms98-a-0006,79.246750,79.464125,H,I,sd,u-4-2
sw4644B-ms98-a-0006,79.464125,79.574125,and,I,sd,u-4-2
sw4644B-ms98-a-0006,79.574125,79.724125,R,I,sd,u-4-2
sw4644B-ms98-a-0006,79.724125,80.134125,Block,I,sd,u-4-2
sw4644B-ms98-a-0006,80.134125,80.304125,here,I,sd,u-4-2
sw4644B-ms98-a-0006,80.304125,80.404125,in,I,sd,u-4-2
sw4644B-ms98-a-0006,80.404125,81.254125,Massachusetts,I,sd,u-4-2
sw4644B-ms98-a-0006,81.254125,81.444125,for,B,+,u-6-1
sw4644B-ms98-a-0006,81.444125,82.018500,awhile,I,+,u-6-1
sw4644B-ms98-a-0006,82.617750,83.180500,and,B,%,u-8-1
sw4644B-ms98-a-0006,83.180500,83.440375,the,I,%,u-8-1
sw4644B-ms98-a-0006,83.440375,83.837000,only,I,%,u-8-1
sw4644B-ms98-a-0006,83.976375,84.054125,they,B,sd,u-8-2
sw4644B-ms98-a-0006,84.054125,84.334125,even,I,sd,u-8-2
sw4644B-ms98-a-0006,84.334125,84.584125,hate,I,sd,u-8-2
sw4644B-ms98-a-0006,84.584125,84.654125,to,I,sd,u-8-2
sw4644B-ms98-a-0006,84.654125,84.824125,give,I,sd,u-8-2
sw4644B-ms98-a-0006,84.824125,85.004125,out,I,sd,u-8-2
sw4644B-ms98-a-0006,85.004125,85.788250,unemployment,I,sd,u-8-2
sw4644B-ms98-a-0007,86.324750,86.484750,at,B,+,u-10-1
sw4644B-ms98-a-0007,86.484750,86.544750,the,I,+,u-10-1
sw4644B-ms98-a-0007,86.544750,86.724750,end,I,+,u-10-1
sw4644B-ms98-a-0007,86.724750,86.794750,of,I,+,u-10-1
sw4644B-ms98-a-0007,86.794750,87.224750,tax,I,+,u-10-1
sw4644B-ms98-a-0007,87.224750,87.624750,season,I,+,u-10-1
sw4644B-ms98-a-0007,87.624750,88.034750,because,I,+,u-10-1
sw4644B-ms98-a-0007,88.034750,88.284000,they,B,+,u-12-1
sw4644B-ms98-a-0007,88.374375,88.474750,you,I,+,u-12-1
sw4644B-ms98-a-0007,88.474750,88.634750,know,I,+,u-12-1
sw4644B-ms98-a-0007,88.634750,88.804750,they're,I,+,u-12-1
sw4644B-ms98-a-0007,88.804750,89.352375,fairly,I,+,u-12-1
sw4644B-ms98-a-0007,89.585875,89.844750,even,I,+,u-12-1
sw4644B-ms98-a-0007,89.844750,90.034750,though,I,+,u-12-1
sw4644B-ms98-a-0007,90.034750,90.424750,they're,I,+,u-12-1
sw4644B-ms98-a-0007,90.424750,90.484750,a,I,+,u-12-1
sw4644B-ms98-a-0007,90.484750,90.984750,large,I,+,u-12-1
sw4644B-ms98-a-0007,90.984750,91.304750,scale,I,+,u-12-1
sw4644B-ms98-a-0007,91.304750,91.894750,company,I,+,u-12-1
sw4644B-ms98-a-0007,91.894750,92.034750,they're,I,+,u-12-1
sw4644B-ms98-a-0007,92.034750,92.296250,very,I,+,u-12-1
sw4644B-ms98-a-0007,92.398000,92.481500,the,B,+,u-14-1
sw4644B-ms98-a-0007,92.481500,93.054000,offices,I,+,u-14-1
sw4644B-ms98-a-0007,93.054000,93.554750,individual,I,+,u-14-1
sw4644B-ms98-a-0007,93.554750,94.084750,offices,I,+,u-14-1
sw4644B-ms98-a-0007,94.084750,94.150875,are,I,+,u-14-1
sw4644B-ms98-a-0007,94.150875,94.334875,very,I,+,u-14-1
sw4644B-ms98-a-0007,94.334875,94.964750,small,I,+,u-14-1
sw4644B-ms98-a-0008,95.798625,96.158625,and,B,sd,u-16-1
sw4644B-ms98-a-0008,96.158625,96.318625,now,I,sd,u-16-1
sw4644B-ms98-a-0008,96.318625,96.408625,i,I,sd,u-16-1
sw4644B-ms98-a-0008,96.408625,96.628625,work,I,sd,u-16-1
sw4644B-ms98-a-0008,96.628625,96.738625,for,I,sd,u-16-1
sw4644B-ms98-a-0008,96.738625,96.798625,the,I,sd,u-16-1
sw4644B-ms98-a-0008,96.798625,97.268625,Framingham,I,sd,u-16-1
sw4644B-ms98-a-0008,97.268625,97.608625,school,I,sd,u-16-1
sw4644B-ms98-a-0008,97.608625,97.862625,tea[cher]-,I,sd,u-16-1
sw4644B-ms98-a-0008,98.002000,98.402250,uh,I,sd,u-16-1
sw4644B-ms98-a-0008,98.794000,99.178625,school,I,sd,u-16-1
sw4644B-ms98-a-0008,99.178625,99.638625,system,I,sd,u-16-1
sw4644B-ms98-a-0008,99.638625,99.958625,because,I,sd,u-16-1
sw4644B-ms98-a-0008,99.958625,100.058625,i'm,I,sd,u-16-1
sw4644B-ms98-a-0008,100.058625,100.118625,a,I,sd,u-16-1
sw4644B-ms98-a-0008,100.118625,100.752375,teacher,I,sd,u-16-1
sw4644B-ms98-a-0008,101.496125,102.008625,and,B,sd,u-18-1
sw4644B-ms98-a-0008,102.008625,102.428625,uh,I,sd,u-18-1
sw4644B-ms98-a-0008,102.428625,102.718625,we,I,sd,u-18-1
sw4644B-ms98-a-0008,102.718625,103.140500,have,I,sd,u-18-1
sw4644B-ms98-a-0008,103.773375,104.128625,much,I,sd,u-18-1
sw4644B-ms98-a-0008,104.128625,104.348625,better,I,sd,u-18-1
sw4644B-ms98-a-0008,104.348625,105.030625,benefits,I,sd,u-18-1
sw4644B-ms98-a-0009,105.320500,105.470500,you,I,sd,u-18-1
sw4644B-ms98-a-0009,105.470500,105.730750,know,I,sd,u-18-1
sw4644B-ms98-a-0009,105.846375,106.090500,in,I,sd,u-18-1
sw4644B-ms98-a-0009,106.090500,106.180500,the,I,sd,u-18-1
sw4644B-ms98-a-0009,106.180500,106.970500,system,I,sd,u-18-1
sw4644B-ms98-a-0009,107.160500,107.240500,we,B,sd,u-20-1
sw4644B-ms98-a-0009,107.240500,107.340500,have,I,sd,u-20-1
sw4644B-ms98-a-0009,107.340500,107.380500,a,I,sd,u-20-1
sw4644B-ms98-a-0009,107.380500,107.550500,good,I,sd,u-20-1
sw4644B-ms98-a-0009,107.550500,108.040500,pension,I,sd,u-20-1
sw4644B-ms98-a-0009,108.040500,108.681250,plan,I,sd,u-20-1
sw4644B-ms98-a-0009,109.223625,109.942000,um,B,sd,u-20-2
sw4644B-ms98-a-0009,110.104000,110.220500,let,I,sd,u-20-2
sw4644B-ms98-a-0009,110.220500,110.300500,me,I,sd,u-20-2
sw4644B-ms98-a-0009,110.300500,110.490500,see,I,sd,u-20-2
sw4644B-ms98-a-0009,110.490500,110.600500,we,I,sd,u-20-2
sw4644B-ms98-a-0009,110.600500,110.710500,have,I,sd,u-20-2
sw4644B-ms98-a-0009,110.710500,110.770500,a,I,sd,u-20-2
sw4644B-ms98-a-0009,110.770500,111.240500,profit,I,sd,u-20-2
sw4644B-ms98-a-0009,111.240500,111.620500,sharing,I,sd,u-20-2
sw4644B-ms98-a-0009,111.620500,112.010500,plan,I,sd,u-20-2
sw4644B-ms98-a-0009,112.010500,112.180500,to,I,sd,u-20-2
sw4644B-ms98-a-0009,112.180500,112.220500,a,I,sd,u-20-2
sw4644B-ms98-a-0009,112.220500,112.950750,degree,I,sd,u-20-2
sw4644B-ms98-a-0011,117.432000,118.022000,right,B,aa,u-22-1
sw4644B-ms98-a-0011,118.022000,118.152000,and,B,sd,u-22-2
sw4644B-ms98-a-0011,118.152000,118.232000,we,I,sd,u-22-2
sw4644B-ms98-a-0011,118.232000,118.358375,have,I,sd,u-22-2
sw4644B-ms98-a-0011,118.358375,118.505250,the,I,sd,u-22-2
sw4644B-ms98-a-0011,118.505250,118.782000,eye,I,sd,u-22-2
sw4644B-ms98-a-0011,118.782000,119.552000,glasses,I,sd,u-22-2
sw4644B-ms98-a-0011,119.552000,119.672000,the,I,sd,u-22-2
sw4644B-ms98-a-0011,119.672000,120.042000,health,I,sd,u-22-2
sw4644B-ms98-a-0011,120.042000,120.762000,care,I,sd,u-22-2
sw4644B-ms98-a-0011,120.762000,121.322000,and,B,+,u-24-1
sw4644B-ms98-a-0011,121.402000,121.522000,the,I,+,u-24-1
sw4644B-ms98-a-0011,121.522000,121.712000,whole,I,+,u-24-1
sw4644B-ms98-a-0011,121.712000,121.932000,kit,I,+,u-24-1
sw4644B-ms98-a-0011,121.932000,122.022000,and,I,+,u-24-1
sw4644B-ms98-a-0011,122.022000,122.502000,caboodle,I,+,u-24-1
sw4644B-ms98-a-0011,122.502000,122.852000,because,I,+,u-24-1
sw4644B-ms98-a-0011,122.852000,122.992000,what,I,+,u-24-1
sw4644B-ms98-a-0011,122.992000,123.092000,they,B,+,u-26-1
sw4644B-ms98-a-0011,123.092000,123.382000,did,I,+,u-26-1
sw4644B-ms98-a-0011,123.382000,123.532000,is,I,+,u-26-1
sw4644B-ms98-a-0011,123.532000,123.642000,they,I,+,u-26-1
sw4644B-ms98-a-0011,123.642000,123.872000,threw,I,+,u-26-1
sw4644B-ms98-a-0011,123.872000,123.972000,the,I,+,u-26-1
sw4644B-ms98-a-0011,123.972000,124.202000,all,I,+,u-26-1
sw4644B-ms98-a-0011,124.202000,124.272000,the,I,+,u-26-1
sw4644B-ms98-a-0011,124.272000,124.592000,town,I,+,u-26-1
sw4644B-ms98-a-0011,124.592000,125.082000,employees,I,+,u-26-1
sw4644B-ms98-a-0011,125.082000,125.212000,in,I,+,u-26-1
sw4644B-ms98-a-0011,125.212000,125.777000,together,I,+,u-26-1
sw4644B-ms98-a-0013,128.178625,128.721750,yeah,B,b,u-28-1
sw4644B-ms98-a-0013,129.049375,129.430125,[vocalized-noise],O,,
sw4644B-ms98-a-0015,132.136625,132.720375,really,B,b,u-30-1
sw4644B-ms98-a-0017,146.243500,146.634875,oh,B,b,u-32-1
sw4644B-ms98-a-0019,169.765000,170.175000,right,B,aa,u-34-1
sw4644B-ms98-a-0019,170.175000,170.255000,the,B,sd,u-34-2
sw4644B-ms98-a-0019,170.255000,170.455000,only,I,sd,u-34-2
sw4644B-ms98-a-0019,170.455000,170.785000,trouble,I,sd,u-34-2
sw4644B-ms98-a-0019,170.785000,170.965000,we've,I,sd,u-34-2
sw4644B-ms98-a-0019,170.965000,171.195000,had,I,sd,u-34-2
sw4644B-ms98-a-0019,171.195000,171.385000,here,I,sd,u-34-2
sw4644B-ms98-a-0019,171.385000,171.455000,in,I,sd,u-34-2
sw4644B-ms98-a-0019,171.455000,172.405000,Massachusetts,I,sd,u-34-2
sw4644B-ms98-a-0019,172.405000,172.725000,is,I,sd,u-34-2
sw4644B-ms98-a-0019,172.725000,172.815000,the,I,sd,u-34-2
sw4644B-ms98-a-0019,172.815000,173.295000,town,I,sd,u-34-2
sw4644B-ms98-a-0019,173.295000,173.525000,and,I,sd,u-34-2
sw4644B-ms98-a-0019,173.525000,173.905000,state,I,sd,u-34-2
sw4644B-ms98-a-0019,173.905000,174.721125,employees,I,sd,u-34-2
sw4644B-ms98-a-0019,175.243375,175.505000,have,B,+,u-36-1
sw4644B-ms98-a-0019,175.505000,175.685000,run,I,+,u-36-1
sw4644B-ms98-a-0019,175.685000,175.905000,into,I,+,u-36-1
sw4644B-ms98-a-0019,175.905000,176.325000,problem,I,+,u-36-1
sw4644B-ms98-a-0019,176.325000,176.775000,especially,I,+,u-36-1
sw4644B-ms98-a-0019,176.775000,176.855000,the,I,+,u-36-1
sw4644B-ms98-a-0019,176.855000,177.405000,retired,I,+,u-36-1
sw4644B-ms98-a-0019,177.405000,177.715000,ones,I,+,u-36-1
sw4644B-ms98-a-0019,177.715000,177.845000,my,B,sd,u-36-2
sw4644B-ms98-a-0019,177.845000,178.265000,father's,I,sd,u-36-2
sw4644B-ms98-a-0019,178.265000,178.725000,retired,I,sd,u-36-2
sw4644B-ms98-a-0019,178.725000,178.895000,from,I,sd,u-36-2
sw4644B-ms98-a-0019,178.895000,178.955000,the,I,sd,u-36-2
sw4644B-ms98-a-0019,178.955000,179.225000,town,I,sd,u-36-2
sw4644B-ms98-a-0019,179.225000,179.305000,of,I,sd,u-36-2
sw4644B-ms98-a-0019,179.305000,180.050375,Framingham,I,sd,u-36-2
sw4644B-ms98-a-0020,180.700750,181.170750,and,B,sd,u-38-1
sw4644B-ms98-a-0020,181.170750,181.350750,he,I,sd,u-38-1
sw4644B-ms98-a-0020,181.350750,181.680750,said,I,sd,u-38-1
sw4644B-ms98-a-0020,181.680750,182.000750,that,I,sd,u-38-1
sw4644B-ms98-a-0020,182.000750,182.150750,they,I,sd,u-38-1
sw4644B-ms98-a-0020,182.150750,182.420750,haven't,I,sd,u-38-1
sw4644B-ms98-a-0020,182.420750,182.760750,gotten,I,sd,u-38-1
sw4644B-ms98-a-0020,182.760750,183.260750,a,I,sd,u-38-1
sw4644B-ms98-a-0020,183.260750,183.320750,a,I,sd,u-38-1
sw4644B-ms98-a-0020,183.320750,183.710750,cost,I,sd,u-38-1
sw4644B-ms98-a-0020,183.710750,183.800750,of,I,sd,u-38-1
sw4644B-ms98-a-0020,183.800750,184.160750,living,I,sd,u-38-1
sw4644B-ms98-a-0020,184.160750,184.520750,raise,I,sd,u-38-1
sw4644B-ms98-a-0020,184.520750,184.620750,in,B,+,u-40-1
sw4644B-ms98-a-0020,184.620750,184.850750,over,I,+,u-40-1
sw4644B-ms98-a-0020,184.850750,185.200750,five,B,+,u-42-1
sw4644B-ms98-a-0020,185.200750,185.728875,years,I,+,u-42-1
sw4644B-ms98-a-0021,186.551500,186.891500,and,B,sd,u-44-1
sw4644B-ms98-a-0021,186.891500,187.021500,he,I,sd,u-44-1
sw4644B-ms98-a-0021,187.021500,187.241500,said,I,sd,u-44-1
sw4644B-ms98-a-0021,187.241500,187.481500,that's,I,sd,u-44-1
sw4644B-ms98-a-0021,187.481500,187.551500,the,I,sd,u-44-1
sw4644B-ms98-a-0021,187.551500,187.721500,only,I,sd,u-44-1
sw4644B-ms98-a-0021,187.721500,187.861500,thing,I,sd,u-44-1
sw4644B-ms98-a-0021,187.861500,188.051500,that,I,sd,u-44-1
sw4644B-ms98-a-0021,188.051500,188.371500,really,I,sd,u-44-1
sw4644B-ms98-a-0021,188.371500,188.861500,stinks,I,sd,u-44-1
sw4644B-ms98-a-0021,188.861500,189.001500,as,I,sd,u-44-1
sw4644B-ms98-a-0021,189.001500,189.171500,far,I,sd,u-44-1
sw4644B-ms98-a-0021,189.171500,189.261500,as,I,sd,u-44-1
sw4644B-ms98-a-0021,189.261500,189.491500,being,I,sd,u-44-1
