sw3038B-ms98-a-0002,1.570375,2.094375,okay,B,b,u-2-1
sw3038B-ms98-a-0003,3.296375,3.656375,okay,B,aa,u-4-1
sw3038B-ms98-a-0003,3.656375,4.016375,China,B,sd,u-4-2
sw3038B-ms98-a-0003,4.016375,4.396375,Cry,I,sd,u-4-2
sw3038B-ms98-a-0003,4.396375,4.596375,was,I,sd,u-4-2
sw3038B-ms98-a-0003,4.596375,5.377875,basically,I,sd,u-4-2
sw3038B-ms98-a-0003,5.377875,5.686750,the,I,sd,u-4-2
sw3038B-ms98-a-0003,5.686750,5.886375,the,I,sd,u-4-2
sw3038B-ms98-a-0003,5.886375,6.146375,true,I,sd,u-4-2
sw3038B-ms98-a-0003,6.146375,6.646375,story,I,sd,u-4-2
sw3038B-ms98-a-0003,6.646375,6.966375,written,I,sd,u-4-2
sw3038B-ms98-a-0003,6.966375,7.368750,by,I,sd,u-4-2
sw3038B-ms98-a-0003,7.854625,8.106375,this,I,sd,u-4-2
sw3038B-ms98-a-0003,8.106375,8.316375,this,I,sd,u-4-2
sw3038B-ms98-a-0003,8.316375,8.636375,lady,I,sd,u-4-2
sw3038B-ms98-a-0003,8.636375,8.996375,who,I,sd,u-4-2
sw3038B-ms98-a-0003,8.996375,9.386375,had,I,sd,u-4-2
sw3038B-ms98-a-0003,9.386375,9.536125,uh,I,sd,u-4-2
sw3038B-ms98-a-0004,10.591500,11.073500,was,I,sd,u-4-2
sw3038B-ms98-a-0004,11.073500,11.258125,a,I,sd,u-4-2
sw3038B-ms98-a-0004,11.258125,11.676875,native,I,sd,u-4-2
sw3038B-ms98-a-0004,11.676875,12.036875,is,I,sd,u-4-2
sw3038B-ms98-a-0004,12.036875,12.386875,native,I,sd,u-4-2
sw3038B-ms98-a-0004,12.386875,13.180875,Chinese,I,sd,u-4-2
sw3038B-ms98-a-0004,13.726625,14.107875,uh,I,sd,u-4-2
sw3038B-ms98-a-0005,14.738875,15.366750,uh,I,sd,u-4-2
sw3038B-ms98-a-0005,15.366750,15.709625,who,I,sd,u-4-2
sw3038B-ms98-a-0005,16.071250,16.263750,was,I,sd,u-4-2
sw3038B-ms98-a-0005,16.263750,16.673750,raised,I,sd,u-4-2
sw3038B-ms98-a-0005,16.673750,16.823750,by,I,sd,u-4-2
sw3038B-ms98-a-0005,16.823750,17.333750,Christian,I,sd,u-4-2
sw3038B-ms98-a-0005,17.333750,18.024375,parents,I,sd,u-4-2
sw3038B-ms98-a-0005,18.715000,19.183750,and,B,sd,u-6-1
sw3038B-ms98-a-0005,19.183750,19.473750,her,I,sd,u-6-1
sw3038B-ms98-a-0005,19.473750,19.643750,her,I,sd,u-6-1
sw3038B-ms98-a-0005,19.643750,19.963750,time,I,sd,u-6-1
