sw3245B-ms98-a-0001,0.120625,0.530000,okay,B,o,u-1-1
sw3245B-ms98-a-0001,0.530000,0.660000,i'm,B,sd,u-1-2
sw3245B-ms98-a-0001,0.660000,1.015875,ready,I,sd,u-1-2
sw3245B-ms98-a-0003,4.534375,5.128000,uh-huh,B,b,u-3-1
sw3245B-ms98-a-0004,6.310750,6.574500,no,B,nn,u-5-1
sw3245B-ms98-a-0004,6.574500,6.764500,i,B,sd^e,u-5-2
sw3245B-ms98-a-0004,6.764500,7.074500,work,I,sd^e,u-5-2
sw3245B-ms98-a-0004,7.074500,7.204500,at,I,sd^e,u-5-2
sw3245B-ms98-a-0004,7.204500,7.743250,home,I,sd^e,u-5-2
sw3245B-ms98-a-0004,7.743250,8.855875,[laughter],O,,
sw3245B-ms98-a-0006,12.118000,12.185875,do,B,qy,u-7-1
sw3245B-ms98-a-0006,12.185875,12.265875,you,I,qy,u-7-1
sw3245B-ms98-a-0006,12.265875,12.415875,have,I,qy,u-7-1
sw3245B-ms98-a-0006,12.415875,12.976000,children,I,qy,u-7-1
sw3245B-ms98-a-0008,16.200250,16.447125,oh,B,ba,u-9-1
sw3245B-ms98-a-0008,16.447125,16.747125,that's,I,ba,u-9-1
sw3245B-ms98-a-0008,16.747125,17.193375,good,I,ba,u-9-1
sw3245B-ms98-a-0009,18.033000,18.085125,i,B,sd,u-11-1
sw3245B-ms98-a-0009,18.085125,18.345125,have,I,sd,u-11-1
sw3245B-ms98-a-0009,18.345125,18.695125,four,I,sd,u-11-1
sw3245B-ms98-a-0009,18.695125,19.455125,girls,I,sd,u-11-1
sw3245B-ms98-a-0009,19.455125,19.725125,they're,B,sd,u-13-1
sw3245B-ms98-a-0009,19.725125,20.385125,nine,I,sd,u-13-1
sw3245B-ms98-a-0009,20.385125,20.545125,and,I,sd,u-13-1
sw3245B-ms98-a-0009,20.545125,21.125125,five,I,sd,u-13-1
sw3245B-ms98-a-0009,21.125125,21.335125,and,I,sd,u-13-1
sw3245B-ms98-a-0009,21.335125,21.923250,three,I,sd,u-13-1
sw3245B-ms98-a-0009,21.923250,22.298250,and,I,sd,u-13-1
sw3245B-ms98-a-0009,22.298250,22.425125,a,I,sd,u-13-1
sw3245B-ms98-a-0009,22.425125,23.043500,newborn,I,sd,u-13-1
sw3245B-ms98-a-0010,24.596125,25.462000,yes,B,aa,u-15-1
sw3245B-ms98-a-0012,28.850125,29.173875,girls,B,qy^g,u-17-1
sw3245B-ms98-a-0012,29.173875,29.273875,are,I,qy^g,u-17-1
sw3245B-ms98-a-0012,29.273875,29.683875,nice,I,qy^g,u-17-1
sw3245B-ms98-a-0012,29.683875,29.943875,aren't,I,qy^g,u-17-1
sw3245B-ms98-a-0012,29.943875,30.267000,they,I,qy^g,u-17-1
sw3245B-ms98-a-0013,31.940250,32.320000,anyway,B,sd,u-19-1
sw3245B-ms98-a-0013,32.320000,32.470000,as,I,sd,u-19-1
sw3245B-ms98-a-0013,32.470000,32.620000,far,I,sd,u-19-1
sw3245B-ms98-a-0013,32.620000,32.790000,as,I,sd,u-19-1
sw3245B-ms98-a-0013,32.790000,33.310000,clothing,I,sd,u-19-1
sw3245B-ms98-a-0013,33.310000,33.915500,goes,I,sd,u-19-1
sw3245B-ms98-a-0013,33.915500,34.603125,um,I,sd,u-19-1
sw3245B-ms98-a-0014,35.727375,35.913625,my,I,sd,u-19-1
sw3245B-ms98-a-0014,35.913625,36.443625,wardrobe,I,sd,u-19-1
sw3245B-ms98-a-0014,36.443625,36.943625,changes,I,sd,u-19-1
