sw2684A-ms98-a-0002,2.061750,2.596750,okay,B,o,u-2-1
sw2684A-ms98-a-0003,3.443875,3.867375,uh,B,sd,u-2-2
sw2684A-ms98-a-0003,4.146250,4.290500,my,I,sd,u-2-2
sw2684A-ms98-a-0003,4.290500,4.590500,first,I,sd,u-2-2
sw2684A-ms98-a-0003,4.590500,4.820500,thoughts,I,sd,u-2-2
sw2684A-ms98-a-0003,4.820500,4.910500,on,I,sd,u-2-2
sw2684A-ms98-a-0003,4.910500,5.280500,capital,I,sd,u-2-2
sw2684A-ms98-a-0003,5.280500,6.031000,punishment,I,sd,u-2-2
sw2684A-ms98-a-0003,6.031000,6.422375,i[s]-,O,,
sw2684A-ms98-a-0003,6.422375,6.650500,i,B,%,u-2-3
sw2684A-ms98-a-0003,6.650500,6.790500,the,B,sv,u-2-4
sw2684A-ms98-a-0003,6.790500,7.070500,first,I,sv,u-2-4
sw2684A-ms98-a-0003,7.070500,7.200500,thing,I,sv,u-2-4
sw2684A-ms98-a-0003,7.200500,7.250500,i,I,sv,u-2-4
sw2684A-ms98-a-0003,7.250500,7.460500,want,I,sv,u-2-4
sw2684A-ms98-a-0003,7.460500,7.520500,to,I,sv,u-2-4
sw2684A-ms98-a-0003,7.520500,7.840500,say,I,sv,u-2-4
sw2684A-ms98-a-0003,7.840500,8.060500,i[s]-,I,sv,u-2-4
sw2684A-ms98-a-0003,8.060500,8.260500,is,I,sv,u-2-4
sw2684A-ms98-a-0003,8.260500,8.709375,no,I,sv,u-2-4
sw2684A-ms98-a-0004,9.306000,9.465250,just,I,sv,u-2-4
sw2684A-ms98-a-0004,9.465250,9.735250,simply,I,sv,u-2-4
sw2684A-ms98-a-0004,9.735250,10.045250,because,I,sv,u-2-4
sw2684A-ms98-a-0004,10.045250,10.491000,we,I,sv,u-2-4
sw2684A-ms98-a-0004,10.491000,10.815250,as,I,sv,u-2-4
sw2684A-ms98-a-0004,10.815250,11.095250,human,I,sv,u-2-4
sw2684A-ms98-a-0004,11.095250,11.455250,beings,I,sv,u-2-4
sw2684A-ms98-a-0004,11.455250,11.675250,don't,I,sv,u-2-4
sw2684A-ms98-a-0004,11.675250,11.855250,have,I,sv,u-2-4
sw2684A-ms98-a-0004,11.855250,11.995250,the,I,sv,u-2-4
sw2684A-ms98-a-0004,11.995250,12.634750,right,I,sv,u-2-4
sw2684A-ms98-a-0004,13.163125,13.333750,to,I,sv,u-2-4
sw2684A-ms98-a-0004,13.333750,13.605250,take,I,sv,u-2-4
sw2684A-ms98-a-0004,13.605250,13.875250,another,I,sv,u-2-4
sw2684A-ms98-a-0004,13.875250,14.185250,human,I,sv,u-2-4
