sw3642A-ms98-a-0001,0.006000,0.197750,hi,B,fp,u-2-1
sw3642A-ms98-a-0003,1.761000,2.113625,well,B,sv,u-4-1
sw3642A-ms98-a-0004,3.544625,4.002625,providing,I,sv,u-4-1
sw3642A-ms98-a-0004,4.002625,4.572625,universal,I,sv,u-4-1
sw3642A-ms98-a-0004,4.572625,4.822625,health,I,sv,u-4-1
sw3642A-ms98-a-0004,4.822625,5.092625,care,I,sv,u-4-1
sw3642A-ms98-a-0004,5.092625,5.612625,insurance,I,sv,u-4-1
sw3642A-ms98-a-0004,5.612625,5.802625,for,I,sv,u-4-1
sw3642A-ms98-a-0004,5.802625,5.982625,the,I,sv,u-4-1
sw3642A-ms98-a-0004,5.982625,6.262625,whole,I,sv,u-4-1
sw3642A-ms98-a-0004,6.262625,6.802625,country,I,sv,u-4-1
sw3642A-ms98-a-0004,6.802625,7.062625,is,I,sv,u-4-1
sw3642A-ms98-a-0004,7.062625,7.342625,a,I,sv,u-4-1
sw3642A-ms98-a-0004,7.342625,7.702625,pretty,I,sv,u-4-1
sw3642A-ms98-a-0004,7.702625,8.032625,big,I,sv,u-4-1
sw3642A-ms98-a-0004,8.032625,8.552625,task,I,sv,u-4-1
sw3642A-ms98-a-0004,8.552625,8.672625,and,B,sd,u-4-2
sw3642A-ms98-a-0004,8.672625,9.042625,i,I,sd,u-4-2
sw3642A-ms98-a-0004,9.042625,9.223375,uh,I,sd,u-4-2
sw3642A-ms98-a-0004,9.223375,9.958250,personally,I,sd,u-4-2
sw3642A-ms98-a-0004,9.958250,10.116125,i,I,sd,u-4-2
sw3642A-ms98-a-0004,10.116125,10.356750,don't,I,sd,u-4-2
sw3642A-ms98-a-0004,10.356750,10.942625,approve,I,sd,u-4-2
sw3642A-ms98-a-0004,10.942625,11.132625,of,I,sd,u-4-2
sw3642A-ms98-a-0004,11.132625,11.252625,it,I,sd,u-4-2
sw3642A-ms98-a-0004,11.252625,11.642625,for,I,sd,u-4-2
sw3642A-ms98-a-0004,11.642625,11.902625,two,I,sd,u-4-2
sw3642A-ms98-a-0004,11.902625,12.482625,reasons,I,sd,u-4-2
sw3642A-ms98-a-0004,12.482625,12.846250,number,B,sv,u-4-3
sw3642A-ms98-a-0004,12.846250,13.224375,one,I,sv,u-4-3
sw3642A-ms98-a-0005,13.790875,13.900250,is,I,sv,u-4-3
sw3642A-ms98-a-0005,13.900250,14.080250,that,I,sv,u-4-3
sw3642A-ms98-a-0005,14.080250,14.230250,i,I,sv,u-4-3
sw3642A-ms98-a-0005,14.230250,14.570250,think,I,sv,u-4-3
sw3642A-ms98-a-0005,14.570250,14.980250,that,I,sv,u-4-3
sw3642A-ms98-a-0005,14.980250,15.230250,uh,I,sv,u-4-3
sw3642A-ms98-a-0005,15.230250,15.360250,the,I,sv,u-4-3
sw3642A-ms98-a-0005,15.360250,15.860250,federal,I,sv,u-4-3
sw3642A-ms98-a-0005,15.860250,16.676000,government,I,sv,u-4-3
sw3642A-ms98-a-0006,17.624875,17.839750,has,I,sv,u-4-3
sw3642A-ms98-a-0006,17.839750,17.919750,a,I,sv,u-4-3
sw3642A-ms98-a-0006,17.919750,18.389750,problem,I,sv,u-4-3
sw3642A-ms98-a-0006,18.389750,18.509750,with,I,sv,u-4-3
sw3642A-ms98-a-0006,18.509750,18.589750,the,I,sv,u-4-3
sw3642A-ms98-a-0006,18.589750,19.129750,deficit,I,sv,u-4-3
sw3642A-ms98-a-0006,19.129750,19.319750,right,I,sv,u-4-3
sw3642A-ms98-a-0006,19.319750,19.619750,now,I,sv,u-4-3
sw3642A-ms98-a-0006,19.619750,19.789750,and,B,sv,u-4-4
sw3642A-ms98-a-0006,19.789750,19.909750,if,I,sv,u-4-4
sw3642A-ms98-a-0006,19.909750,20.039750,they,I,sv,u-4-4
sw3642A-ms98-a-0006,20.039750,20.189750,were,I,sv,u-4-4
sw3642A-ms98-a-0006,20.189750,20.379750,to,I,sv,u-4-4
sw3642A-ms98-a-0006,20.379750,21.059750,administer,I,sv,u-4-4
sw3642A-ms98-a-0006,21.059750,21.409750,this,I,sv,u-4-4
sw3642A-ms98-a-0006,21.409750,21.589750,they,I,sv,u-4-4
sw3642A-ms98-a-0006,21.589750,21.931375,would,I,sv,u-4-4
sw3642A-ms98-a-0006,21.931375,22.409000,uh,I,sv,u-4-4
sw3642A-ms98-a-0006,22.409000,22.729750,[laughter-get],I,sv,u-4-4
sw3642A-ms98-a-0006,22.729750,22.919750,us,I,sv,u-4-4
sw3642A-ms98-a-0006,22.919750,23.229750,more,I,sv,u-4-4
sw3642A-ms98-a-0006,23.229750,23.329750,and,I,sv,u-4-4
sw3642A-ms98-a-0006,23.329750,23.559750,more,I,sv,u-4-4
sw3642A-ms98-a-0006,23.559750,23.759750,into,I,sv,u-4-4
sw3642A-ms98-a-0006,23.759750,24.079750,debt,I,sv,u-4-4
sw3642A-ms98-a-0007,24.576875,24.947125,further,I,sv,u-4-4
sw3642A-ms98-a-0007,24.947125,25.187125,than,I,sv,u-4-4
sw3642A-ms98-a-0007,25.187125,25.327125,we,I,sv,u-4-4
sw3642A-ms98-a-0007,25.327125,25.647125,can,I,sv,u-4-4
sw3642A-ms98-a-0007,25.647125,25.867125,ever,I,sv,u-4-4
sw3642A-ms98-a-0007,25.867125,26.047125,get,I,sv,u-4-4
sw3642A-ms98-a-0007,26.047125,26.317125,out,I,sv,u-4-4
sw3642A-ms98-a-0007,26.317125,26.867125,ourselves,I,sv,u-4-4
sw3642A-ms98-a-0007,26.867125,27.217125,number,B,sv,u-4-5
sw3642A-ms98-a-0007,27.217125,27.663125,two,I,sv,u-4-5
sw3642A-ms98-a-0007,28.066125,28.177125,i,I,sv,u-4-5
sw3642A-ms98-a-0007,28.177125,28.437125,think,I,sv,u-4-5
sw3642A-ms98-a-0007,28.437125,28.547125,that,I,sv,u-4-5
sw3642A-ms98-a-0007,28.547125,28.637125,the,I,sv,u-4-5
sw3642A-ms98-a-0007,28.637125,29.217125,quality,I,sv,u-4-5
sw3642A-ms98-a-0007,29.217125,29.317125,of,I,sv,u-4-5
sw3642A-ms98-a-0007,29.317125,29.627125,health,I,sv,u-4-5
sw3642A-ms98-a-0007,29.627125,29.937125,care,I,sv,u-4-5
sw3642A-ms98-a-0007,29.937125,30.097125,would,I,sv,u-4-5
sw3642A-ms98-a-0007,30.097125,30.332875,go,I,sv,u-4-5
sw3642A-ms98-a-0007,30.332875,30.799125,down,I,sv,u-4-5
sw3642A-ms98-a-0007,31.345250,31.727125,because,I,sv,u-4-5
sw3642A-ms98-a-0007,31.727125,31.847125,the,I,sv,u-4-5
sw3642A-ms98-a-0007,31.847125,32.717125,competition,I,sv,u-4-5
sw3642A-ms98-a-0007,32.717125,32.997375,would,I,sv,u-4-5
sw3642A-ms98-a-0008,34.002875,34.214375,would,I,sv,u-4-5
sw3642A-ms98-a-0008,34.214375,34.594750,be,I,sv,u-4-5
sw3642A-ms98-a-0008,34.828250,35.134375,dried,I,sv,u-4-5
sw3642A-ms98-a-0008,35.134375,35.334375,up,I,sv,u-4-5
sw3642A-ms98-a-0008,35.334375,35.719375,and,B,sv,u-4-6
sw3642A-ms98-a-0008,36.001875,36.404375,really,I,sv,u-4-6
sw3642A-ms98-a-0008,36.404375,36.564375,no,I,sv,u-4-6
sw3642A-ms98-a-0008,36.564375,36.764375,one,I,sv,u-4-6
sw3642A-ms98-a-0008,36.764375,36.924375,would,I,sv,u-4-6
sw3642A-ms98-a-0008,36.924375,37.406750,be,I,sv,u-4-6
sw3642A-ms98-a-0008,37.926500,38.144375,would,I,sv,u-4-6
sw3642A-ms98-a-0008,38.144375,38.404375,only,I,sv,u-4-6
sw3642A-ms98-a-0008,38.404375,38.814375,answer,I,sv,u-4-6
sw3642A-ms98-a-0008,38.814375,38.984375,to,I,sv,u-4-6
sw3642A-ms98-a-0008,38.984375,39.273750,to,I,sv,u-4-6
sw3642A-ms98-a-0008,39.273750,39.484375,the,I,sv,u-4-6
sw3642A-ms98-a-0008,39.484375,40.064375,government,I,sv,u-4-6
sw3642A-ms98-a-0008,40.064375,40.194375,to,I,sv,u-4-6
sw3642A-ms98-a-0008,40.194375,40.244375,a,I,sv,u-4-6
sw3642A-ms98-a-0008,40.244375,40.504375,big,I,sv,u-4-6
sw3642A-ms98-a-0008,40.504375,40.900875,bur[eaucratic]-,I,sv,u-4-6
sw3642A-ms98-a-0008,41.111875,41.784375,bureaucratic,I,sv,u-4-6
sw3642A-ms98-a-0008,41.784375,42.226625,mess,I,sv,u-4-6
sw3642A-ms98-a-0009,43.117250,43.536500,and,B,sd,u-4-7
sw3642A-ms98-a-0009,43.536500,43.816500,uh,I,sd,u-4-7
sw3642A-ms98-a-0009,43.816500,43.976500,i've,I,sd,u-4-7
sw3642A-ms98-a-0009,43.976500,44.336500,seen,I,sd,u-4-7
sw3642A-ms98-a-0009,44.336500,44.486500,what,I,sd,u-4-7
sw3642A-ms98-a-0009,44.486500,44.606500,it,I,sd,u-4-7
sw3642A-ms98-a-0009,44.606500,44.856500,has,I,sd,u-4-7
sw3642A-ms98-a-0009,44.856500,45.066500,done,I,sd,u-4-7
sw3642A-ms98-a-0009,45.066500,45.196500,in,I,sd,u-4-7
sw3642A-ms98-a-0009,45.196500,45.446500,other,I,sd,u-4-7
sw3642A-ms98-a-0009,45.446500,45.996500,countries,I,sd,u-4-7
sw3642A-ms98-a-0009,45.996500,46.166500,and,B,sv,u-4-8
sw3642A-ms98-a-0009,46.166500,46.336500,so,I,sv,u-4-8
sw3642A-ms98-a-0009,46.336500,46.406500,i,I,sv,u-4-8
