sw3924B-ms98-a-0001,0.070000,0.370000,-[o]kay,O,,
sw3924B-ms98-a-0002,1.589375,1.749375,what,B,qw^t,u-3-1
sw3924B-ms98-a-0002,1.749375,1.829375,are,I,qw^t,u-3-1
sw3924B-ms98-a-0002,1.829375,1.969375,we,I,qw^t,u-3-1
sw3924B-ms98-a-0002,1.969375,2.309375,supposed,I,qw^t,u-3-1
sw3924B-ms98-a-0002,2.309375,2.369375,to,I,qw^t,u-3-1
sw3924B-ms98-a-0002,2.369375,2.779375,discuss,I,qw^t,u-3-1
sw3924B-ms98-a-0002,2.779375,3.149375,again,I,qw^t,u-3-1
sw3924B-ms98-a-0004,5.105750,5.615750,more,B,%,u-5-1
sw3924B-ms98-a-0004,5.615750,6.005750,money,I,%,u-5-1
sw3924B-ms98-a-0004,6.005750,6.475750,less,O,,
sw3924B-ms98-a-0006,18.646625,18.886625,um-hum,B,b,u-7-1
sw3924B-ms98-a-0008,25.980000,26.420000,um-hum,B,b^r,u-9-1
sw3924B-ms98-a-0010,29.268125,29.528125,uh-huh,B,b^r,u-11-1
sw3924B-ms98-a-0012,41.673625,41.903625,hm,O,,
sw3924B-ms98-a-0014,58.869625,59.279625,yeah,B,b,u-15-1
sw3924B-ms98-a-0015,60.395125,60.725125,i'm,B,sv,u-15-2
sw3924B-ms98-a-0015,60.855125,61.135125,i'm,I,sv,u-15-2
sw3924B-ms98-a-0015,61.135125,61.785125,ambivalent,I,sv,u-15-2
sw3924B-ms98-a-0015,61.785125,62.105125,about,I,sv,u-15-2
sw3924B-ms98-a-0015,62.105125,62.255125,it,I,sv,u-15-2
sw3924B-ms98-a-0015,62.255125,62.925125,because,I,sv,u-15-2
sw3924B-ms98-a-0015,63.035125,63.495125,um,I,sv,u-15-2
sw3924B-ms98-a-0016,64.417625,64.747625,uh,I,sv,u-15-2
sw3924B-ms98-a-0017,66.059625,66.509625,it,I,sv,u-15-2
sw3924B-ms98-a-0017,66.509625,66.539625,uh,I,sv,u-15-2
sw3924B-ms98-a-0017,66.539625,66.719625,well,I,sv,u-15-2
sw3924B-ms98-a-0017,66.719625,66.799625,it,I,sv,u-15-2
sw3924B-ms98-a-0017,66.799625,66.929625,is,I,sv,u-15-2
sw3924B-ms98-a-0017,66.959625,67.119625,very,I,sv,u-15-2
sw3924B-ms98-a-0017,67.119625,67.489625,frightening,I,sv,u-15-2
sw3924B-ms98-a-0017,67.489625,67.619625,and,I,sv,u-15-2
sw3924B-ms98-a-0017,67.619625,68.019625,scary,I,sv,u-15-2
sw3924B-ms98-a-0017,68.219625,68.339625,i,B,sd,u-15-3
sw3924B-ms98-a-0017,68.339625,68.609625,have,I,sd,u-15-3
sw3924B-ms98-a-0017,68.609625,68.979625,no,I,sd,u-15-3
sw3924B-ms98-a-0017,69.469625,70.199625,perspective,I,sd,u-15-3
sw3924B-ms98-a-0017,70.199625,70.419625,on,I,sd,u-15-3
sw3924B-ms98-a-0017,70.419625,70.639625,how,I,sd,u-15-3
sw3924B-ms98-a-0017,70.639625,70.709625,it,I,sd,u-15-3
sw3924B-ms98-a-0017,70.709625,71.179625,relates,I,sd,u-15-3
sw3924B-ms98-a-0017,71.179625,71.299625,to,I,sd,u-15-3
sw3924B-ms98-a-0017,71.329625,71.579625,other,I,sd,u-15-3
sw3924B-ms98-a-0017,71.579625,72.339625,diseases,I,sd,u-15-3
sw3924B-ms98-a-0018,73.593000,74.113000,and,B,%,u-15-4
sw3924B-ms98-a-0018,74.113000,74.313000,uh,I,%,u-15-4
sw3924B-ms98-a-0018,74.313000,74.363000,i,I,%,u-15-4
sw3924B-ms98-a-0018,74.813000,75.083000,mean,I,%,u-15-4
sw3924B-ms98-a-0018,75.083000,75.473000,whether,I,%,u-15-4
sw3924B-ms98-a-0020,78.593125,79.103125,yes,B,aa,u-17-1
sw3924B-ms98-a-0021,79.946125,80.376125,and,B,%,u-19-1
sw3924B-ms98-a-0021,80.376125,80.686125,uh,I,%,u-19-1
sw3924B-ms98-a-0021,80.686125,81.426125,whether,I,%,u-19-1
sw3924B-ms98-a-0021,81.556125,81.836125,those,I,%,u-19-1
sw3924B-ms98-a-0021,81.836125,82.456125,diseases,I,%,u-19-1
sw3924B-ms98-a-0021,82.456125,82.996125,can,I,%,u-19-1
sw3924B-ms98-a-0021,83.036125,83.346125,yo[u]-,O,,
sw3924B-ms98-a-0021,83.666125,83.906125,some,B,sv,u-19-2
sw3924B-ms98-a-0021,83.906125,84.266125,difference,I,sv,u-19-2
sw3924B-ms98-a-0021,84.266125,84.486125,could,I,sv,u-19-2
sw3924B-ms98-a-0021,84.486125,84.636125,be,I,sv,u-19-2
sw3924B-ms98-a-0021,84.636125,84.946125,made,I,sv,u-19-2
sw3924B-ms98-a-0021,85.046125,85.236125,if,I,sv,u-19-2
sw3924B-ms98-a-0021,85.236125,85.356125,you,I,sv,u-19-2
sw3924B-ms98-a-0021,85.416125,85.766125,did,I,sv,u-19-2
sw3924B-ms98-a-0021,86.156125,86.366125,pour,I,sv,u-19-2
sw3924B-ms98-a-0021,86.366125,86.536125,more,I,sv,u-19-2
sw3924B-ms98-a-0021,86.536125,86.886125,money,I,sv,u-19-2
sw3924B-ms98-a-0021,86.886125,87.016125,in,I,sv,u-19-2
sw3924B-ms98-a-0021,87.056125,87.306125,like,I,sv,u-19-2
sw3924B-ms98-a-0021,87.306125,87.896125,diabetes,I,sv,u-19-2
sw3924B-ms98-a-0021,87.906125,88.966125,research,I,sv,u-19-2
sw3924B-ms98-a-0021,89.136125,89.456125,uh,B,%,u-21-1
sw3924B-ms98-a-0021,89.456125,90.016125,didn't,B,%,u-23-1
sw3924B-ms98-a-0021,90.016125,90.046125,uh,I,%,u-23-1
sw3924B-ms98-a-0022,92.130750,92.360750,you,I,%,u-23-1
sw3924B-ms98-a-0022,92.360750,92.490750,know,I,%,u-23-1
sw3924B-ms98-a-0022,92.760750,93.050750,but,B,%,u-23-2
sw3924B-ms98-a-0023,93.897375,94.037375,i,I,%,u-23-2
sw3924B-ms98-a-0023,94.037375,94.177375,uh,I,%,u-23-2
sw3924B-ms98-a-0023,94.187375,94.597375,then,B,sv,u-23-3
sw3924B-ms98-a-0023,94.597375,94.737375,part,I,sv,u-23-3
sw3924B-ms98-a-0023,94.737375,94.797375,of,I,sv,u-23-3
sw3924B-ms98-a-0023,94.797375,94.977375,it's,I,sv,u-23-3
sw3924B-ms98-a-0023,94.977375,95.227375,lack,I,sv,u-23-3
sw3924B-ms98-a-0023,95.227375,95.297375,of,I,sv,u-23-3
sw3924B-ms98-a-0023,95.297375,95.937375,education,I,sv,u-23-3
sw3924B-ms98-a-0023,95.937375,96.037375,i,B,sv,u-23-4
sw3924B-ms98-a-0023,96.037375,96.257375,don't,I,sv,u-23-4
sw3924B-ms98-a-0023,96.257375,96.407375,know,I,sv,u-23-4
sw3924B-ms98-a-0023,96.407375,96.807375,whether,I,sv,u-23-4
sw3924B-ms98-a-0023,97.377375,97.747375,whether,I,sv,u-23-4
sw3924B-ms98-a-0023,97.937375,98.007375,you,I,sv,u-23-4
sw3924B-ms98-a-0023,98.007375,98.207375,know,I,sv,u-23-4
sw3924B-ms98-a-0023,98.867375,99.017375,where,I,sv,u-23-4
sw3924B-ms98-a-0023,99.017375,99.107375,our,I,sv,u-23-4
sw3924B-ms98-a-0023,99.107375,99.397375,money,I,sv,u-23-4
sw3924B-ms98-a-0023,99.397375,99.577375,would,I,sv,u-23-4
sw3924B-ms98-a-0023,99.577375,99.707375,be,I,sv,u-23-4
