sw2812B-ms98-a-0001,0.020000,0.280000,-[w]omen,O,,
sw2812B-ms98-a-0003,4.449750,4.629750,oh,B,bk,u-3-1
sw2812B-ms98-a-0003,4.629750,5.049750,okay,I,bk,u-3-1
sw2812B-ms98-a-0003,5.049750,5.259750,that's,B,sd^t,u-3-2
sw2812B-ms98-a-0003,5.259750,5.389750,not,I,sd^t,u-3-2
sw2812B-ms98-a-0003,5.389750,5.419750,a,I,sd^t,u-3-2
sw2812B-ms98-a-0003,5.419750,5.679750,broad,I,sd^t,u-3-2
sw2812B-ms98-a-0003,5.679750,5.859750,enough,I,sd^t,u-3-2
sw2812B-ms98-a-0003,5.859750,6.339750,topic,I,sd^t,u-3-2
sw2812B-ms98-a-0004,6.569250,7.165125,[laughter],O,,
sw2812B-ms98-a-0004,7.165125,7.315125,i'm,B,sd,u-5-1
sw2812B-ms98-a-0004,7.315125,7.555125,ready,I,sd,u-5-1
sw2812B-ms98-a-0004,7.555125,7.715125,when,I,sd,u-5-1
sw2812B-ms98-a-0004,7.715125,7.845125,you,I,sd,u-5-1
sw2812B-ms98-a-0004,7.845125,8.135125,are,I,sd,u-5-1
sw2812B-ms98-a-0005,8.815250,9.180875,okay,B,aa,u-7-1
sw2812B-ms98-a-0007,13.240875,13.487125,yep,O,,
sw2812B-ms98-a-0007,13.487125,13.617125,i'm,B,sd^e,u-9-2
sw2812B-ms98-a-0007,13.617125,13.840375,here,I,sd^e,u-9-2
sw2812B-ms98-a-0008,15.253750,15.546125,uh,O,,
sw2812B-ms98-a-0008,15.546125,15.756125,that's,B,aa,u-11-1
sw2812B-ms98-a-0008,15.756125,16.076125,okay,I,aa,u-11-1
sw2812B-ms98-a-0010,19.098125,19.556625,okay,B,o,u-13-1
sw2812B-ms98-a-0010,19.656500,20.043000,um,B,h,u-13-2
sw2812B-ms98-a-0010,20.412125,20.469500,i,I,h,u-13-2
sw2812B-ms98-a-0010,20.469500,20.639500,don't,I,h,u-13-2
sw2812B-ms98-a-0010,20.639500,20.789500,know,I,h,u-13-2
sw2812B-ms98-a-0010,20.789500,20.889500,are,B,qy,u-13-3
sw2812B-ms98-a-0010,20.889500,21.039500,you,I,qy,u-13-3
sw2812B-ms98-a-0010,21.039500,21.159500,in,I,qy,u-13-3
sw2812B-ms98-a-0010,21.159500,21.259500,your,I,qy,u-13-3
sw2812B-ms98-a-0010,21.259500,21.720250,thirties,I,qy,u-13-3
sw2812B-ms98-a-0010,21.720250,22.029500,or,B,%,u-13-4
sw2812B-ms98-a-0010,22.029500,22.259500,do,O,,
sw2812B-ms98-a-0010,22.259500,22.519500,you,O,,
sw2812B-ms98-a-0011,23.686500,23.836500,oh,B,bk,u-15-1
sw2812B-ms98-a-0011,23.836500,24.436500,okay,I,bk,u-15-1
sw2812B-ms98-a-0011,24.436500,24.586500,well,B,sd,u-17-1
sw2812B-ms98-a-0011,24.586500,24.676500,then,I,sd,u-17-1
sw2812B-ms98-a-0011,24.676500,24.756500,i,I,sd,u-17-1
sw2812B-ms98-a-0011,24.756500,24.896500,can,I,sd,u-17-1
sw2812B-ms98-a-0011,24.896500,25.036500,tell,I,sd,u-17-1
sw2812B-ms98-a-0011,25.036500,25.096500,you,I,sd,u-17-1
sw2812B-ms98-a-0011,25.096500,25.256500,that,I,sd,u-17-1
sw2812B-ms98-a-0011,25.256500,25.486500,roles,I,sd,u-17-1
sw2812B-ms98-a-0011,25.486500,25.656500,have,I,sd,u-17-1
sw2812B-ms98-a-0011,25.656500,26.016500,changed,I,sd,u-17-1
sw2812B-ms98-a-0011,26.016500,26.116500,i'm,B,sd,u-17-2
sw2812B-ms98-a-0011,26.116500,26.456500,thirty,I,sd,u-17-2
sw2812B-ms98-a-0011,26.456500,26.716500,eight,I,sd,u-17-2
sw2812B-ms98-a-0011,26.716500,27.516500,[laughter],O,,
sw2812B-ms98-a-0011,27.516500,27.626500,and,B,sv,u-19-1
sw2812B-ms98-a-0011,27.626500,27.806500,they've,I,sv,u-19-1
sw2812B-ms98-a-0011,27.806500,28.126500,changed,I,sv,u-19-1
sw2812B-ms98-a-0011,28.126500,28.326500,quite,I,sv,u-19-1
sw2812B-ms98-a-0011,28.326500,28.376500,a,I,sv,u-19-1
sw2812B-ms98-a-0011,28.376500,28.786500,bit,I,sv,u-19-1
sw2812B-ms98-a-0011,28.786500,29.406500,um,B,%,u-21-1
