sw3021B-ms98-a-0003,7.451500,7.711500,uh-huh,B,b,u-2-1
sw3021B-ms98-a-0005,12.617375,13.017375,uh-huh,B,b,u-4-1
sw3021B-ms98-a-0007,16.756750,17.007375,i-,O,,
sw3021B-ms98-a-0007,17.192000,17.332500,i,B,sd,u-6-1
sw3021B-ms98-a-0007,17.332500,17.566750,think,I,sd,u-6-1
sw3021B-ms98-a-0007,17.566750,17.756750,i'm,I,sd,u-6-1
sw3021B-ms98-a-0007,17.756750,18.036750,kind,I,sd,u-6-1
sw3021B-ms98-a-0007,18.036750,18.126750,of,I,sd,u-6-1
sw3021B-ms98-a-0007,18.126750,18.386750,bent,I,sd,u-6-1
sw3021B-ms98-a-0007,18.386750,18.816750,towards,I,sd,u-6-1
sw3021B-ms98-a-0007,18.816750,19.196750,middle,I,sd,u-6-1
sw3021B-ms98-a-0007,19.196750,19.496750,liberal,I,sd,u-6-1
sw3021B-ms98-a-0007,19.496750,19.586750,of,I,sd,u-6-1
sw3021B-ms98-a-0007,19.586750,19.646750,the,I,sd,u-6-1
sw3021B-ms98-a-0007,19.646750,19.966750,bridge,I,sd,u-6-1
sw3021B-ms98-a-0007,19.966750,20.576750,myself,I,sd,u-6-1
sw3021B-ms98-a-0007,20.576750,20.656750,you,B,sd,u-8-1
sw3021B-ms98-a-0007,20.656750,20.856750,know,I,sd,u-8-1
sw3021B-ms98-a-0007,20.856750,20.956750,i,I,sd,u-8-1
sw3021B-ms98-a-0007,20.956750,21.286750,have,I,sd,u-8-1
sw3021B-ms98-a-0007,21.846750,22.066750,quite,I,sd,u-8-1
sw3021B-ms98-a-0007,22.066750,22.116750,a,I,sd,u-8-1
sw3021B-ms98-a-0007,22.116750,22.616750,collection,I,sd,u-8-1
sw3021B-ms98-a-0007,22.616750,23.286750,myself,I,sd,u-8-1
sw3021B-ms98-a-0007,23.286750,23.436750,and,B,sd,u-8-2
sw3021B-ms98-a-0007,23.806750,23.866750,you,I,sd,u-8-2
sw3021B-ms98-a-0007,23.866750,24.086750,know,I,sd,u-8-2
sw3021B-ms98-a-0007,24.086750,24.256750,i'm,I,sd,u-8-2
sw3021B-ms98-a-0007,24.256750,24.336750,a,I,sd,u-8-2
sw3021B-ms98-a-0007,24.336750,24.526750,good,I,sd,u-8-2
sw3021B-ms98-a-0007,24.526750,24.866750,hunter,I,sd,u-8-2
sw3021B-ms98-a-0007,24.866750,25.273625,and,B,sd,u-8-3
sw3021B-ms98-a-0007,25.836000,26.146375,i,I,sd,u-8-3
sw3021B-ms98-a-0008,26.846875,27.226875,started,I,sd,u-8-3
sw3021B-ms98-a-0008,27.226875,27.446875,hunting,I,sd,u-8-3
sw3021B-ms98-a-0008,27.446875,27.576875,when,I,sd,u-8-3
sw3021B-ms98-a-0008,27.576875,27.646875,i,I,sd,u-8-3
sw3021B-ms98-a-0008,27.646875,27.796875,was,I,sd,u-8-3
sw3021B-ms98-a-0008,27.796875,28.096875,twelve,I,sd,u-8-3
sw3021B-ms98-a-0008,28.096875,28.306875,years,I,sd,u-8-3
sw3021B-ms98-a-0008,28.306875,28.516875,old,I,sd,u-8-3
sw3021B-ms98-a-0008,28.516875,28.576875,of,B,sd,u-8-4
sw3021B-ms98-a-0008,28.576875,28.846875,course,I,sd,u-8-4
sw3021B-ms98-a-0008,28.846875,28.984375,my,I,sd,u-8-4
sw3021B-ms98-a-0008,28.984375,29.323375,parents,I,sd,u-8-4
sw3021B-ms98-a-0008,29.323375,29.496875,made,I,sd,u-8-4
