sw3455B-ms98-a-0003,2.558250,3.003625,um-hum,B,b,u-2-1
sw3455B-ms98-a-0005,6.967250,7.137250,oh,B,sd,u-4-1
sw3455B-ms98-a-0005,7.137250,7.197250,so,I,sd,u-4-1
sw3455B-ms98-a-0005,7.197250,7.577250,did,I,sd,u-4-1
sw3455B-ms98-a-0005,7.577250,7.657250,i,I,sd,u-4-1
sw3455B-ms98-a-0005,7.657250,8.219250,[laughter],O,,
sw3455B-ms98-a-0007,9.850375,10.014125,oh,B,sd,u-6-1
sw3455B-ms98-a-0007,10.014125,10.210750,i,I,sd,u-6-1
sw3455B-ms98-a-0007,10.210750,10.460375,heard,I,sd,u-6-1
sw3455B-ms98-a-0007,10.460375,10.660375,that,I,sd,u-6-1
sw3455B-ms98-a-0007,10.660375,10.892125,was,I,sd,u-6-1
sw3455B-ms98-a-0007,10.892125,11.650500,excellent,I,sd,u-6-1
sw3455B-ms98-a-0007,12.349250,12.580375,is,B,bh,u-8-1
sw3455B-ms98-a-0007,12.580375,12.760375,it,I,bh,u-8-1
sw3455B-ms98-a-0007,13.590375,13.880375,um,B,sd,u-10-1
sw3455B-ms98-a-0007,14.250375,14.403000,i,I,sd,u-10-1
sw3455B-ms98-a-0007,14.403000,14.660375,wanted,I,sd,u-10-1
sw3455B-ms98-a-0007,14.660375,14.770375,to,I,sd,u-10-1
sw3455B-ms98-a-0007,14.770375,15.050375,see,I,sd,u-10-1
sw3455B-ms98-a-0007,15.050375,15.280375,that,I,sd,u-10-1
sw3455B-ms98-a-0007,15.280375,15.360375,i,B,sd,u-10-2
sw3455B-ms98-a-0007,15.360375,15.480375,was,I,sd,u-10-2
sw3455B-ms98-a-0007,15.480375,15.990375,deciding,I,sd,u-10-2
sw3455B-ms98-a-0007,15.990375,16.430375,between,I,sd,u-10-2
sw3455B-ms98-a-0007,16.430375,16.770375,that,I,sd,u-10-2
sw3455B-ms98-a-0007,17.310375,17.690375,and,I,sd,u-10-2
sw3455B-ms98-a-0007,17.690375,17.972750,uh,I,sd,u-10-2
sw3455B-ms98-a-0007,18.281625,18.570375,My,I,sd,u-10-2
sw3455B-ms98-a-0007,18.570375,18.894375,Girl,I,sd,u-10-2
sw3455B-ms98-a-0007,19.094000,19.380375,and,B,sd,u-10-3
sw3455B-ms98-a-0007,19.500375,19.620375,my,I,sd,u-10-3
sw3455B-ms98-a-0007,19.620375,19.944000,boyfriend,I,sd,u-10-3
sw3455B-ms98-a-0007,19.944000,20.034375,and,I,sd,u-10-3
sw3455B-ms98-a-0007,20.034375,20.200375,i,I,sd,u-10-3
sw3455B-ms98-a-0007,20.200375,20.390375,went,I,sd,u-10-3
sw3455B-ms98-a-0007,20.390375,20.490375,to,I,sd,u-10-3
sw3455B-ms98-a-0007,20.490375,20.630375,see,I,sd,u-10-3
sw3455B-ms98-a-0007,20.630375,20.830375,My,I,sd,u-10-3
sw3455B-ms98-a-0007,20.830375,21.110375,Girl,I,sd,u-10-3
sw3455B-ms98-a-0008,22.543875,22.723875,oh,B,sd,u-12-1
sw3455B-ms98-a-0008,22.723875,22.873875,it,I,sd,u-12-1
sw3455B-ms98-a-0008,22.873875,23.042750,was,I,sd,u-12-1
sw3455B-ms98-a-0008,23.042750,23.763875,excellent,I,sd,u-12-1
sw3455B-ms98-a-0008,23.763875,23.823875,it,B,sd,u-12-2
sw3455B-ms98-a-0008,23.823875,23.983875,was,I,sd,u-12-2
sw3455B-ms98-a-0008,23.983875,24.073875,a,I,sd,u-12-2
sw3455B-ms98-a-0008,24.073875,24.393875,really,I,sd,u-12-2
sw3455B-ms98-a-0008,24.393875,24.603875,really,I,sd,u-12-2
sw3455B-ms98-a-0008,24.603875,24.793875,good,I,sd,u-12-2
sw3455B-ms98-a-0008,24.793875,25.229375,movie,I,sd,u-12-2
sw3455B-ms98-a-0008,25.395000,25.563250,i'd,B,sd,u-12-3
sw3455B-ms98-a-0008,25.563250,26.090625,recommend,I,sd,u-12-3
sw3455B-ms98-a-0008,26.090625,26.352250,it,I,sd,u-12-3
sw3455B-ms98-a-0010,30.225125,30.674500,um,B,nd,u-14-1
sw3455B-ms98-a-0010,30.674500,30.895375,i,I,nd,u-14-1
