sw2913B-ms98-a-0002,0.912000,1.279500,okay,B,o,u-1-1
sw2913B-ms98-a-0002,1.667375,1.798500,well,B,qw,u-1-2
sw2913B-ms98-a-0002,1.798500,1.908500,what,I,qw,u-1-2
sw2913B-ms98-a-0002,1.908500,2.238500,movies,I,qw,u-1-2
sw2913B-ms98-a-0002,2.238500,2.368500,do,I,qw,u-1-2
sw2913B-ms98-a-0002,2.368500,2.518500,you,I,qw,u-1-2
sw2913B-ms98-a-0002,2.518500,2.978625,like,I,qw,u-1-2
sw2913B-ms98-a-0004,11.536875,11.971375,oh,B,sd,u-3-1
sw2913B-ms98-a-0004,11.971375,12.263375,now,I,sd,u-3-1
sw2913B-ms98-a-0004,12.263375,12.263375,i,I,sd,u-3-1
sw2913B-ms98-a-0004,12.263375,12.650750,love,I,sd,u-3-1
sw2913B-ms98-a-0004,12.650750,12.851250,i,I,sd,u-3-1
sw2913B-ms98-a-0004,12.851250,13.081250,like,I,sd,u-3-1
sw2913B-ms98-a-0004,13.081250,13.217250,the,I,sd,u-3-1
sw2913B-ms98-a-0004,13.217250,13.671250,turtles,I,sd,u-3-1
sw2913B-ms98-a-0004,13.671250,13.821250,my,B,sd,u-3-2
sw2913B-ms98-a-0004,13.821250,14.021250,little,I,sd,u-3-2
sw2913B-ms98-a-0004,14.021250,14.311250,boy's,I,sd,u-3-2
sw2913B-ms98-a-0004,14.311250,14.621250,four,I,sd,u-3-2
sw2913B-ms98-a-0004,14.621250,14.721250,and,B,sd,u-3-3
sw2913B-ms98-a-0004,14.721250,14.891250,he,I,sd,u-3-3
sw2913B-ms98-a-0004,14.891250,15.321250,loves,I,sd,u-3-3
sw2913B-ms98-a-0004,15.321250,15.483625,them_1,O,,
sw2913B-ms98-a-0006,18.600000,19.338500,[laughter-oh],O,,
sw2913B-ms98-a-0006,19.338500,19.548500,that's,B,ba,u-5-1
sw2913B-ms98-a-0006,19.548500,20.018500,okay,I,ba,u-5-1
sw2913B-ms98-a-0006,20.018500,21.447000,[laughter],O,,
sw2913B-ms98-a-0006,21.447000,21.678500,how,B,qw,u-5-2
sw2913B-ms98-a-0006,21.678500,21.778500,old,I,qw,u-5-2
sw2913B-ms98-a-0006,21.778500,21.908500,are,I,qw,u-5-2
sw2913B-ms98-a-0006,21.908500,22.183750,y'all,O,,
sw2913B-ms98-a-0008,24.172125,24.486250,oh,B,bf,u-7-1
sw2913B-ms98-a-0008,24.486250,24.716250,and,I,bf,u-7-1
sw2913B-ms98-a-0008,24.716250,24.796250,you,I,bf,u-7-1
sw2913B-ms98-a-0008,24.796250,25.336250,just,I,bf,u-7-1
sw2913B-ms98-a-0008,25.336250,25.526250,don't,I,bf,u-7-1
sw2913B-ms98-a-0008,25.526250,25.666250,have,I,bf,u-7-1
sw2913B-ms98-a-0008,25.666250,25.916250,any,I,bf,u-7-1
sw2913B-ms98-a-0008,25.916250,26.180500,yet,I,bf,u-7-1
sw2913B-ms98-a-0008,26.180500,26.708250,okay,B,bk,u-7-2
sw2913B-ms98-a-0008,27.314625,27.396250,well,B,sd,u-9-1
sw2913B-ms98-a-0008,27.396250,27.536250,i've,I,sd,u-9-1
sw2913B-ms98-a-0008,27.536250,27.806250,got,I,sd,u-9-1
sw2913B-ms98-a-0008,27.806250,28.225000,two,I,sd,u-9-1
sw2913B-ms98-a-0009,29.307000,29.453500,yeah,B,aa,u-11-1
sw2913B-ms98-a-0009,29.453500,29.668875,my,B,sd,u-11-2
sw2913B-ms98-a-0009,29.834500,30.003500,little,I,sd,u-11-2
sw2913B-ms98-a-0009,30.003500,30.213500,girl,I,sd,u-11-2
sw2913B-ms98-a-0009,30.213500,30.323500,is,I,sd,u-11-2
sw2913B-ms98-a-0009,30.323500,30.553500,three,I,sd,u-11-2
sw2913B-ms98-a-0009,30.553500,30.873500,months,I,sd,u-11-2
sw2913B-ms98-a-0009,30.873500,31.133500,old,I,sd,u-11-2
sw2913B-ms98-a-0009,31.133500,31.993500,and,B,sd,u-11-3
sw2913B-ms98-a-0009,31.993500,32.103500,my,I,sd,u-11-3
