sw4127B-ms98-a-0003,2.725375,3.422750,okay,B,o,u-2-1
sw4127B-ms98-a-0005,14.599000,15.078125,um-hum,B,b,u-4-1
sw4127B-ms98-a-0007,36.683500,37.044250,um-hum,B,b^r,u-6-1
sw4127B-ms98-a-0007,37.147750,37.303500,do,B,qy,u-6-2
sw4127B-ms98-a-0007,37.303500,37.383500,you,B,+,u-8-1
sw4127B-ms98-a-0007,37.383500,37.533500,use,I,+,u-8-1
sw4127B-ms98-a-0007,37.533500,37.613500,a,I,+,u-8-1
sw4127B-ms98-a-0007,37.613500,38.228500,computer,I,+,u-8-1
sw4127B-ms98-a-0009,41.905500,42.536875,oh,B,b,u-10-1
sw4127B-ms98-a-0010,43.740750,44.233375,uh-huh,B,b,u-12-1
sw4127B-ms98-a-0012,49.211750,49.351750,yeah,B,b,u-14-1
sw4127B-ms98-a-0012,49.351750,49.631750,mine,B,sd,u-14-2
sw4127B-ms98-a-0012,49.631750,49.791750,is,I,sd,u-14-2
sw4127B-ms98-a-0012,49.791750,50.001750,really,I,sd,u-14-2
sw4127B-ms98-a-0012,50.001750,50.407125,simple,I,sd,u-14-2
sw4127B-ms98-a-0012,50.407125,50.998500,because,I,sd,u-14-2
sw4127B-ms98-a-0012,50.998500,51.201750,i,I,sd,u-14-2
sw4127B-ms98-a-0012,51.201750,51.421750,got,I,sd,u-14-2
sw4127B-ms98-a-0012,51.421750,51.611750,all,I,sd,u-14-2
sw4127B-ms98-a-0012,51.611750,51.741750,our,I,sd,u-14-2
sw4127B-ms98-a-0012,51.741750,52.151750,bills,I,sd,u-14-2
sw4127B-ms98-a-0012,52.151750,52.511750,paid,I,sd,u-14-2
sw4127B-ms98-a-0012,52.511750,53.138000,off,I,sd,u-14-2
sw4127B-ms98-a-0013,53.685750,54.125750,when,I,sd,u-14-2
sw4127B-ms98-a-0013,54.125750,54.425750,um,I,sd,u-14-2
sw4127B-ms98-a-0013,54.425750,54.585750,he,I,sd,u-14-2
sw4127B-ms98-a-0013,54.585750,54.755750,was,I,sd,u-14-2
sw4127B-ms98-a-0013,54.755750,54.815750,a,I,sd,u-14-2
sw4127B-ms98-a-0013,54.815750,55.105750,Marine,I,sd,u-14-2
sw4127B-ms98-a-0013,55.105750,55.165750,he,B,sd,u-14-3
sw4127B-ms98-a-0013,55.165750,55.345750,went,I,sd,u-14-3
sw4127B-ms98-a-0013,55.345750,55.415750,to,I,sd,u-14-3
sw4127B-ms98-a-0013,55.415750,55.705750,Saudi,I,sd,u-14-3
sw4127B-ms98-a-0013,55.705750,56.285750,Arabia,I,sd,u-14-3
sw4127B-ms98-a-0013,56.285750,56.595750,and,B,sd,u-14-4
sw4127B-ms98-a-0013,57.205750,57.335750,while,I,sd,u-14-4
sw4127B-ms98-a-0013,57.335750,57.445750,he,I,sd,u-14-4
sw4127B-ms98-a-0013,57.445750,57.635750,was,I,sd,u-14-4
sw4127B-ms98-a-0013,57.635750,58.255750,gone,I,sd,u-14-4
sw4127B-ms98-a-0014,58.654000,58.794000,i,I,sd,u-14-4
sw4127B-ms98-a-0014,58.794000,59.084000,got,I,sd,u-14-4
sw4127B-ms98-a-0014,59.084000,59.254000,all,I,sd,u-14-4
sw4127B-ms98-a-0014,59.254000,59.384000,of,I,sd,u-14-4
sw4127B-ms98-a-0014,59.384000,59.514000,our,I,sd,u-14-4
sw4127B-ms98-a-0014,59.514000,59.804000,bills,I,sd,u-14-4
sw4127B-ms98-a-0014,59.804000,60.060750,paid,I,sd,u-14-4
sw4127B-ms98-a-0014,60.060750,60.612125,off,I,sd,u-14-4
sw4127B-ms98-a-0014,60.890875,61.184000,so,B,sd,u-14-5
sw4127B-ms98-a-0014,61.184000,61.474000,really,I,sd,u-14-5
sw4127B-ms98-a-0014,61.474000,61.544000,the,I,sd,u-14-5
sw4127B-ms98-a-0014,61.544000,61.784000,only,I,sd,u-14-5
sw4127B-ms98-a-0014,61.784000,62.034000,bills,I,sd,u-14-5
sw4127B-ms98-a-0014,62.034000,62.134000,i,I,sd,u-14-5
sw4127B-ms98-a-0014,62.134000,62.534000,have,I,sd,u-14-5
