sw2079B-ms98-a-0002,4.159000,4.509625,okay,B,na,u-2-1
sw2079B-ms98-a-0002,4.650875,4.910250,we,B,sd,u-2-2
sw2079B-ms98-a-0002,4.910250,5.149875,um,I,sd,u-2-2
sw2079B-ms98-a-0002,6.387125,6.510250,i'm,I,sd,u-2-2
sw2079B-ms98-a-0002,6.510250,6.930250,presently,I,sd,u-2-2
sw2079B-ms98-a-0002,6.930250,7.080250,living,I,sd,u-2-2
sw2079B-ms98-a-0002,7.080250,7.150250,in,I,sd,u-2-2
sw2079B-ms98-a-0002,7.150250,7.210250,a,I,sd,u-2-2
sw2079B-ms98-a-0002,7.210250,7.724125,house,I,sd,u-2-2
sw2079B-ms98-a-0002,7.724125,7.920250,uh,I,sd,u-2-2
sw2079B-ms98-a-0002,7.920250,8.280250,first,B,sd,u-2-3
sw2079B-ms98-a-0002,8.280250,8.602125,time,I,sd,u-2-3
sw2079B-ms98-a-0002,8.952250,9.330125,uh,I,sd,u-2-3
sw2079B-ms98-a-0003,10.151875,10.247125,we,B,sd,u-2-4
sw2079B-ms98-a-0003,10.247125,10.377125,had,I,sd,u-2-4
sw2079B-ms98-a-0003,10.377125,10.437125,the,I,sd,u-2-4
sw2079B-ms98-a-0003,10.437125,10.677125,house,I,sd,u-2-4
sw2079B-ms98-a-0003,10.677125,10.976750,built,I,sd,u-2-4
sw2079B-ms98-a-0003,11.108625,11.357125,and,B,sd,u-2-5
sw2079B-ms98-a-0003,11.357125,11.517125,so,I,sd,u-2-5
sw2079B-ms98-a-0003,11.517125,11.657125,this,I,sd,u-2-5
sw2079B-ms98-a-0003,11.657125,11.777125,is,I,sd,u-2-5
sw2079B-ms98-a-0003,11.777125,12.048250,our,I,sd,u-2-5
sw2079B-ms98-a-0003,12.439875,12.617125,our,I,sd,u-2-5
sw2079B-ms98-a-0003,12.617125,12.947125,fifth,I,sd,u-2-5
sw2079B-ms98-a-0003,12.947125,13.157125,year,I,sd,u-2-5
sw2079B-ms98-a-0003,13.157125,13.277125,in,I,sd,u-2-5
sw2079B-ms98-a-0003,13.277125,13.357125,it,I,sd,u-2-5
sw2079B-ms98-a-0003,13.357125,13.427125,i,I,sd,u-2-5
sw2079B-ms98-a-0003,13.427125,13.827125,guess,I,sd,u-2-5
sw2079B-ms98-a-0003,13.827125,14.027125,and,B,sd,u-2-6
sw2079B-ms98-a-0003,14.027125,14.203375,uh,I,sd,u-2-6
sw2079B-ms98-a-0004,15.248750,15.694375,um,I,sd,u-2-6
