sw2800B-ms98-a-0003,6.480750,6.880750,uh-huh,B,b,u-2-1
sw2800B-ms98-a-0005,12.384375,12.754375,uh-huh,B,b,u-4-1
sw2800B-ms98-a-0007,18.846125,19.234375,uh-huh,B,b,u-6-1
sw2800B-ms98-a-0009,23.740500,25.481750,[laughter],O,,
sw2800B-ms98-a-0010,27.404625,27.854625,yeah,B,b,u-10-1
sw2800B-ms98-a-0012,33.294875,33.644875,oh,B,ba,u-12-1
sw2800B-ms98-a-0012,33.644875,33.964875,tell,I,ba,u-12-1
sw2800B-ms98-a-0012,33.964875,34.104875,me,I,ba,u-12-1
sw2800B-ms98-a-0012,34.104875,34.445875,about,I,ba,u-12-1
sw2800B-ms98-a-0012,34.445875,34.541625,it,I,ba,u-12-1
sw2800B-ms98-a-0012,34.541625,34.644875,[laughter],O,,
sw2800B-ms98-a-0013,34.744250,35.113875,[laughter],O,,
sw2800B-ms98-a-0014,38.381375,38.845375,uh-huh,B,b,u-14-1
sw2800B-ms98-a-0016,40.709750,41.303875,uh-huh,B,b,u-16-1
sw2800B-ms98-a-0018,50.100250,51.106750,[laughter],O,,
sw2800B-ms98-a-0019,51.508875,51.758875,yeah,B,aa,u-18-1
sw2800B-ms98-a-0019,51.758875,51.848875,they,B,sv,u-18-2
sw2800B-ms98-a-0019,51.848875,52.108875,add,I,sv,u-18-2
sw2800B-ms98-a-0019,52.108875,52.308875,up,I,sv,u-18-2
sw2800B-ms98-a-0019,52.308875,52.838875,quick,I,sv,u-18-2
sw2800B-ms98-a-0020,52.942625,53.619750,[laughter],O,,
sw2800B-ms98-a-0022,56.922125,57.347375,uh-huh,B,b,u-20-1
sw2800B-ms98-a-0024,59.424750,59.877750,uh-huh,B,b,u-22-1
sw2800B-ms98-a-0026,61.904125,62.314125,yeah,B,b,u-24-1
sw2800B-ms98-a-0028,67.916750,69.457125,[laughter],O,,
sw2800B-ms98-a-0030,74.718875,75.078875,yeah,B,aa,u-28-1
sw2800B-ms98-a-0030,75.078875,75.288875,we,B,sd,u-28-2
sw2800B-ms98-a-0030,75.288875,75.488875,like,I,sd,u-28-2
sw2800B-ms98-a-0030,75.488875,75.558875,to,I,sd,u-28-2
sw2800B-ms98-a-0030,75.558875,75.818875,keep,I,sd,u-28-2
sw2800B-ms98-a-0030,75.818875,75.978875,one,I,sd,u-28-2
sw2800B-ms98-a-0030,75.978875,76.158875,on,I,sd,u-28-2
sw2800B-ms98-a-0030,76.158875,76.498875,hand,I,sd,u-28-2
sw2800B-ms98-a-0030,76.498875,76.718875,just,I,sd,u-28-2
sw2800B-ms98-a-0030,76.718875,76.848875,for,I,sd,u-28-2
sw2800B-ms98-a-0030,76.848875,77.648875,emergencies,I,sd,u-28-2
sw2800B-ms98-a-0030,77.648875,77.728875,you,I,sd,u-28-2
sw2800B-ms98-a-0030,77.728875,78.077250,know,I,sd,u-28-2
sw2800B-ms98-a-0031,78.880750,79.338875,but,B,%,u-28-3
sw2800B-ms98-a-0033,85.609125,86.079125,uh-huh,B,b,u-30-1
sw2800B-ms98-a-0035,88.698625,89.108625,yeah,B,b,u-32-1
sw2800B-ms98-a-0036,91.827875,93.257875,[laughter],O,,
sw2800B-ms98-a-0037,96.163750,96.353750,we,B,sd,u-34-1
sw2800B-ms98-a-0037,96.353750,96.643750,just,I,sd,u-34-1
sw2800B-ms98-a-0037,96.963750,97.313750,uh,I,sd,u-34-1
sw2800B-ms98-a-0037,97.493750,97.723750,quit,I,sd,u-34-1
sw2800B-ms98-a-0037,97.723750,98.093750,using,I,sd,u-34-1
sw2800B-ms98-a-0037,98.093750,98.328875,them,I,sd,u-34-1
sw2800B-ms98-a-0037,98.453125,99.053750,[laughter],O,,
sw2800B-ms98-a-0037,99.053750,99.203750,and,B,sd,u-36-1
sw2800B-ms98-a-0037,99.203750,99.323750,they,I,sd,u-36-1
sw2800B-ms98-a-0037,99.323750,99.513750,got,I,sd,u-36-1
sw2800B-ms98-a-0037,99.513750,99.643750,us,I,sd,u-36-1
sw2800B-ms98-a-0037,99.643750,99.743750,in,I,sd,u-36-1
sw2800B-ms98-a-0037,99.743750,100.113750,trouble,I,sd,u-36-1
sw2800B-ms98-a-0037,100.113750,100.223750,we,B,sd,u-36-2
sw2800B-ms98-a-0037,100.223750,100.453750,took,I,sd,u-36-2
sw2800B-ms98-a-0037,100.453750,100.523750,a,I,sd,u-36-2
sw2800B-ms98-a-0037,100.523750,100.803750,loan,I,sd,u-36-2
sw2800B-ms98-a-0037,100.803750,100.913750,and,I,sd,u-36-2
sw2800B-ms98-a-0037,100.913750,101.093750,paid,I,sd,u-36-2
sw2800B-ms98-a-0037,101.093750,101.223750,them,I,sd,u-36-2
sw2800B-ms98-a-0037,101.223750,101.453750,all,I,sd,u-36-2
sw2800B-ms98-a-0037,101.453750,101.922250,off,I,sd,u-36-2
sw2800B-ms98-a-0038,102.536250,102.676250,we,B,sd,u-36-3
sw2800B-ms98-a-0038,102.676250,102.936250,keep,I,sd,u-36-3
sw2800B-ms98-a-0038,102.936250,103.236250,them,I,sd,u-36-3
sw2800B-ms98-a-0038,103.236250,103.636250,uh,I,sd,u-36-3
sw2800B-ms98-a-0038,103.636250,103.786250,we,I,sd,u-36-3
sw2800B-ms98-a-0038,103.786250,104.086250,keep,I,sd,u-36-3
sw2800B-ms98-a-0038,104.086250,104.354875,uh,I,sd,u-36-3
sw2800B-ms98-a-0038,104.720250,104.956250,one,I,sd,u-36-3
sw2800B-ms98-a-0038,104.956250,105.276250,gas,I,sd,u-36-3
sw2800B-ms98-a-0038,105.276250,105.646250,card,I,sd,u-36-3
sw2800B-ms98-a-0038,105.646250,105.756250,and,I,sd,u-36-3
sw2800B-ms98-a-0038,105.756250,106.172625,uh,I,sd,u-36-3
sw2800B-ms98-a-0038,106.458875,106.676250,and,I,sd,u-36-3
sw2800B-ms98-a-0038,106.676250,106.972625,uh,I,sd,u-36-3
sw2800B-ms98-a-0038,107.232500,107.716250,Visa,I,sd,u-36-3
sw2800B-ms98-a-0038,107.716250,108.026250,just,I,sd,u-36-3
sw2800B-ms98-a-0038,108.026250,108.146250,you,I,sd,u-36-3
sw2800B-ms98-a-0038,108.146250,108.356250,know,I,sd,u-36-3
sw2800B-ms98-a-0038,108.356250,108.416250,in,I,sd,u-36-3
sw2800B-ms98-a-0038,108.416250,108.666250,case,I,sd,u-36-3
sw2800B-ms98-a-0038,108.666250,108.836250,there's,I,sd,u-36-3
sw2800B-ms98-a-0038,108.836250,108.896250,an,I,sd,u-36-3
sw2800B-ms98-a-0038,108.896250,109.546250,emergency,I,sd,u-36-3
sw2800B-ms98-a-0038,109.546250,109.676250,or,I,sd,u-36-3
sw2800B-ms98-a-0038,109.676250,110.086250,something,B,+,u-38-1
sw2800B-ms98-a-0038,110.086250,110.176250,but,B,sd,u-38-2
sw2800B-ms98-a-0038,110.176250,110.316250,other,I,sd,u-38-2
sw2800B-ms98-a-0038,110.316250,110.486250,than,I,sd,u-38-2
sw2800B-ms98-a-0038,110.486250,110.716250,that,I,sd,u-38-2
sw2800B-ms98-a-0038,110.716250,110.836250,we,I,sd,u-38-2
sw2800B-ms98-a-0038,110.836250,111.016250,don't,I,sd,u-38-2
sw2800B-ms98-a-0038,111.016250,111.196250,use,I,sd,u-38-2
sw2800B-ms98-a-0038,111.196250,111.336250,them,I,sd,u-38-2
sw2800B-ms98-a-0038,111.336250,111.846250,anymore,I,sd,u-38-2
sw2800B-ms98-a-0038,111.846250,112.508250,[laughter],O,,
sw2800B-ms98-a-0039,114.624125,115.076875,uh-huh,B,b,u-40-1
sw2800B-ms98-a-0041,120.192125,120.690250,uh-huh,B,b,u-42-1
sw2800B-ms98-a-0043,125.354250,125.721500,um-hum,B,b,u-44-1
sw2800B-ms98-a-0045,130.261000,130.814875,[laughter],O,,
sw2800B-ms98-a-0045,130.814875,130.984375,i,B,aa,u-46-1
sw2800B-ms98-a-0045,130.984375,131.187875,know,I,aa,u-46-1
sw2800B-ms98-a-0045,131.187875,131.427875,isn't,B,bh,u-46-2
sw2800B-ms98-a-0045,131.427875,131.587875,that,I,bh,u-46-2
sw2800B-ms98-a-0045,131.587875,132.007875,funny,I,bh,u-46-2
sw2800B-ms98-a-0045,132.007875,132.826750,[laughter],O,,
sw2800B-ms98-a-0047,136.739250,137.087125,[laughter],O,,
sw2800B-ms98-a-0049,140.196625,140.648250,yeah,B,b,u-52-1
sw2800B-ms98-a-0050,141.382875,141.491125,ye[ah]-,O,,
sw2800B-ms98-a-0050,141.724250,142.021375,yeah,B,aa,u-54-1
sw2800B-ms98-a-0050,142.021375,142.151375,and,B,sd,u-54-2
sw2800B-ms98-a-0050,142.151375,142.291375,then,I,sd,u-54-2
sw2800B-ms98-a-0050,142.291375,142.501375,some,I,sd,u-54-2
sw2800B-ms98-a-0050,142.501375,142.561375,of,I,sd,u-54-2
sw2800B-ms98-a-0050,142.561375,142.681375,them,I,sd,u-54-2
sw2800B-ms98-a-0050,142.681375,142.871375,add,I,sd,u-54-2
sw2800B-ms98-a-0050,142.871375,143.151375,late,I,sd,u-54-2
sw2800B-ms98-a-0050,143.151375,143.511375,fees,I,sd,u-54-2
sw2800B-ms98-a-0050,143.511375,143.761375,on,I,sd,u-54-2
sw2800B-ms98-a-0050,143.761375,143.941375,it,I,sd,u-54-2
sw2800B-ms98-a-0050,143.941375,144.071375,and,O,,
sw2800B-ms98-a-0050,144.071375,144.201375,say,O,,
sw2800B-ms98-a-0050,144.201375,144.261375,they,B,+,u-56-1
sw2800B-ms98-a-0050,144.261375,144.441375,don't,I,+,u-56-1
sw2800B-ms98-a-0050,144.441375,144.631375,get,I,+,u-56-1
sw2800B-ms98-a-0050,144.631375,145.101375,paid,I,+,u-56-1
sw2800B-ms98-a-0050,145.101375,145.291375,and,B,%,u-56-2
sw2800B-ms98-a-0052,147.957250,148.355750,um-hum,B,b,u-58-1
sw2800B-ms98-a-0053,149.185625,149.505625,huh,I,b,u-58-1
sw2800B-ms98-a-0055,152.760750,153.085125,huh,B,b,u-60-1
sw2800B-ms98-a-0057,155.114375,155.272250,uh,B,b,u-64-1
sw2800B-ms98-a-0057,155.451500,155.720000,uh,O,,
sw2800B-ms98-a-0059,159.744125,159.894375,oh,B,bh,u-66-1
sw2800B-ms98-a-0059,159.894375,160.224125,really,I,bh,u-66-1
sw2800B-ms98-a-0061,162.143375,163.185750,[laughter],O,,
sw2800B-ms98-a-0063,165.087125,166.412625,[laughter],O,,
sw2800B-ms98-a-0065,169.238625,169.528625,oh,B,b,u-72-1
sw2800B-ms98-a-0065,169.528625,169.958625,yeah,I,b,u-72-1
sw2800B-ms98-a-0066,170.768875,171.212500,yeah,B,b,u-74-1
sw2800B-ms98-a-0068,173.837000,174.227000,uh-huh,B,b,u-76-1
sw2800B-ms98-a-0070,177.065375,178.062000,[laughter],O,,
sw2800B-ms98-a-0071,179.171000,179.331000,can,B,+@,u-80-1
sw2800B-ms98-a-0071,179.331000,179.411000,you,I,+@,u-80-1
sw2800B-ms98-a-0071,179.411000,179.581000,use,I,+@,u-80-1
sw2800B-ms98-a-0071,179.581000,179.741000,that,I,+@,u-80-1
sw2800B-ms98-a-0071,179.741000,179.911000,one,I,+@,u-80-1
sw2800B-ms98-a-0071,179.911000,180.041000,for,I,+@,u-80-1
sw2800B-ms98-a-0071,180.041000,180.451000,personal,I,+@,u-80-1
sw2800B-ms98-a-0071,180.451000,180.801000,use,I,+@,u-80-1
sw2800B-ms98-a-0072,181.281250,181.391250,oh,B,br,u-82-1
sw2800B-ms98-a-0072,181.391250,181.511250,you,I,br,u-82-1
sw2800B-ms98-a-0072,181.511250,181.821250,can,I,br,u-82-1
sw2800B-ms98-a-0074,183.127375,183.509250,uh-huh,B,b,u-84-1
sw2800B-ms98-a-0075,183.950250,184.270250,oh,B,bk,u-86-1
sw2800B-ms98-a-0075,184.270250,184.360250,i,I,bk,u-86-1
sw2800B-ms98-a-0075,184.360250,184.724000,see,I,bk,u-86-1
sw2800B-ms98-a-0075,184.992625,185.311500,huh,I,bk,u-86-1
sw2800B-ms98-a-0077,189.937250,190.360000,um-hum,B,b,u-88-1
sw2800B-ms98-a-0079,193.564125,193.975875,um-hum,B,b,u-90-1
sw2800B-ms98-a-0080,195.101125,195.447750,yeah,B,b,u-92-1
sw2800B-ms98-a-0082,203.585625,203.985625,yeah,B,b,u-94-1
sw2800B-ms98-a-0083,204.966250,206.698000,[laughter],O,,
sw2800B-ms98-a-0085,212.163250,212.549750,uh-huh,B,b,u-98-1
sw2800B-ms98-a-0087,223.340125,223.540125,oh,B,aa,u-100-1
sw2800B-ms98-a-0087,223.540125,223.630125,i,I,aa,u-100-1
sw2800B-ms98-a-0087,223.630125,223.750125,do,I,aa,u-100-1
sw2800B-ms98-a-0087,223.750125,224.000125,too,I,aa,u-100-1
sw2800B-ms98-a-0087,224.000125,224.070125,i,B,sd,u-100-2
sw2800B-ms98-a-0087,224.070125,224.310125,don't,I,sd,u-100-2
sw2800B-ms98-a-0087,224.310125,224.500125,even,I,sd,u-100-2
sw2800B-ms98-a-0087,224.500125,224.770125,open,I,sd,u-100-2
sw2800B-ms98-a-0087,224.770125,224.900125,them,I,sd,u-100-2
sw2800B-ms98-a-0087,224.900125,225.170125,much,I,sd,u-100-2
sw2800B-ms98-a-0087,225.170125,225.200125,i,B,sd,u-100-3
sw2800B-ms98-a-0087,225.200125,225.380125,throw,I,sd,u-100-3
sw2800B-ms98-a-0087,225.380125,225.560125,them,I,sd,u-100-3
sw2800B-ms98-a-0087,225.560125,225.820125,out,I,sd,u-100-3
sw2800B-ms98-a-0088,226.799500,227.549625,[laughter],O,,
sw2800B-ms98-a-0089,230.693500,231.073500,uh-huh,B,b,u-102-1
sw2800B-ms98-a-0091,234.980750,235.060750,a,B,sd,u-104-1
sw2800B-ms98-a-0091,235.060750,235.520750,girlfriend,I,sd,u-104-1
sw2800B-ms98-a-0091,235.520750,235.580750,of,I,sd,u-104-1
sw2800B-ms98-a-0091,235.580750,235.870750,mine,I,sd,u-104-1
sw2800B-ms98-a-0091,235.870750,236.270750,found,I,sd,u-104-1
sw2800B-ms98-a-0091,236.270750,236.519875,uh,O,,
sw2800B-ms98-a-0091,236.519875,236.681875,uh,O,,
sw2800B-ms98-a-0091,236.681875,236.807250,it,B,sd,u-104-2
sw2800B-ms98-a-0091,236.807250,236.970750,was,I,sd,u-104-2
sw2800B-ms98-a-0091,236.970750,237.050750,a,I,sd,u-104-2
sw2800B-ms98-a-0091,237.050750,237.440750,Visa,I,sd,u-104-2
sw2800B-ms98-a-0091,237.440750,237.560750,or,I,sd,u-104-2
sw2800B-ms98-a-0091,237.560750,238.469000,MasterCard,I,sd,u-104-2
sw2800B-ms98-a-0091,238.830750,238.990750,she,B,sd,u-104-3
sw2800B-ms98-a-0091,238.990750,239.350750,found,I,sd,u-104-3
sw2800B-ms98-a-0091,239.350750,239.410750,the,I,sd,u-104-3
sw2800B-ms98-a-0091,239.410750,239.750750,ad,I,sd,u-104-3
sw2800B-ms98-a-0091,239.750750,239.910750,for,I,sd,u-104-3
sw2800B-ms98-a-0091,239.910750,240.220750,one,I,sd,u-104-3
sw2800B-ms98-a-0091,240.220750,240.390750,in,I,sd,u-104-3
sw2800B-ms98-a-0091,240.390750,240.570750,like,I,sd,u-104-3
sw2800B-ms98-a-0091,240.570750,240.670750,a,I,sd,u-104-3
sw2800B-ms98-a-0091,240.670750,240.880750,Good,I,sd,u-104-3
sw2800B-ms98-a-0091,240.880750,241.076625,Hou[sekeeping]-,I,sd,u-104-3
sw2800B-ms98-a-0091,241.076625,241.750750,Housekeeping,I,sd,u-104-3
sw2800B-ms98-a-0091,241.750750,242.310750,magazine,I,sd,u-104-3
sw2800B-ms98-a-0091,242.310750,242.430750,for,I,sd,u-104-3
sw2800B-ms98-a-0091,242.430750,242.800750,eleven,I,sd,u-104-3
sw2800B-ms98-a-0091,242.800750,243.581250,percent,I,sd,u-104-3
sw2800B-ms98-a-0092,244.966750,245.216375,so,O,,
sw2800B-ms98-a-0092,245.216375,245.316375,i,O,,
sw2800B-ms98-a-0092,245.316375,245.546375,said,O,,
sw2800B-ms98-a-0092,245.546375,245.906375,shoot,B,sd,u-106-1
sw2800B-ms98-a-0092,245.906375,246.006375,i,I,sd,u-106-1
sw2800B-ms98-a-0092,246.006375,246.216375,need,I,sd,u-106-1
sw2800B-ms98-a-0092,246.216375,246.386375,one,I,sd,u-106-1
sw2800B-ms98-a-0092,246.386375,246.456000,of,I,sd,u-106-1
sw2800B-ms98-a-0092,246.456000,247.013500,[laughter-those],O,,
sw2800B-ms98-a-0094,251.169750,251.604625,uh-huh,B,b,u-108-1
sw2800B-ms98-a-0096,256.032625,256.392625,uh-huh,B,b,u-110-1
sw2800B-ms98-a-0098,258.185375,258.638250,um-hum,B,b,u-112-1
sw2800B-ms98-a-0100,263.811750,263.981750,why,B,qw,u-114-1
sw2800B-ms98-a-0100,263.981750,264.131750,do,I,qw,u-114-1
sw2800B-ms98-a-0100,264.131750,264.281750,they,I,qw,u-114-1
sw2800B-ms98-a-0100,264.281750,264.531750,do,I,qw,u-114-1
sw2800B-ms98-a-0100,264.531750,264.946875,that,I,qw,u-114-1
sw2800B-ms98-a-0102,267.161750,267.290625,i,B,sv,u-116-1
sw2800B-ms98-a-0102,267.290625,267.461750,mean,I,sv,u-116-1
sw2800B-ms98-a-0103,268.071250,268.161250,i,B,+,u-118-1
sw2800B-ms98-a-0103,268.161250,268.361250,mean,I,+,u-118-1
sw2800B-ms98-a-0103,268.361250,268.481250,they,I,+,u-118-1
