sw3847B-ms98-a-0002,1.085500,1.515500,okay,B,b,u-2-1
sw3847B-ms98-a-0004,7.201875,7.484375,uh,B,nn,u-4-1
sw3847B-ms98-a-0004,7.484375,7.774375,no,I,nn,u-4-1
sw3847B-ms98-a-0004,7.774375,8.004375,we've,B,sd^e,u-4-2
sw3847B-ms98-a-0004,8.004375,8.234375,been,I,sd^e,u-4-2
sw3847B-ms98-a-0004,8.234375,8.614375,doing,I,sd^e,u-4-2
sw3847B-ms98-a-0004,8.614375,8.794375,it,I,sd^e,u-4-2
sw3847B-ms98-a-0004,8.794375,9.344375,ourselves,I,sd^e,u-4-2
sw3847B-ms98-a-0004,9.344375,9.524375,for,I,sd^e,u-4-2
sw3847B-ms98-a-0004,9.524375,9.900875,most,I,sd^e,u-4-2
sw3847B-ms98-a-0004,9.900875,9.976750,of,I,sd^e,u-4-2
sw3847B-ms98-a-0004,9.976750,10.086000,the,I,sd^e,u-4-2
sw3847B-ms98-a-0004,10.086000,10.569250,time,I,sd^e,u-4-2
sw3847B-ms98-a-0004,10.855875,11.206125,uh,I,sd^e,u-4-2
sw3847B-ms98-a-0004,11.206125,11.574375,find,I,sd^e,u-4-2
sw3847B-ms98-a-0004,11.574375,11.684375,that,I,sd^e,u-4-2
sw3847B-ms98-a-0004,11.684375,11.974375,it's,I,sd^e,u-4-2
sw3847B-ms98-a-0005,12.879000,13.264875,really,I,sd^e,u-4-2
sw3847B-ms98-a-0005,13.264875,13.354875,a,I,sd^e,u-4-2
sw3847B-ms98-a-0005,13.354875,13.594875,little,I,sd^e,u-4-2
sw3847B-ms98-a-0005,13.594875,13.744875,more,I,sd^e,u-4-2
sw3847B-ms98-a-0005,13.744875,14.504875,economical,I,sd^e,u-4-2
sw3847B-ms98-a-0005,14.504875,14.634875,and,B,sd,u-4-3
sw3847B-ms98-a-0005,14.634875,14.771125,we,I,sd,u-4-3
sw3847B-ms98-a-0005,14.771125,15.324750,have,I,sd,u-4-3
sw3847B-ms98-a-0005,15.324750,15.494875,or,I,sd,u-4-3
sw3847B-ms98-a-0005,15.494875,15.628250,i,I,sd,u-4-3
sw3847B-ms98-a-0005,15.628250,16.109125,found,I,sd,u-4-3
sw3847B-ms98-a-0005,16.109125,16.237250,that,I,sd,u-4-3
sw3847B-ms98-a-0005,16.237250,16.354875,i,I,sd,u-4-3
sw3847B-ms98-a-0005,16.354875,16.624875,have,I,sd,u-4-3
sw3847B-ms98-a-0005,16.624875,16.704875,the,I,sd,u-4-3
sw3847B-ms98-a-0005,16.704875,17.094875,time,I,sd,u-4-3
sw3847B-ms98-a-0005,17.094875,17.214875,and,B,sd,u-4-4
sw3847B-ms98-a-0005,17.214875,17.314875,i,I,sd,u-4-4
sw3847B-ms98-a-0005,17.314875,17.564875,kind,I,sd,u-4-4
sw3847B-ms98-a-0005,17.564875,17.664875,of,I,sd,u-4-4
sw3847B-ms98-a-0005,17.664875,18.114875,enjoyed,I,sd,u-4-4
sw3847B-ms98-a-0005,18.114875,18.284875,it,I,sd,u-4-4
sw3847B-ms98-a-0005,18.284875,18.554875,over,I,sd,u-4-4
sw3847B-ms98-a-0005,18.554875,18.954875,here,I,sd,u-4-4
sw3847B-ms98-a-0005,18.954875,19.064875,in,I,sd,u-4-4
sw3847B-ms98-a-0005,19.064875,19.514875,Texas,I,sd,u-4-4
sw3847B-ms98-a-0005,19.514875,19.697125,i,B,sd,u-4-5
sw3847B-ms98-a-0005,20.152875,20.384875,used,I,sd,u-4-5
sw3847B-ms98-a-0005,20.384875,20.494875,to,I,sd,u-4-5
sw3847B-ms98-a-0005,20.494875,20.634875,live,I,sd,u-4-5
sw3847B-ms98-a-0005,20.634875,20.734875,in,I,sd,u-4-5
sw3847B-ms98-a-0005,20.734875,21.274875,Arizona,I,sd,u-4-5
sw3847B-ms98-a-0005,21.274875,21.394875,and,B,sd,u-4-6
sw3847B-ms98-a-0005,21.394875,21.454875,it,I,sd,u-4-6
sw3847B-ms98-a-0005,21.454875,21.594875,was,I,sd,u-4-6
sw3847B-ms98-a-0005,21.594875,21.804875,very,I,sd,u-4-6
sw3847B-ms98-a-0005,21.804875,22.181125,conf[using]-,I,sd,u-4-6
sw3847B-ms98-a-0005,22.493750,22.694875,very,I,sd,u-4-6
sw3847B-ms98-a-0005,22.694875,23.394875,frustrating,I,sd,u-4-6
sw3847B-ms98-a-0005,23.394875,23.604875,because_1,I,sd,u-4-6
sw3847B-ms98-a-0005,23.604875,23.654875,i,I,sd,u-4-6
sw3847B-ms98-a-0005,23.654875,23.904875,didn't,I,sd,u-4-6
sw3847B-ms98-a-0005,23.904875,24.224875,have,I,sd,u-4-6
sw3847B-ms98-a-0005,24.224875,24.448625,the,I,sd,u-4-6
sw3847B-ms98-a-0006,25.155250,25.665250,watering,I,sd,u-4-6
sw3847B-ms98-a-0006,25.665250,26.235250,system,I,sd,u-4-6
sw3847B-ms98-a-0006,26.235250,26.565250,and,B,sd,u-4-7
sw3847B-ms98-a-0006,26.565250,26.665250,it,I,sd,u-4-7
sw3847B-ms98-a-0006,26.665250,27.035250,was,I,sd,u-4-7
sw3847B-ms98-a-0006,27.035250,27.095250,it,I,sd,u-4-7
sw3847B-ms98-a-0006,27.095250,27.205250,was,I,sd,u-4-7
sw3847B-ms98-a-0006,27.205250,27.465250,just,I,sd,u-4-7
sw3847B-ms98-a-0006,27.465250,27.585250,too,I,sd,u-4-7
sw3847B-ms98-a-0006,27.585250,27.905250,much,I,sd,u-4-7
sw3847B-ms98-a-0006,27.905250,28.235250,work,I,sd,u-4-7
sw3847B-ms98-a-0006,28.235250,28.395250,and,B,+,u-6-1
sw3847B-ms98-a-0006,28.395250,28.625250,not,I,+,u-6-1
sw3847B-ms98-a-0006,28.625250,28.965250,enough,I,+,u-6-1
sw3847B-ms98-a-0006,28.965250,29.685250,enjoyment,I,+,u-6-1
sw3847B-ms98-a-0006,29.685250,30.025250,but,B,sd,u-8-1
sw3847B-ms98-a-0006,30.025250,30.265250,over,I,sd,u-8-1
sw3847B-ms98-a-0006,30.265250,30.565250,here,I,sd,u-8-1
sw3847B-ms98-a-0006,30.565250,30.695250,we,I,sd,u-8-1
sw3847B-ms98-a-0006,30.695250,30.845250,get,I,sd,u-8-1
sw3847B-ms98-a-0006,30.845250,31.115250,enough,I,sd,u-8-1
sw3847B-ms98-a-0006,31.115250,31.535250,water,I,sd,u-8-1
sw3847B-ms98-a-0006,31.535250,32.005250,automa[tically]-,I,sd,u-8-1
sw3847B-ms98-a-0006,32.005250,32.095250,you,I,sd,u-8-1
sw3847B-ms98-a-0006,32.095250,32.195250,know,I,sd,u-8-1
sw3847B-ms98-a-0006,32.195250,32.925250,naturally,I,sd,u-8-1
sw3847B-ms98-a-0006,32.925250,33.095250,as,I,sd,u-8-1
sw3847B-ms98-a-0006,33.095250,33.270625,well,I,sd,u-8-1
sw3847B-ms98-a-0006,33.270625,33.450000,as,I,sd,u-8-1
sw3847B-ms98-a-0006,33.450000,33.705125,have,I,sd,u-8-1
sw3847B-ms98-a-0006,33.705125,33.855875,the,I,sd,u-8-1
sw3847B-ms98-a-0006,33.855875,34.275250,automatic,I,sd,u-8-1
sw3847B-ms98-a-0006,34.275250,34.975250,sprinklers,I,sd,u-8-1
sw3847B-ms98-a-0006,34.975250,35.125250,and,B,sd,u-8-2
sw3847B-ms98-a-0006,35.125250,36.215250,so,B,+,u-10-1
sw3847B-ms98-a-0006,36.215250,36.385250,it's,I,+,u-10-1
sw3847B-ms98-a-0006,36.385250,36.455250,a,I,+,u-10-1
sw3847B-ms98-a-0006,36.455250,36.775250,lot,I,+,u-10-1
sw3847B-ms98-a-0006,36.775250,36.955250,more,I,+,u-10-1
sw3847B-ms98-a-0006,36.955250,37.655250,rewarding,I,+,u-10-1
sw3847B-ms98-a-0006,37.655250,38.068750,[laughter],O,,
sw3847B-ms98-a-0007,39.131500,39.581500,so,B,%,u-12-1
sw3847B-ms98-a-0009,49.317750,49.767750,oh,B,aa,u-14-1
sw3847B-ms98-a-0009,49.767750,50.447750,[laughter],I,aa,u-14-1
sw3847B-ms98-a-0009,50.447750,50.727750,that's,I,aa,u-14-1
sw3847B-ms98-a-0009,50.727750,51.237750,right,I,aa,u-14-1
sw3847B-ms98-a-0011,59.831500,60.361125,um-hum,B,b,u-16-1
sw3847B-ms98-a-0011,60.888375,61.017250,is,O,,
sw3847B-ms98-a-0011,61.491750,61.661500,is,B,qy,u-18-1
sw3847B-ms98-a-0011,61.661500,61.871500,that,I,qy,u-18-1
sw3847B-ms98-a-0011,61.871500,62.191500,enough,I,qy,u-18-1
sw3847B-ms98-a-0011,62.191500,62.441500,during,I,qy,u-18-1
sw3847B-ms98-a-0011,62.441500,62.571500,the,I,qy,u-18-1
sw3847B-ms98-a-0011,62.571500,62.921500,hotter,I,qy,u-18-1
sw3847B-ms98-a-0011,62.921500,63.361500,times,I,qy,u-18-1
sw3847B-ms98-a-0011,63.361500,63.421500,of,I,qy,u-18-1
sw3847B-ms98-a-0011,63.421500,63.481500,the,I,qy,u-18-1
sw3847B-ms98-a-0011,63.481500,63.841500,year,I,qy,u-18-1
sw3847B-ms98-a-0013,65.834000,66.222000,um-hum,B,b,u-20-1
sw3847B-ms98-a-0015,73.408625,73.885750,yeah,B,b,u-22-1
sw3847B-ms98-a-0015,74.076875,74.489000,yeah,B,b^r,u-22-2
sw3847B-ms98-a-0017,85.152000,85.707875,um-hum,B,b,u-24-1
sw3847B-ms98-a-0018,87.560000,87.749875,yeah,B,b,u-26-1
sw3847B-ms98-a-0018,87.749875,87.828250,i-,O,,
sw3847B-ms98-a-0018,87.966250,88.113125,i,B,sd,u-26-2
sw3847B-ms98-a-0018,88.113125,88.450250,find,I,sd,u-26-2
sw3847B-ms98-a-0018,88.450250,88.560250,that,I,sd,u-26-2
sw3847B-ms98-a-0018,88.560250,88.690250,i've,I,sd,u-26-2
sw3847B-ms98-a-0018,88.690250,88.840250,been,I,sd,u-26-2
sw3847B-ms98-a-0018,88.840250,89.080250,doing,I,sd,u-26-2
sw3847B-ms98-a-0018,89.080250,89.120250,a,I,sd,u-26-2
sw3847B-ms98-a-0018,89.120250,89.280250,lot,I,sd,u-26-2
sw3847B-ms98-a-0018,89.280250,89.350250,of,I,sd,u-26-2
sw3847B-ms98-a-0018,89.350250,89.940250,perennial,I,sd,u-26-2
sw3847B-ms98-a-0018,89.940250,90.580250,planting,I,sd,u-26-2
sw3847B-ms98-a-0018,90.580250,90.770250,which,I,sd,u-26-2
sw3847B-ms98-a-0018,90.770250,90.865375,i,I,sd,u-26-2
sw3847B-ms98-a-0018,90.865375,91.155375,never,I,sd,u-26-2
sw3847B-ms98-a-0018,91.155375,91.369000,did,I,sd,u-26-2
sw3847B-ms98-a-0018,91.462875,91.970250,before,I,sd,u-26-2
sw3847B-ms98-a-0018,91.970250,92.091375,an[d]-,O,,
sw3847B-ms98-a-0019,92.623750,92.763750,and,B,sd,u-28-1
sw3847B-ms98-a-0019,92.763750,92.983750,it's,I,sd,u-28-1
sw3847B-ms98-a-0019,92.983750,93.269125,been,I,sd,u-28-1
sw3847B-ms98-a-0019,93.461125,93.643750,real,I,sd,u-28-1
sw3847B-ms98-a-0019,93.643750,94.243750,enjoyable,I,sd,u-28-1
sw3847B-ms98-a-0019,94.243750,94.782375,although,I,sd,u-28-1
sw3847B-ms98-a-0019,95.154250,95.267250,i,I,sd,u-28-1
sw3847B-ms98-a-0019,95.267250,95.563750,didn't,I,sd,u-28-1
sw3847B-ms98-a-0019,95.563750,95.743750,do,I,sd,u-28-1
sw3847B-ms98-a-0019,95.743750,95.983750,any,I,sd,u-28-1
sw3847B-ms98-a-0019,95.983750,96.253750,this,I,sd,u-28-1
sw3847B-ms98-a-0019,96.253750,96.644250,last,I,sd,u-28-1
sw3847B-ms98-a-0019,96.761000,97.123750,fall,I,sd,u-28-1
sw3847B-ms98-a-0019,97.123750,97.613750,because,I,sd,u-28-1
sw3847B-ms98-a-0019,97.613750,97.753750,our,I,sd,u-28-1
sw3847B-ms98-a-0019,97.753750,98.233750,past,I,sd,u-28-1
sw3847B-ms98-a-0019,98.233750,98.583750,winters,I,sd,u-28-1
sw3847B-ms98-a-0019,98.583750,98.693750,have,I,sd,u-28-1
sw3847B-ms98-a-0019,98.693750,98.903750,been,I,sd,u-28-1
sw3847B-ms98-a-0019,98.903750,99.033750,so,I,sd,u-28-1
sw3847B-ms98-a-0019,99.033750,99.652500,cold,I,sd,u-28-1
sw3847B-ms98-a-0019,99.942500,100.343750,um,I,sd,u-28-1
sw3847B-ms98-a-0019,100.463750,100.633750,they'd,B,+,u-30-1
sw3847B-ms98-a-0019,100.633750,101.083750,freeze,I,+,u-30-1
sw3847B-ms98-a-0019,101.083750,101.463750,down,I,+,u-30-1
sw3847B-ms98-a-0019,101.463750,101.603750,and,B,sd,u-30-2
sw3847B-ms98-a-0019,101.603750,101.733750,by,I,sd,u-30-2
sw3847B-ms98-a-0019,101.733750,101.823750,the,I,sd,u-30-2
sw3847B-ms98-a-0019,101.823750,102.193750,time,I,sd,u-30-2
sw3847B-ms98-a-0019,102.193750,102.444875,they,I,sd,u-30-2
sw3847B-ms98-a-0019,102.829125,102.893750,the,I,sd,u-30-2
sw3847B-ms98-a-0019,102.893750,103.413750,flowers,I,sd,u-30-2
sw3847B-ms98-a-0019,103.413750,103.680500,would,I,sd,u-30-2
sw3847B-ms98-a-0020,103.947375,104.152250,come,I,sd,u-30-2
sw3847B-ms98-a-0020,104.152250,104.392250,back,I,sd,u-30-2
sw3847B-ms98-a-0020,104.392250,104.512250,to,I,sd,u-30-2
sw3847B-ms98-a-0020,104.512250,104.812250,life,I,sd,u-30-2
sw3847B-ms98-a-0020,104.812250,104.932250,it,I,sd,u-30-2
sw3847B-ms98-a-0020,104.932250,105.178500,was,I,sd,u-30-2
sw3847B-ms98-a-0020,105.488750,106.262250,supposedly,I,sd,u-30-2
sw3847B-ms98-a-0020,106.262250,106.352250,the,I,sd,u-30-2
sw3847B-ms98-a-0020,106.352250,106.702250,time,I,sd,u-30-2
sw3847B-ms98-a-0020,106.702250,106.772250,to,I,sd,u-30-2
sw3847B-ms98-a-0020,106.772250,107.112250,pull,I,sd,u-30-2
sw3847B-ms98-a-0020,107.112250,107.392250,things,I,sd,u-30-2
sw3847B-ms98-a-0020,107.392250,107.652250,out,I,sd,u-30-2
sw3847B-ms98-a-0020,107.652250,107.862250,for,I,sd,u-30-2
sw3847B-ms98-a-0020,107.862250,107.942250,the,I,sd,u-30-2
sw3847B-ms98-a-0020,107.942250,108.302250,spring,I,sd,u-30-2
sw3847B-ms98-a-0020,108.302250,108.442250,and,I,sd,u-30-2
sw3847B-ms98-a-0020,108.442250,108.762250,summer,I,sd,u-30-2
sw3847B-ms98-a-0020,108.762250,109.263750,planting,I,sd,u-30-2
sw3847B-ms98-a-0020,109.263750,109.625500,[laughter],O,,
sw3847B-ms98-a-0021,110.173375,110.393375,so,B,sd,u-32-1
sw3847B-ms98-a-0021,110.393375,110.563375,i,I,sd,u-32-1
sw3847B-ms98-a-0021,110.563375,110.743375,was,I,sd,u-32-1
sw3847B-ms98-a-0021,110.743375,111.147125,getting,I,sd,u-32-1
sw3847B-ms98-a-0021,111.501125,111.703375,kind,I,sd,u-32-1
sw3847B-ms98-a-0021,111.703375,111.793375,of,I,sd,u-32-1
sw3847B-ms98-a-0021,111.793375,112.523375,disillusioned,I,sd,u-32-1
sw3847B-ms98-a-0021,112.523375,112.723375,and,I,sd,u-32-1
sw3847B-ms98-a-0021,112.723375,113.233375,tired,I,sd,u-32-1
sw3847B-ms98-a-0021,113.233375,113.453375,and,I,sd,u-32-1
sw3847B-ms98-a-0021,113.453375,113.718625,and,I,sd,u-32-1
sw3847B-ms98-a-0021,113.876750,114.233375,spending,I,sd,u-32-1
sw3847B-ms98-a-0021,114.233375,114.323375,too,I,sd,u-32-1
sw3847B-ms98-a-0021,114.323375,114.573375,much,I,sd,u-32-1
sw3847B-ms98-a-0021,114.573375,114.873375,money,I,sd,u-32-1
sw3847B-ms98-a-0021,114.873375,115.069250,on,I,sd,u-32-1
sw3847B-ms98-a-0021,115.069250,115.423375,something,I,sd,u-32-1
sw3847B-ms98-a-0021,115.423375,115.603375,that,I,sd,u-32-1
sw3847B-ms98-a-0021,115.603375,115.933375,was,I,sd,u-32-1
sw3847B-ms98-a-0021,115.933375,116.243375,kind,I,sd,u-32-1
sw3847B-ms98-a-0021,116.243375,116.533375,of,I,sd,u-32-1
sw3847B-ms98-a-0021,116.533375,116.732375,uh,I,sd,u-32-1
sw3847B-ms98-a-0021,116.943250,117.103375,more,I,sd,u-32-1
sw3847B-ms98-a-0021,117.103375,117.173375,of,I,sd,u-32-1
sw3847B-ms98-a-0021,117.173375,117.253375,a,I,sd,u-32-1
sw3847B-ms98-a-0021,117.253375,117.743375,problem,I,sd,u-32-1
sw3847B-ms98-a-0021,117.743375,117.883375,than,I,sd,u-32-1
sw3847B-ms98-a-0021,117.883375,117.963375,it,I,sd,u-32-1
sw3847B-ms98-a-0021,117.963375,118.203375,was,I,sd,u-32-1
sw3847B-ms98-a-0021,118.203375,118.733375,rewarding,I,sd,u-32-1
sw3847B-ms98-a-0021,118.733375,119.043375,so,B,sd,u-32-2
sw3847B-ms98-a-0022,119.560750,119.800750,um,B,+,u-34-1
sw3847B-ms98-a-0022,119.800750,119.940750,i'm,I,+,u-34-1
sw3847B-ms98-a-0022,119.940750,120.168625,gonna,I,+,u-34-1
sw3847B-ms98-a-0022,120.308000,120.470750,try,I,+,u-34-1
sw3847B-ms98-a-0022,120.470750,120.580750,to,I,+,u-34-1
sw3847B-ms98-a-0022,120.580750,120.830750,wait,I,+,u-34-1
sw3847B-ms98-a-0022,120.830750,121.040750,now,I,+,u-34-1
sw3847B-ms98-a-0022,121.040750,121.220750,and,I,+,u-34-1
sw3847B-ms98-a-0022,121.220750,121.470750,just,I,+,u-34-1
sw3847B-ms98-a-0022,121.470750,121.660750,do,I,+,u-34-1
sw3847B-ms98-a-0022,121.660750,121.800750,the,I,+,u-34-1
sw3847B-ms98-a-0022,121.800750,122.330750,spring,I,+,u-34-1
sw3847B-ms98-a-0022,122.330750,122.501125,and,I,+,u-34-1
sw3847B-ms98-a-0022,122.629125,122.950750,summer,I,+,u-34-1
sw3847B-ms98-a-0022,122.950750,123.220750,type,I,+,u-34-1
sw3847B-ms98-a-0022,123.220750,123.800750,plantings,I,+,u-34-1
