sw4799A-ms98-a-0001,0.028500,0.693750,okay,B,o,u-1-1
sw4799A-ms98-a-0001,0.693750,1.194750,um,B,sd,u-1-2
sw4799A-ms98-a-0001,1.194750,1.270000,i,I,sd,u-1-2
sw4799A-ms98-a-0001,1.270000,1.550000,haven't,I,sd,u-1-2
sw4799A-ms98-a-0001,1.550000,1.690000,been,I,sd,u-1-2
sw4799A-ms98-a-0001,1.690000,1.850000,in,I,sd,u-1-2
sw4799A-ms98-a-0001,1.850000,2.010000,this,I,sd,u-1-2
sw4799A-ms98-a-0001,2.010000,2.730000,situation,I,sd,u-1-2
sw4799A-ms98-a-0001,2.730000,3.090000,[laughter-yet],O,,
sw4799A-ms98-a-0002,3.678750,3.808750,you,B,sd,u-1-3
sw4799A-ms98-a-0002,3.808750,3.968750,know,I,sd,u-1-3
sw4799A-ms98-a-0002,3.968750,4.156750,my,I,sd,u-1-3
sw4799A-ms98-a-0002,4.629125,4.738750,my,I,sd,u-1-3
sw4799A-ms98-a-0002,4.738750,5.208750,parents,I,sd,u-1-3
sw4799A-ms98-a-0002,5.208750,5.557250,are,I,sd,u-1-3
sw4799A-ms98-a-0002,6.016875,6.238750,not,I,sd,u-1-3
sw4799A-ms98-a-0002,6.238750,6.568750,quite,I,sd,u-1-3
sw4799A-ms98-a-0002,6.868750,6.978750,at,I,sd,u-1-3
sw4799A-ms98-a-0002,6.978750,7.148750,that,I,sd,u-1-3
sw4799A-ms98-a-0002,7.148750,7.428750,age,I,sd,u-1-3
sw4799A-ms98-a-0002,7.428750,7.618750,yet,I,sd,u-1-3
sw4799A-ms98-a-0002,7.618750,7.758750,so,B,%,u-1-4
sw4799A-ms98-a-0002,7.758750,7.808750,i,I,%,u-1-4
sw4799A-ms98-a-0002,7.808750,8.038750,haven't,I,%,u-1-4
sw4799A-ms98-a-0003,8.761125,9.163375,no,B,nn,u-3-1
sw4799A-ms98-a-0003,9.402500,9.531125,so,B,sd^e,u-3-2
sw4799A-ms98-a-0003,9.531125,9.601125,i,I,sd^e,u-3-2
sw4799A-ms98-a-0003,9.601125,10.081125,haven't,I,sd^e,u-3-2
sw4799A-ms98-a-0003,10.081125,10.372625,uh,I,sd^e,u-3-2
sw4799A-ms98-a-0003,10.576000,10.891125,really,I,sd^e,u-3-2
sw4799A-ms98-a-0003,11.611125,11.761125,been,I,sd^e,u-3-2
sw4799A-ms98-a-0003,11.761125,11.831125,in,I,sd^e,u-3-2
sw4799A-ms98-a-0003,11.831125,12.001125,that,I,sd^e,u-3-2
sw4799A-ms98-a-0003,12.001125,12.811125,situation,I,sd^e,u-3-2
sw4799A-ms98-a-0003,12.811125,13.081125,although,I,sd^e,u-3-2
sw4799A-ms98-a-0003,13.081125,13.241125,they,I,sd^e,u-3-2
sw4799A-ms98-a-0003,13.241125,13.351125,are,I,sd^e,u-3-2
sw4799A-ms98-a-0003,13.351125,13.671125,thinking,I,sd^e,u-3-2
sw4799A-ms98-a-0003,13.671125,13.881125,about,I,sd^e,u-3-2
sw4799A-ms98-a-0003,13.881125,14.031125,my,I,sd^e,u-3-2
sw4799A-ms98-a-0003,14.031125,14.751125,grandmother,I,sd^e,u-3-2
sw4799A-ms98-a-0003,14.751125,15.131125,but,B,sd,u-3-3
sw4799A-ms98-a-0003,15.131125,15.383125,um,I,sd,u-3-3
sw4799A-ms98-a-0004,16.313500,16.695375,that's,B,+,u-5-1
sw4799A-ms98-a-0004,17.019250,17.343500,really,I,+,u-5-1
sw4799A-ms98-a-0004,17.343500,17.593500,about,I,+,u-5-1
sw4799A-ms98-a-0004,17.593500,17.753500,it,I,+,u-5-1
sw4799A-ms98-a-0004,17.753500,17.863500,how,B,qo,u-5-2
sw4799A-ms98-a-0004,17.863500,18.073500,about,I,qo,u-5-2
sw4799A-ms98-a-0004,18.073500,18.303500,you,I,qo,u-5-2
sw4799A-ms98-a-0004,18.303500,18.413500,have,B,qy,u-5-3
sw4799A-ms98-a-0004,18.413500,18.523500,you,I,qy,u-5-3
sw4799A-ms98-a-0004,18.523500,18.693500,been,I,qy,u-5-3
sw4799A-ms98-a-0004,18.693500,18.813500,in,I,qy,u-5-3
sw4799A-ms98-a-0004,18.813500,18.973500,that,I,qy,u-5-3
sw4799A-ms98-a-0004,18.973500,19.423500,situation,I,qy,u-5-3
sw4799A-ms98-a-0004,19.423500,19.533500,where,O,,
sw4799A-ms98-a-0004,19.533500,19.663500,you've,O,,
sw4799A-ms98-a-0004,19.663500,19.793500,had,O,,
sw4799A-ms98-a-0004,19.793500,19.913500,to,O,,
sw4799A-ms98-a-0006,31.527750,31.907750,uh-huh,B,b,u-9-1
