sw2406B-ms98-a-0002,0.925875,1.252000,okay,B,b,u-2-1
sw2406B-ms98-a-0003,2.244500,2.555875,movies,B,sd^t,u-2-2
sw2406B-ms98-a-0003,2.555875,2.903375,i've,O,,
sw2406B-ms98-a-0003,2.903375,3.025875,i,B,sd,u-2-3
sw2406B-ms98-a-0003,3.025875,3.245875,haven't,I,sd,u-2-3
sw2406B-ms98-a-0003,3.245875,3.515875,seen,I,sd,u-2-3
sw2406B-ms98-a-0003,3.515875,3.665875,too,I,sd,u-2-3
sw2406B-ms98-a-0003,3.665875,4.085875,many,I,sd,u-2-3
sw2406B-ms98-a-0003,4.085875,4.587375,lately,I,sd,u-2-3
sw2406B-ms98-a-0004,5.572750,5.643750,i,B,sd,u-2-4
sw2406B-ms98-a-0004,5.643750,5.813750,have,I,sd,u-2-4
sw2406B-ms98-a-0004,5.813750,6.643750,kids,I,sd,u-2-4
sw2406B-ms98-a-0004,6.643750,6.783750,and,B,sd,u-2-5
sw2406B-ms98-a-0004,6.783750,6.863750,we,I,sd,u-2-5
sw2406B-ms98-a-0004,6.863750,7.083750,went,I,sd,u-2-5
sw2406B-ms98-a-0004,7.083750,7.193750,and,I,sd,u-2-5
sw2406B-ms98-a-0004,7.193750,7.736250,saw,I,sd,u-2-5
sw2406B-ms98-a-0005,8.274750,8.361875,The,I,sd,u-2-5
sw2406B-ms98-a-0005,8.361875,9.111875,Rescuers,I,sd,u-2-5
sw2406B-ms98-a-0005,9.111875,9.411875,Down,I,sd,u-2-5
sw2406B-ms98-a-0005,9.411875,9.855500,Under,I,sd,u-2-5
sw2406B-ms98-a-0005,10.258500,10.561875,over,B,+,u-4-1
sw2406B-ms98-a-0005,10.561875,10.786250,the,I,+,u-4-1
sw2406B-ms98-a-0005,10.974500,11.041875,the,I,+,u-4-1
sw2406B-ms98-a-0005,11.041875,11.741875,break,I,+,u-4-1
sw2406B-ms98-a-0005,11.741875,11.901875,do,B,qy,u-4-2
sw2406B-ms98-a-0005,11.901875,12.011875,do,I,qy,u-4-2
sw2406B-ms98-a-0005,12.011875,12.071875,you,I,qy,u-4-2
sw2406B-ms98-a-0005,12.071875,12.251875,have,I,qy,u-4-2
sw2406B-ms98-a-0005,12.251875,12.581875,kids,I,qy,u-4-2
sw2406B-ms98-a-0005,12.581875,12.701875,you,I,qy,u-4-2
sw2406B-ms98-a-0005,12.701875,12.911875,take,I,qy,u-4-2
sw2406B-ms98-a-0005,12.911875,13.031875,to,I,qy,u-4-2
sw2406B-ms98-a-0005,13.031875,13.451875,movies,I,qy,u-4-2
