sw3276B-ms98-a-0003,2.658250,3.038250,um-hum,B,b,u-2-1
sw3276B-ms98-a-0005,24.906500,25.076500,you,B,^2,u-6-1
sw3276B-ms98-a-0005,25.076500,25.256500,should,I,^2,u-6-1
sw3276B-ms98-a-0005,25.256500,25.636500,still,I,^2,u-6-1
sw3276B-ms98-a-0005,25.856500,26.178250,be,I,^2,u-6-1
sw3276B-ms98-a-0007,61.260625,61.520625,well,B,sv,u-8-1
sw3276B-ms98-a-0007,61.520625,61.670625,they,I,sv,u-8-1
sw3276B-ms98-a-0007,61.670625,61.940625,really,I,sv,u-8-1
sw3276B-ms98-a-0007,61.940625,62.130625,are,I,sv,u-8-1
sw3276B-ms98-a-0007,62.130625,62.420625,even,I,sv,u-8-1
sw3276B-ms98-a-0007,62.420625,62.700625,for,I,sv,u-8-1
sw3276B-ms98-a-0007,62.700625,63.140625,even,I,sv,u-8-1
sw3276B-ms98-a-0007,63.140625,63.260625,when,I,sv,u-8-1
sw3276B-ms98-a-0007,63.260625,63.350625,you're,I,sv,u-8-1
sw3276B-ms98-a-0007,63.350625,63.570625,not,I,sv,u-8-1
sw3276B-ms98-a-0007,63.570625,63.910625,talking,I,sv,u-8-1
sw3276B-ms98-a-0007,63.910625,64.160625,about,I,sv,u-8-1
sw3276B-ms98-a-0007,64.160625,64.510625,surgery,I,sv,u-8-1
sw3276B-ms98-a-0007,64.510625,64.610625,if,B,sd,u-8-2
sw3276B-ms98-a-0007,64.610625,64.710625,you're,I,sd,u-8-2
sw3276B-ms98-a-0007,64.710625,64.940625,just,I,sd,u-8-2
sw3276B-ms98-a-0007,64.940625,65.210625,talking,I,sd,u-8-2
sw3276B-ms98-a-0007,65.210625,65.500625,about,I,sd,u-8-2
sw3276B-ms98-a-0007,65.650625,66.000625,basic,I,sd,u-8-2
sw3276B-ms98-a-0007,66.000625,66.340625,care,I,sd,u-8-2
sw3276B-ms98-a-0007,66.340625,66.614750,we've,B,sd,u-8-3
sw3276B-ms98-a-0008,66.791000,67.001000,we've,B,+,u-10-1
sw3276B-ms98-a-0008,67.001000,67.201000,got,I,+,u-10-1
sw3276B-ms98-a-0008,67.201000,67.401000,four,I,+,u-10-1
sw3276B-ms98-a-0008,67.401000,67.801000,children,I,+,u-10-1
sw3276B-ms98-a-0008,67.801000,68.051000,and,B,sd,u-10-2
sw3276B-ms98-a-0008,68.051000,68.121000,you,I,sd,u-10-2
sw3276B-ms98-a-0008,68.121000,68.221000,know,I,sd,u-10-2
sw3276B-ms98-a-0008,68.221000,68.281000,in,B,+,u-12-1
sw3276B-ms98-a-0008,68.281000,68.341000,the,I,+,u-12-1
sw3276B-ms98-a-0008,68.341000,68.681000,past,I,+,u-12-1
sw3276B-ms98-a-0008,68.681000,69.022750,month,I,+,u-12-1
sw3276B-ms98-a-0008,69.674375,69.991000,they,B,+,u-14-1
sw3276B-ms98-a-0008,69.991000,70.131000,it,I,+,u-14-1
sw3276B-ms98-a-0008,70.131000,70.281000,just,I,+,u-14-1
sw3276B-ms98-a-0008,70.281000,70.381000,they,I,+,u-14-1
sw3276B-ms98-a-0008,70.381000,70.721000,pass,I,+,u-14-1
sw3276B-ms98-a-0008,70.721000,70.981000,things,I,+,u-14-1
sw3276B-ms98-a-0008,70.981000,71.171000,from,I,+,u-14-1
sw3276B-ms98-a-0008,71.171000,71.331000,one,I,+,u-14-1
sw3276B-ms98-a-0008,71.331000,71.431000,to,I,+,u-14-1
sw3276B-ms98-a-0008,71.431000,71.671000,one,I,+,u-14-1
sw3276B-ms98-a-0008,71.671000,71.801000,and,B,sd,u-14-2
sw3276B-ms98-a-0008,71.801000,71.911000,it,I,sd,u-14-2
sw3276B-ms98-a-0008,71.911000,72.291000,just,I,sd,u-14-2
sw3276B-ms98-a-0008,72.291000,72.551000,can,I,sd,u-14-2
sw3276B-ms98-a-0008,72.821000,73.431000,devastate,I,sd,u-14-2
sw3276B-ms98-a-0008,73.431000,73.611000,your,B,+,u-16-1
sw3276B-ms98-a-0008,73.611000,74.191000,[laughter-budget],O,,
sw3276B-ms98-a-0008,74.191000,74.381000,[laughter-you],O,,
sw3276B-ms98-a-0008,74.381000,74.664000,[laughter-know],O,,
sw3276B-ms98-a-0008,75.466375,75.827500,um,B,%@,u-18-1
sw3276B-ms98-a-0010,122.506500,123.037000,yeah,B,+@,u-20-1
sw3276B-ms98-a-0012,129.239375,129.399375,can,B,^q,u-22-1
sw3276B-ms98-a-0012,129.399375,129.689375,still,I,^q,u-22-1
sw3276B-ms98-a-0012,129.689375,129.939375,make,I,^q,u-22-1
sw3276B-ms98-a-0012,130.019375,130.209375,big,I,^q,u-22-1
sw3276B-ms98-a-0012,130.209375,130.579375,bucks,I,^q,u-22-1
sw3276B-ms98-a-0012,130.579375,131.301250,[laughter],O,,
sw3276B-ms98-a-0014,146.817750,147.047750,do,B,qy,u-24-1
sw3276B-ms98-a-0014,147.047750,147.217750,you,I,qy,u-24-1
sw3276B-ms98-a-0014,147.217750,147.537750,think,I,qy,u-24-1
sw3276B-ms98-a-0014,147.537750,147.787750,that,I,qy,u-24-1
sw3276B-ms98-a-0014,147.857750,147.978250,the,I,qy,u-24-1
sw3276B-ms98-a-0014,147.978250,148.677750,quality,I,qy,u-24-1
sw3276B-ms98-a-0014,148.677750,149.000375,um,I,qy,u-24-1
sw3276B-ms98-a-0014,149.177375,149.347750,it,B,+,u-26-1
sw3276B-ms98-a-0014,149.347750,149.697750,would,I,+,u-26-1
sw3276B-ms98-a-0014,149.907750,150.037750,would,B,+,u-28-1
sw3276B-ms98-a-0014,150.037750,150.167750,be,I,+,u-28-1
sw3276B-ms98-a-0014,150.167750,150.357750,as,I,+,u-28-1
sw3276B-ms98-a-0014,150.357750,150.698750,high,I,+,u-28-1
sw3276B-ms98-a-0015,151.798750,152.248750,yeah,B,b,u-30-1
sw3276B-ms98-a-0016,153.490250,153.960250,yeah,B,b^r,u-32-1
sw3276B-ms98-a-0018,173.666500,174.206500,right,B,b,u-34-1
sw3276B-ms98-a-0018,174.746500,174.926500,more,B,sv,u-36-1
sw3276B-ms98-a-0018,174.926500,175.691125,motivation,I,sv,u-36-1
sw3276B-ms98-a-0022,190.055625,190.555625,yeah,B,b,u-38-1
sw3276B-ms98-a-0024,198.945875,199.565875,right,B,b,u-40-1
sw3276B-ms98-a-0024,200.125875,200.655875,yeah,B,b,u-42-1
sw3276B-ms98-a-0026,206.882500,207.212500,that's,B,ba,u-44-1
sw3276B-ms98-a-0026,207.212500,207.542500,true,I,ba,u-44-1
sw3276B-ms98-a-0026,207.702500,208.088875,yeah,B,b,u-44-2
sw3276B-ms98-a-0026,208.958375,209.321375,i,B,%,u-46-1
sw3276B-ms98-a-0026,209.321375,209.506875,uh,I,%,u-46-1
sw3276B-ms98-a-0028,212.369875,212.549875,well,B,sv,u-48-1
sw3276B-ms98-a-0028,212.549875,212.639875,we're,I,sv,u-48-1
sw3276B-ms98-a-0028,212.639875,212.759875,going,I,sv,u-48-1
sw3276B-ms98-a-0028,212.759875,212.819875,to,I,sv,u-48-1
sw3276B-ms98-a-0028,212.819875,212.929875,have,I,sv,u-48-1
sw3276B-ms98-a-0028,212.929875,213.009875,to,I,sv,u-48-1
sw3276B-ms98-a-0028,213.009875,213.139875,do,I,sv,u-48-1
sw3276B-ms98-a-0028,213.139875,213.509875,something,I,sv,u-48-1
sw3276B-ms98-a-0028,213.509875,213.759875,because,I,sv,u-48-1
sw3276B-ms98-a-0028,213.759875,213.899875,there's,I,sv,u-48-1
sw3276B-ms98-a-0028,213.899875,214.089875,just,I,sv,u-48-1
sw3276B-ms98-a-0028,214.089875,214.209875,too,I,sv,u-48-1
sw3276B-ms98-a-0028,214.209875,214.469875,many,I,sv,u-48-1
sw3276B-ms98-a-0028,214.469875,214.949875,people,I,sv,u-48-1
sw3276B-ms98-a-0028,214.949875,215.099875,in,I,sv,u-48-1
sw3276B-ms98-a-0028,215.099875,215.159875,the,I,sv,u-48-1
sw3276B-ms98-a-0028,215.159875,215.529875,country,I,sv,u-48-1
sw3276B-ms98-a-0028,215.529875,215.689875,that,I,sv,u-48-1
sw3276B-ms98-a-0028,215.689875,215.779875,are,I,sv,u-48-1
sw3276B-ms98-a-0028,215.779875,216.459875,uninsured,I,sv,u-48-1
sw3276B-ms98-a-0028,216.459875,216.719875,and,B,sv,u-50-1
