sw2344B-ms98-a-0001,0.009000,0.364750,hello,B,fp,u-1-1
sw2344B-ms98-a-0001,0.945625,1.490000,hi,B,fp^m,u-3-1
sw2344B-ms98-a-0002,2.435625,2.683875,hi,B,fp,u-5-1
sw2344B-ms98-a-0002,2.683875,2.895625,Ken,I,fp,u-5-1
sw2344B-ms98-a-0002,2.895625,3.005625,my,B,fp,u-5-2
sw2344B-ms98-a-0002,3.005625,3.265625,name's,I,fp,u-5-2
sw2344B-ms98-a-0002,3.265625,3.757500,Diane,I,fp,u-5-2
sw2344B-ms98-a-0004,6.693250,7.093250,yes,B,ny,u-7-1
sw2344B-ms98-a-0004,7.093250,7.183250,i'm,B,sd^e,u-7-2
sw2344B-ms98-a-0004,7.183250,7.293250,in,I,sd^e,u-7-2
sw2344B-ms98-a-0004,7.293250,7.503250,San,I,sd^e,u-7-2
sw2344B-ms98-a-0004,7.503250,8.123250,Antonio,I,sd^e,u-7-2
sw2344B-ms98-a-0005,9.806375,11.392625,[laughter],O,,
sw2344B-ms98-a-0007,13.324000,13.834000,oh,B,b,u-11-1
sw2344B-ms98-a-0009,16.412750,16.952750,okay,B,aa,u-13-1
sw2344B-ms98-a-0011,18.459750,18.833750,yes,B,ny,u-15-1
sw2344B-ms98-a-0015,27.382000,27.572000,i,B,sv,u-17-1
sw2344B-ms98-a-0015,27.572000,28.015375,think,I,sv,u-17-1
sw2344B-ms98-a-0015,28.532000,28.722000,they'll,I,sv,u-17-1
sw2344B-ms98-a-0015,28.722000,29.122000,always,I,sv,u-17-1
sw2344B-ms98-a-0015,29.122000,29.558000,represent,I,sv,u-17-1
sw2344B-ms98-a-0015,29.558000,29.692000,a,I,sv,u-17-1
sw2344B-ms98-a-0015,29.692000,30.032000,threat,I,sv,u-17-1
sw2344B-ms98-a-0015,30.032000,30.410875,wheth[er]-,I,sv,u-17-1
sw2344B-ms98-a-0016,31.006000,31.336000,whether,I,sv,u-17-1
sw2344B-ms98-a-0016,31.336000,31.406000,or,I,sv,u-17-1
sw2344B-ms98-a-0016,31.406000,31.666000,not,I,sv,u-17-1
sw2344B-ms98-a-0016,31.666000,31.866000,there's,I,sv,u-17-1
sw2344B-ms98-a-0016,31.866000,31.946000,an,I,sv,u-17-1
sw2344B-ms98-a-0016,31.946000,32.436000,active,I,sv,u-17-1
sw2344B-ms98-a-0016,32.436000,32.786000,cold,I,sv,u-17-1
sw2344B-ms98-a-0016,32.786000,33.056000,war,I,sv,u-17-1
sw2344B-ms98-a-0016,33.056000,33.156000,or,I,sv,u-17-1
sw2344B-ms98-a-0016,33.156000,33.766000,not,I,sv,u-17-1
sw2344B-ms98-a-0017,34.502625,35.075250,uh,I,sv,u-17-1
