sw2836A-ms98-a-0001,0.800000,1.090000,okay,B,o,u-1-1
sw2836A-ms98-a-0002,2.904625,3.274625,uh,B,sv,u-1-2
sw2836A-ms98-a-0002,4.186625,4.307125,as,I,sv,u-1-2
sw2836A-ms98-a-0002,4.307125,4.544625,far,I,sv,u-1-2
sw2836A-ms98-a-0002,4.544625,4.814625,as,I,sv,u-1-2
sw2836A-ms98-a-0002,4.814625,4.874625,you,I,sv,u-1-2
sw2836A-ms98-a-0002,4.874625,4.944625,know,I,sv,u-1-2
sw2836A-ms98-a-0002,4.944625,5.234625,crime,I,sv,u-1-2
sw2836A-ms98-a-0002,5.234625,5.294625,in,I,sv,u-1-2
sw2836A-ms98-a-0002,5.294625,5.374625,the,I,sv,u-1-2
sw2836A-ms98-a-0002,5.374625,5.974625,cities,I,sv,u-1-2
sw2836A-ms98-a-0002,5.974625,6.094125,i'm,I,sv,u-1-2
sw2836A-ms98-a-0002,6.094125,6.546125,sure,I,sv,u-1-2
sw2836A-ms98-a-0002,6.546125,6.854625,i[t]-,I,sv,u-1-2
sw2836A-ms98-a-0002,6.854625,7.034625,like,I,sv,u-1-2
sw2836A-ms98-a-0002,7.034625,7.154625,in,I,sv,u-1-2
sw2836A-ms98-a-0002,7.154625,7.534625,yours,I,sv,u-1-2
sw2836A-ms98-a-0002,7.534625,7.704625,it's,I,sv,u-1-2
sw2836A-ms98-a-0002,7.704625,8.261375,pretty,I,sv,u-1-2
sw2836A-ms98-a-0002,8.521250,8.684625,pretty,I,sv,u-1-2
sw2836A-ms98-a-0002,8.684625,9.164500,bad,I,sv,u-1-2
sw2836A-ms98-a-0003,10.707500,11.397500,uh,B,sv,u-1-3
sw2836A-ms98-a-0003,12.110125,12.402875,probably,I,sv,u-1-3
sw2836A-ms98-a-0003,12.402875,12.472875,the,I,sv,u-1-3
sw2836A-ms98-a-0003,12.472875,12.812875,biggest,I,sv,u-1-3
sw2836A-ms98-a-0003,12.812875,12.972875,thing,I,sv,u-1-3
sw2836A-ms98-a-0003,12.972875,13.092875,we've,I,sv,u-1-3
sw2836A-ms98-a-0003,13.092875,13.322875,got,I,sv,u-1-3
sw2836A-ms98-a-0003,13.322875,13.612875,going,I,sv,u-1-3
sw2836A-ms98-a-0003,13.612875,13.992875,now,I,sv,u-1-3
sw2836A-ms98-a-0003,13.992875,14.569875,is,I,sv,u-1-3
sw2836A-ms98-a-0003,15.003000,15.192875,the,I,sv,u-1-3
sw2836A-ms98-a-0003,15.192875,15.702875,robberies,I,sv,u-1-3
sw2836A-ms98-a-0003,15.702875,15.892875,and,B,sv,u-1-4
sw2836A-ms98-a-0003,15.892875,16.390750,theft,I,sv,u-1-4
sw2836A-ms98-a-0003,16.572875,16.702875,and,I,sv,u-1-4
sw2836A-ms98-a-0003,16.702875,17.382875,probably,I,sv,u-1-4
sw2836A-ms98-a-0003,17.382875,18.004375,murder,I,sv,u-1-4
sw2836A-ms98-a-0003,18.893250,19.002875,are,B,+,u-3-1
sw2836A-ms98-a-0003,19.002875,19.062875,the,I,+,u-3-1
sw2836A-ms98-a-0003,19.062875,19.322875,two,I,+,u-3-1
sw2836A-ms98-a-0003,19.322875,19.642875,top,I,+,u-3-1
