sw2466B-ms98-a-0003,1.694875,2.064875,okay,B,b^m,u-2-1
sw2466B-ms98-a-0003,2.064875,2.229375,that,B,sv,u-2-2
sw2466B-ms98-a-0003,2.229375,2.405500,made,I,sv,u-2-2
sw2466B-ms98-a-0003,2.405500,2.474875,a,I,sv,u-2-2
sw2466B-ms98-a-0003,2.474875,2.764875,nice,I,sv,u-2-2
sw2466B-ms98-a-0003,2.764875,3.064875,ugly,I,sv,u-2-2
sw2466B-ms98-a-0003,3.064875,3.705250,sound,I,sv,u-2-2
sw2466B-ms98-a-0005,5.513250,6.073250,so,B,%,u-2-3
sw2466B-ms98-a-0006,6.986500,7.419625,Linda,B,ng,u-4-1
sw2466B-ms98-a-0006,8.007125,8.456500,uh-huh,B,b,u-6-1
sw2466B-ms98-a-0007,9.769375,10.019375,so,B,bf,u-6-2
sw2466B-ms98-a-0007,10.019375,10.189375,it,I,bf,u-6-2
sw2466B-ms98-a-0007,10.189375,10.469375,sounds,I,bf,u-6-2
sw2466B-ms98-a-0007,10.469375,10.689375,like,I,bf,u-6-2
sw2466B-ms98-a-0007,10.689375,10.889375,you,I,bf,u-6-2
sw2466B-ms98-a-0007,10.889375,11.139375,like,I,bf,u-6-2
sw2466B-ms98-a-0007,11.139375,11.309375,to,I,bf,u-6-2
sw2466B-ms98-a-0007,11.309375,11.874500,read,I,bf,u-6-2
sw2466B-ms98-a-0009,16.074500,16.271875,i,B,sd,u-8-1
sw2466B-ms98-a-0009,16.271875,16.494500,don't,I,sd,u-8-1
sw2466B-ms98-a-0009,16.494500,16.654500,read,I,sd,u-8-1
sw2466B-ms98-a-0009,16.654500,16.824500,as,I,sd,u-8-1
sw2466B-ms98-a-0009,16.824500,17.034500,much,I,sd,u-8-1
sw2466B-ms98-a-0009,17.034500,17.194500,as,I,sd,u-8-1
sw2466B-ms98-a-0009,17.194500,17.334750,i,I,sd,u-8-1
sw2466B-ms98-a-0009,17.334750,17.504250,would,I,sd,u-8-1
sw2466B-ms98-a-0009,17.504250,17.762750,like,I,sd,u-8-1
sw2466B-ms98-a-0009,17.762750,18.098000,to,I,sd,u-8-1
sw2466B-ms98-a-0009,18.098000,18.614500,either,I,sd,u-8-1
sw2466B-ms98-a-0009,18.614500,18.825750,i'm,B,sd,u-8-2
sw2466B-ms98-a-0009,19.646875,19.834500,i'm,I,sd,u-8-2
sw2466B-ms98-a-0009,19.834500,19.914500,a,I,sd,u-8-2
sw2466B-ms98-a-0009,19.914500,20.344500,single,I,sd,u-8-2
sw2466B-ms98-a-0009,20.344500,20.694500,mom,I,sd,u-8-2
sw2466B-ms98-a-0009,20.694500,20.824500,but,B,sd,u-8-3
sw2466B-ms98-a-0009,20.824500,20.946000,i,I,sd,u-8-3
sw2466B-ms98-a-0009,21.077875,21.214500,i've,I,sd,u-8-3
sw2466B-ms98-a-0009,21.214500,21.684500,always,I,sd,u-8-3
sw2466B-ms98-a-0009,21.684500,21.984500,loved,I,sd,u-8-3
sw2466B-ms98-a-0009,21.984500,22.524500,reading,I,sd,u-8-3
sw2466B-ms98-a-0009,23.214500,23.324500,what,B,qo,u-10-1
sw2466B-ms98-a-0009,23.324500,23.454500,do,I,qo,u-10-1
sw2466B-ms98-a-0009,23.454500,23.554500,you,I,qo,u-10-1
sw2466B-ms98-a-0009,23.554500,23.774500,like,I,qo,u-10-1
sw2466B-ms98-a-0009,23.774500,23.914500,to,I,qo,u-10-1
sw2466B-ms98-a-0009,23.914500,24.290250,read,I,qo,u-10-1
sw2466B-ms98-a-0011,34.532250,34.654750,oh,O,,
sw2466B-ms98-a-0011,34.654750,34.832250,well,O,,
sw2466B-ms98-a-0011,34.832250,35.082250,that's,O,,
sw2466B-ms98-a-0011,35.082250,35.262250,what,B,sd,u-12-1
sw2466B-ms98-a-0011,35.262250,35.432250,i've,I,sd,u-12-1
sw2466B-ms98-a-0011,35.432250,35.592250,been,I,sd,u-12-1
sw2466B-ms98-a-0011,35.592250,35.942250,reading,I,sd,u-12-1
sw2466B-ms98-a-0011,35.942250,36.552250,lately,I,sd,u-12-1
sw2466B-ms98-a-0011,36.552250,36.650750,a,I,sd,u-12-1
sw2466B-ms98-a-0011,36.650750,36.982250,lot,I,sd,u-12-1
sw2466B-ms98-a-0011,36.982250,37.512875,of,I,sd,u-12-1
sw2466B-ms98-a-0011,38.081625,38.522250,um,B,sd,u-12-2
sw2466B-ms98-a-0011,38.882250,39.350250,my,I,sd,u-12-2
sw2466B-ms98-a-0011,39.470875,40.216750,interests,I,sd,u-12-2
sw2466B-ms98-a-0011,40.216750,40.661250,switch,I,sd,u-12-2
sw2466B-ms98-a-0011,40.661250,41.272250,around,I,sd,u-12-2
sw2466B-ms98-a-0011,41.272250,42.042250,dramatically,I,sd,u-12-2
sw2466B-ms98-a-0011,42.042250,42.122250,i,B,sd,u-12-3
sw2466B-ms98-a-0011,42.122250,42.362250,used,I,sd,u-12-3
sw2466B-ms98-a-0011,42.362250,42.492250,to,I,sd,u-12-3
sw2466B-ms98-a-0011,42.492250,42.662250,read,I,sd,u-12-3
sw2466B-ms98-a-0011,42.662250,43.002250,just,I,sd,u-12-3
