sw4177A-ms98-a-0002,0.406125,0.706125,hi,B,fp,u-1-1
sw4177A-ms98-a-0002,1.114250,1.358750,so,B,qy,u-1-2
sw4177A-ms98-a-0002,1.358750,1.558750,do,I,qy,u-1-2
sw4177A-ms98-a-0002,1.558750,1.638750,you,I,qy,u-1-2
sw4177A-ms98-a-0002,1.638750,1.858750,think,I,qy,u-1-2
sw4177A-ms98-a-0002,1.858750,1.968750,you,I,qy,u-1-2
sw4177A-ms98-a-0002,1.968750,2.158750,get,I,qy,u-1-2
sw4177A-ms98-a-0002,2.468750,2.658750,good,I,qy,u-1-2
sw4177A-ms98-a-0002,2.658750,2.998750,coverage,I,qy,u-1-2
sw4177A-ms98-a-0002,2.998750,3.403875,from,I,qy,u-1-2
sw4177A-ms98-a-0002,3.539500,3.858750,the,I,qy,u-1-2
sw4177A-ms98-a-0002,3.858750,4.278750,sources,I,qy,u-1-2
sw4177A-ms98-a-0002,4.278750,4.408750,that,I,qy,u-1-2
sw4177A-ms98-a-0002,4.408750,4.558750,you,I,qy,u-1-2
sw4177A-ms98-a-0002,4.558750,4.828750,have,I,qy,u-1-2
sw4177A-ms98-a-0004,15.981875,16.031375,do,B,qy,u-3-1
sw4177A-ms98-a-0004,16.031375,16.111375,you,I,qy,u-3-1
sw4177A-ms98-a-0004,16.111375,16.361375,watch,I,qy,u-3-1
sw4177A-ms98-a-0004,16.361375,16.411375,a,I,qy,u-3-1
sw4177A-ms98-a-0004,16.411375,16.591375,lot,I,qy,u-3-1
sw4177A-ms98-a-0004,16.591375,16.671375,of,I,qy,u-3-1
sw4177A-ms98-a-0004,16.671375,17.051375,TV,I,qy,u-3-1
sw4177A-ms98-a-0004,17.051375,17.181375,to,I,qy,u-3-1
sw4177A-ms98-a-0004,17.181375,17.361375,get,I,qy,u-3-1
sw4177A-ms98-a-0004,17.361375,17.451375,the,I,qy,u-3-1
sw4177A-ms98-a-0004,17.451375,17.691375,news,I,qy,u-3-1
sw4177A-ms98-a-0004,17.691375,17.918000,then,I,qy,u-3-1
sw4177A-ms98-a-0006,24.127250,24.447250,um,B,%,u-5-1
sw4177A-ms98-a-0008,26.075875,26.232375,well,B,sd,u-7-1
sw4177A-ms98-a-0008,26.232375,26.332375,i,I,sd,u-7-1
sw4177A-ms98-a-0008,26.332375,26.569625,read,I,sd,u-7-1
sw4177A-ms98-a-0008,26.824375,27.165250,um,I,sd,u-7-1
sw4177A-ms98-a-0008,27.323375,27.432375,i,B,sd,u-7-2
sw4177A-ms98-a-0008,27.432375,27.582375,get,I,sd,u-7-2
sw4177A-ms98-a-0008,27.582375,27.632375,a,I,sd,u-7-2
sw4177A-ms98-a-0008,27.632375,27.872375,bunch,I,sd,u-7-2
sw4177A-ms98-a-0008,27.872375,27.932375,of,I,sd,u-7-2
sw4177A-ms98-a-0008,27.932375,28.272375,different,I,sd,u-7-2
sw4177A-ms98-a-0008,28.272375,28.602375,things,I,sd,u-7-2
sw4177A-ms98-a-0008,28.602375,28.682375,i,B,sd,u-7-3
sw4177A-ms98-a-0008,28.682375,28.832375,get,I,sd,u-7-3
sw4177A-ms98-a-0008,28.832375,28.892375,a,I,sd,u-7-3
sw4177A-ms98-a-0008,28.892375,29.402375,newspaper,I,sd,u-7-3
sw4177A-ms98-a-0008,29.402375,29.572375,every,I,sd,u-7-3
sw4177A-ms98-a-0008,29.572375,29.959000,day,I,sd,u-7-3
sw4177A-ms98-a-0008,30.145625,30.330125,and,B,sd,u-7-4
