sw3203A-ms98-a-0001,0.070000,0.400000,ready,O,,
sw3203A-ms98-a-0002,1.077625,1.337625,what,B,qw,u-3-1
sw3203A-ms98-a-0002,1.337625,1.547625,type,I,qw,u-3-1
sw3203A-ms98-a-0002,1.567625,1.647625,of,I,qw,u-3-1
sw3203A-ms98-a-0002,1.647625,1.877625,home,I,qw,u-3-1
sw3203A-ms98-a-0002,1.877625,1.937625,do,I,qw,u-3-1
sw3203A-ms98-a-0002,1.937625,2.097625,you,I,qw,u-3-1
sw3203A-ms98-a-0002,2.097625,2.377625,have,I,qw,u-3-1
sw3203A-ms98-a-0002,2.377625,2.507625,in,I,qw,u-3-1
sw3203A-ms98-a-0002,2.507625,2.907625,Dallas,I,qw,u-3-1
sw3203A-ms98-a-0004,10.044875,10.494875,uh-huh,B,b,u-5-1
sw3203A-ms98-a-0006,19.393625,19.603625,oh,B,ba,u-7-1
sw3203A-ms98-a-0006,19.673625,20.083625,good,I,ba,u-7-1
sw3203A-ms98-a-0006,20.103625,21.033625,[laughter],O,,
sw3203A-ms98-a-0008,22.504125,22.674125,and,B,qy^d,u-9-1
sw3203A-ms98-a-0008,22.674125,22.844125,it's,I,qy^d,u-9-1
sw3203A-ms98-a-0008,22.844125,23.314125,probably,I,qy^d,u-9-1
sw3203A-ms98-a-0008,23.314125,23.834125,typical,I,qy^d,u-9-1
sw3203A-ms98-a-0008,23.834125,23.994125,of,I,qy^d,u-9-1
sw3203A-ms98-a-0008,24.024125,24.134125,your,I,qy^d,u-9-1
sw3203A-ms98-a-0008,24.134125,25.034125,neighborhood,I,qy^d,u-9-1
sw3203A-ms98-a-0010,28.293250,28.513250,i'm,B,sd,u-11-1
sw3203A-ms98-a-0010,28.513250,28.653250,in,I,sd,u-11-1
sw3203A-ms98-a-0010,28.653250,29.253250,Plano,I,sd,u-11-1
sw3203A-ms98-a-0010,29.253250,29.633250,just,I,sd,u-11-1
sw3203A-ms98-a-0010,29.633250,30.033250,you,I,sd,u-11-1
sw3203A-ms98-a-0010,30.033250,30.173250,know,I,sd,u-11-1
sw3203A-ms98-a-0010,30.173250,30.553250,north,I,sd,u-11-1
sw3203A-ms98-a-0010,30.553250,30.703250,of,I,sd,u-11-1
sw3203A-ms98-a-0010,30.703250,30.863250,where,I,sd,u-11-1
sw3203A-ms98-a-0010,30.863250,31.113250,you,I,sd,u-11-1
sw3203A-ms98-a-0010,31.113250,31.263250,live,I,sd,u-11-1
sw3203A-ms98-a-0011,32.044375,33.194375,and,B,sd,u-13-1
sw3203A-ms98-a-0011,33.194375,33.364375,uh,I,sd,u-13-1
