sw2994B-ms98-a-0002,0.763250,1.022500,okay,B,o,u-1-1
sw2994B-ms98-a-0002,1.022500,1.182500,have,B,qy,u-1-2
sw2994B-ms98-a-0002,1.182500,1.272500,you,I,qy,u-1-2
sw2994B-ms98-a-0002,1.272500,2.032500,participated,I,qy,u-1-2
sw2994B-ms98-a-0002,2.032500,2.282500,in,I,qy,u-1-2
sw2994B-ms98-a-0002,2.282500,2.892500,anything,I,qy,u-1-2
sw2994B-ms98-a-0002,2.892500,3.092500,like,I,qy,u-1-2
sw2994B-ms98-a-0002,3.092500,3.532750,that,I,qy,u-1-2
sw2994B-ms98-a-0004,11.091125,11.463125,um-hum,B,b,u-3-1
sw2994B-ms98-a-0004,12.242875,12.401000,uh,B,sd,u-3-2
sw2994B-ms98-a-0004,12.401000,12.654750,we,I,sd,u-3-2
sw2994B-ms98-a-0004,13.099875,13.229000,we,I,sd,u-3-2
sw2994B-ms98-a-0004,13.229000,13.343375,have,I,sd,u-3-2
sw2994B-ms98-a-0004,13.343375,13.383375,a,I,sd,u-3-2
sw2994B-ms98-a-0004,13.383375,13.613375,pretty,I,sd,u-3-2
sw2994B-ms98-a-0004,13.613375,13.893375,nice,I,sd,u-3-2
sw2994B-ms98-a-0004,13.893375,14.503375,recycling,I,sd,u-3-2
sw2994B-ms98-a-0004,14.503375,15.073375,center,I,sd,u-3-2
sw2994B-ms98-a-0004,15.073375,15.183375,uh,I,sd,u-3-2
sw2994B-ms98-a-0004,15.183375,15.263375,in,I,sd,u-3-2
sw2994B-ms98-a-0004,15.263375,15.383375,our,I,sd,u-3-2
sw2994B-ms98-a-0004,15.383375,15.663375,city,I,sd,u-3-2
sw2994B-ms98-a-0004,15.663375,16.083375,now,I,sd,u-3-2
sw2994B-ms98-a-0004,16.083375,16.223375,and,B,sd,u-3-3
sw2994B-ms98-a-0004,16.223375,16.313375,we,I,sd,u-3-3
sw2994B-ms98-a-0004,16.313375,16.795875,take,I,sd,u-3-3
sw2994B-ms98-a-0004,17.527500,17.593375,the,I,sd,u-3-3
sw2994B-ms98-a-0004,17.593375,18.693375,newspapers,I,sd,u-3-3
sw2994B-ms98-a-0004,18.943375,19.509750,and,I,sd,u-3-3
sw2994B-ms98-a-0004,19.709375,20.213375,plastic,I,sd,u-3-3
sw2994B-ms98-a-0004,20.213375,20.363375,and,I,sd,u-3-3
sw2994B-ms98-a-0004,20.363375,20.827750,glass,I,sd,u-3-3
sw2994B-ms98-a-0005,21.773125,21.925750,up,I,sd,u-3-3
sw2994B-ms98-a-0005,21.925750,22.486500,there,I,sd,u-3-3
sw2994B-ms98-a-0005,23.230375,23.508125,they're,B,sd,u-3-4
sw2994B-ms98-a-0005,23.508125,23.837000,open,I,sd,u-3-4
sw2994B-ms98-a-0005,23.837000,24.037000,like,I,sd,u-3-4
sw2994B-ms98-a-0005,24.037000,24.187000,two,I,sd,u-3-4
sw2994B-ms98-a-0005,24.187000,24.457000,days,I,sd,u-3-4
sw2994B-ms98-a-0005,24.457000,24.547000,a,I,sd,u-3-4
sw2994B-ms98-a-0005,24.547000,24.887000,week,I,sd,u-3-4
sw2994B-ms98-a-0005,24.887000,25.027000,and,B,sd,u-3-5
sw2994B-ms98-a-0005,25.027000,25.087000,you,I,sd,u-3-5
sw2994B-ms98-a-0005,25.087000,25.187000,can,I,sd,u-3-5
sw2994B-ms98-a-0005,25.187000,25.377000,just,I,sd,u-3-5
sw2994B-ms98-a-0005,25.377000,25.557000,take,I,sd,u-3-5
sw2994B-ms98-a-0005,25.557000,25.657000,it,I,sd,u-3-5
sw2994B-ms98-a-0005,25.657000,25.807000,up,I,sd,u-3-5
sw2994B-ms98-a-0005,25.807000,25.917000,there,I,sd,u-3-5
sw2994B-ms98-a-0005,25.917000,26.027000,and,I,sd,u-3-5
sw2994B-ms98-a-0005,26.027000,26.277000,drop,I,sd,u-3-5
sw2994B-ms98-a-0005,26.277000,26.387000,it,I,sd,u-3-5
sw2994B-ms98-a-0005,26.387000,26.692250,off,I,sd,u-3-5
sw2994B-ms98-a-0005,27.370250,27.537000,it's,B,sd,u-5-1
sw2994B-ms98-a-0005,27.537000,27.747000,kind,I,sd,u-5-1
sw2994B-ms98-a-0005,27.747000,27.807000,of,I,sd,u-5-1
sw2994B-ms98-a-0005,27.807000,28.077000,fun,I,sd,u-5-1
