sw3665B-ms98-a-0003,14.129750,14.871250,right,B,b,u-2-1
sw3665B-ms98-a-0005,26.238625,27.202125,[laughter],O,,
sw3665B-ms98-a-0007,38.230000,38.475500,i,B,sd,u-6-1
sw3665B-ms98-a-0007,38.475500,38.714875,li[ke]-,I,sd,u-6-1
sw3665B-ms98-a-0007,38.714875,38.974875,i,I,sd,u-6-1
sw3665B-ms98-a-0007,38.974875,39.244875,have,I,sd,u-6-1
sw3665B-ms98-a-0007,39.244875,39.314875,a,I,sd,u-6-1
sw3665B-ms98-a-0007,39.314875,39.944875,few,I,sd,u-6-1
sw3665B-ms98-a-0007,40.747875,40.894875,you,I,sd,u-6-1
sw3665B-ms98-a-0007,40.894875,40.964875,know,I,sd,u-6-1
sw3665B-ms98-a-0007,40.964875,41.544875,favorite,I,sd,u-6-1
sw3665B-ms98-a-0007,41.544875,41.884875,shows,I,sd,u-6-1
sw3665B-ms98-a-0007,41.884875,42.014875,that,I,sd,u-6-1
sw3665B-ms98-a-0007,42.014875,42.074875,i,I,sd,u-6-1
sw3665B-ms98-a-0007,42.074875,42.434875,try,I,sd,u-6-1
sw3665B-ms98-a-0007,42.434875,42.704875,not,I,sd,u-6-1
sw3665B-ms98-a-0007,42.704875,42.864875,to,I,sd,u-6-1
sw3665B-ms98-a-0007,42.864875,43.423750,miss,I,sd,u-6-1
sw3665B-ms98-a-0007,43.653500,43.830125,L,B,sd,u-8-1
sw3665B-ms98-a-0007,43.830125,43.992000,A,I,sd,u-8-1
sw3665B-ms98-a-0007,43.992000,44.294875,Law,I,sd,u-8-1
sw3665B-ms98-a-0007,44.294875,44.484875,is,I,sd,u-8-1
sw3665B-ms98-a-0007,44.484875,44.754875,one,I,sd,u-8-1
sw3665B-ms98-a-0007,44.754875,44.928125,of,I,sd,u-8-1
sw3665B-ms98-a-0007,44.928125,45.169250,them,I,sd,u-8-1
sw3665B-ms98-a-0007,45.626250,45.882375,although,B,sd,u-10-1
sw3665B-ms98-a-0007,45.882375,46.154875,this,I,sd,u-10-1
sw3665B-ms98-a-0007,46.154875,46.597375,year's,I,sd,u-10-1
sw3665B-ms98-a-0008,47.240625,47.507000,it's,I,sd,u-10-1
sw3665B-ms98-a-0008,47.507000,47.586500,a,I,sd,u-10-1
sw3665B-ms98-a-0008,47.586500,47.786500,little,I,sd,u-10-1
sw3665B-ms98-a-0008,47.786500,48.196500,easier,I,sd,u-10-1
sw3665B-ms98-a-0008,48.196500,48.356500,to,I,sd,u-10-1
sw3665B-ms98-a-0008,48.356500,48.866500,miss,I,sd,u-10-1
sw3665B-ms98-a-0008,48.866500,49.006500,than,I,sd,u-10-1
sw3665B-ms98-a-0008,49.006500,49.496500,last,I,sd,u-10-1
sw3665B-ms98-a-0008,49.496500,49.872875,year,I,sd,u-10-1
sw3665B-ms98-a-0008,50.684500,50.849875,with,B,+,u-12-1
sw3665B-ms98-a-0008,50.849875,50.966625,the,I,+,u-12-1
sw3665B-ms98-a-0008,50.966625,51.166500,new,I,+,u-12-1
sw3665B-ms98-a-0008,51.166500,51.726500,cast,I,+,u-12-1
sw3665B-ms98-a-0008,51.726500,51.856500,and,I,+,u-12-1
sw3665B-ms98-a-0008,51.856500,52.526500,everything,I,+,u-12-1
sw3665B-ms98-a-0008,52.526500,52.665125,an[d]-,O,,
sw3665B-ms98-a-0009,53.599500,54.457875,right,B,b,u-14-1
sw3665B-ms98-a-0009,55.098750,55.649500,and,B,sd,u-14-2
sw3665B-ms98-a-0009,55.649500,55.868000,uh,I,sd,u-14-2
sw3665B-ms98-a-0009,56.278625,56.419500,i,I,sd,u-14-2
sw3665B-ms98-a-0009,56.419500,56.651000,like,I,sd,u-14-2
sw3665B-ms98-a-0009,56.752625,57.125375,Rosie,I,sd,u-14-2
sw3665B-ms98-a-0009,57.125375,57.755750,O'Neil,O,,
sw3665B-ms98-a-0011,59.596125,59.686125,The,B,sd,u-16-1
sw3665B-ms98-a-0011,59.686125,60.226125,Trials,I,sd,u-16-1
sw3665B-ms98-a-0011,60.226125,60.326125,of,I,sd,u-16-1
sw3665B-ms98-a-0011,60.326125,60.656125,Rosie,I,sd,u-16-1
sw3665B-ms98-a-0011,60.656125,60.996125,O'Neil,I,sd,u-16-1
sw3665B-ms98-a-0011,60.996125,61.116125,with,I,sd,u-16-1
sw3665B-ms98-a-0011,61.116125,61.576125,Sharon,I,sd,u-16-1
sw3665B-ms98-a-0011,61.576125,62.196125,Gleese,O,,
sw3665B-ms98-a-0012,62.931250,63.220125,sh[e]-,O,,
sw3665B-ms98-a-0014,65.094875,65.354875,it's,B,sv,u-20-1
sw3665B-ms98-a-0014,65.354875,65.594875,very,I,sv,u-20-1
sw3665B-ms98-a-0014,65.594875,65.894875,good,I,sv,u-20-1
sw3665B-ms98-a-0014,65.894875,66.174875,it,B,sv,u-20-2
sw3665B-ms98-a-0014,66.174875,66.415375,it's,I,sv,u-20-2
sw3665B-ms98-a-0014,67.045625,67.794875,probably,I,sv,u-20-2
sw3665B-ms98-a-0014,67.794875,68.124875,very,I,sv,u-20-2
sw3665B-ms98-a-0014,68.124875,68.374875,much,I,sv,u-20-2
sw3665B-ms98-a-0014,68.374875,68.454875,a,I,sv,u-20-2
sw3665B-ms98-a-0014,68.454875,69.064875,woman's,I,sv,u-20-2
sw3665B-ms98-a-0014,69.064875,69.348250,mo[vie]-,I,sv,u-20-2
sw3665B-ms98-a-0014,69.772375,69.889125,uh,I,sv,u-20-2
sw3665B-ms98-a-0014,69.889125,70.437125,show,I,sv,u-20-2
sw3665B-ms98-a-0015,71.387000,71.787000,but,B,sd,u-22-1
sw3665B-ms98-a-0015,71.787000,72.078000,uh,I,sd,u-22-1
sw3665B-ms98-a-0015,72.552500,72.717000,and,I,sd,u-22-1
sw3665B-ms98-a-0015,72.717000,72.887000,then,I,sd,u-22-1
sw3665B-ms98-a-0015,72.887000,73.127000,there's,I,sd,u-22-1
sw3665B-ms98-a-0015,73.127000,73.227000,a,I,sd,u-22-1
sw3665B-ms98-a-0015,73.227000,73.797000,new,I,sd,u-22-1
sw3665B-ms98-a-0015,73.797000,74.647000,sitcom,I,sd,u-22-1
sw3665B-ms98-a-0015,74.647000,74.957000,on,I,sd,u-22-1
sw3665B-ms98-a-0015,74.957000,75.167000,that,I,sd,u-22-1
sw3665B-ms98-a-0015,75.167000,75.425625,is,I,sd,u-22-1
sw3665B-ms98-a-0015,75.610125,76.027000,Tim,I,sd,u-22-1
sw3665B-ms98-a-0015,76.027000,76.688500,Allen's,I,sd,u-22-1
sw3665B-ms98-a-0015,76.827875,77.117000,uh,I,sd,u-22-1
sw3665B-ms98-a-0015,77.117000,77.344000,what,I,sd,u-22-1
sw3665B-ms98-a-0015,78.417375,78.727000,is,I,sd,u-22-1
sw3665B-ms98-a-0015,78.727000,78.987000,it,I,sd,u-22-1
sw3665B-ms98-a-0015,78.987000,79.127000,uh,I,sd,u-22-1
sw3665B-ms98-a-0015,79.127000,80.037000,Handyman,I,sd,u-22-1
sw3665B-ms98-a-0015,80.627000,80.897000,that's,B,^h,u-22-2
sw3665B-ms98-a-0015,80.897000,81.177000,not,I,^h,u-22-2
sw3665B-ms98-a-0015,81.177000,81.567000,what,I,^h,u-22-2
sw3665B-ms98-a-0015,81.567000,81.787000,uh,I,^h,u-22-2
sw3665B-ms98-a-0015,81.917000,82.157000,Home,B,sd,u-22-3
sw3665B-ms98-a-0015,82.157000,82.964875,Improvement,I,sd,u-22-3
sw3665B-ms98-a-0017,85.121625,85.361625,it's,B,qy^g,u-24-1
sw3665B-ms98-a-0017,85.361625,86.211625,hysterical,I,qy^g,u-24-1
sw3665B-ms98-a-0017,86.211625,86.561625,isn't,I,qy^g,u-24-1
sw3665B-ms98-a-0017,86.561625,86.751625,it,I,qy^g,u-24-1
sw3665B-ms98-a-0017,86.751625,88.483500,[laughter],O,,
sw3665B-ms98-a-0017,88.892750,89.091625,did,B,qy,u-28-1
sw3665B-ms98-a-0017,89.091625,89.231625,you,I,qy,u-28-1
sw3665B-ms98-a-0017,89.231625,89.628375,catch,I,qy,u-28-1
sw3665B-ms98-a-0017,89.628375,89.733875,the,I,qy,u-28-1
sw3665B-ms98-a-0017,89.733875,90.710625,Christmas,I,qy,u-28-1
sw3665B-ms98-a-0017,90.710625,91.349000,[laughter],O,,
sw3665B-ms98-a-0019,93.520500,93.714875,i,B,sv,u-30-1
sw3665B-ms98-a-0019,93.714875,93.938625,thought,I,sv,u-30-1
sw3665B-ms98-a-0019,93.938625,94.038625,it,I,sv,u-30-1
sw3665B-ms98-a-0019,94.038625,94.168625,was,I,sv,u-30-1
sw3665B-ms98-a-0019,94.548625,94.668625,you,I,sv,u-30-1
sw3665B-ms98-a-0019,94.668625,94.778625,know,I,sv,u-30-1
sw3665B-ms98-a-0019,94.778625,94.918625,and,B,sv,u-30-2
sw3665B-ms98-a-0019,94.918625,95.028625,it,I,sv,u-30-2
sw3665B-ms98-a-0019,95.028625,95.248625,had,I,sv,u-30-2
sw3665B-ms98-a-0019,95.248625,95.488625,such,I,sv,u-30-2
sw3665B-ms98-a-0019,95.488625,95.628625,a,I,sv,u-30-2
