sw3676A-ms98-a-0002,0.507625,0.937625,what,B,qw,u-1-1
sw3676A-ms98-a-0002,0.937625,1.147625,kind,I,qw,u-1-1
sw3676A-ms98-a-0002,1.147625,1.207625,of,I,qw,u-1-1
sw3676A-ms98-a-0002,1.207625,1.567625,movies,I,qw,u-1-1
sw3676A-ms98-a-0002,1.567625,1.777625,have,I,qw,u-1-1
sw3676A-ms98-a-0002,1.777625,1.937625,you,I,qw,u-1-1
sw3676A-ms98-a-0002,1.937625,2.237625,been,I,qw,u-1-1
sw3676A-ms98-a-0002,2.237625,2.637625,seeing,I,qw,u-1-1
sw3676A-ms98-a-0002,2.637625,2.967625,lately,I,qw,u-1-1
sw3676A-ms98-a-0004,15.903375,16.063375,oh,B,sd,u-3-1
sw3676A-ms98-a-0004,16.063375,16.203375,it's,I,sd,u-3-1
sw3676A-ms98-a-0004,16.203375,16.313375,an,I,sd,u-3-1
sw3676A-ms98-a-0004,16.313375,16.693375,excellent,I,sd,u-3-1
sw3676A-ms98-a-0004,16.693375,17.093375,movie,I,sd,u-3-1
sw3676A-ms98-a-0006,23.138500,23.618500,Silence,B,b^m,u-5-1
sw3676A-ms98-a-0006,23.618500,23.688500,of,I,b^m,u-5-1
sw3676A-ms98-a-0006,23.688500,23.758500,the,I,b^m,u-5-1
sw3676A-ms98-a-0006,23.758500,24.325375,Lambs,I,b^m,u-5-1
sw3676A-ms98-a-0007,25.681750,25.851750,what,B,qw,u-7-1
sw3676A-ms98-a-0007,25.851750,26.141750,was,I,qw,u-7-1
sw3676A-ms98-a-0007,26.141750,26.361750,that,I,qw,u-7-1
sw3676A-ms98-a-0007,26.361750,26.832625,anyway,I,qw,u-7-1
sw3676A-ms98-a-0007,27.299625,27.441750,because_1,O,,
sw3676A-ms98-a-0007,27.441750,27.529000,i,O,,
sw3676A-ms98-a-0007,27.529000,27.634500,didn't,O,,
sw3676A-ms98-a-0007,27.634500,27.695250,get,O,,
sw3676A-ms98-a-0007,27.695250,27.743250,a,O,,
sw3676A-ms98-a-0007,27.743250,28.042125,chance,O,,
sw3676A-ms98-a-0007,28.042125,28.124750,to,O,,
sw3676A-ms98-a-0007,28.124750,28.209750,see,O,,
sw3676A-ms98-a-0007,28.209750,28.327375,it,O,,
sw3676A-ms98-a-0009,35.299625,35.966750,okay,B,bk,u-9-1
sw3676A-ms98-a-0011,47.379250,47.869250,um-hum,B,b,u-11-1
sw3676A-ms98-a-0013,50.445500,50.665500,let's,B,^h,u-11-2
sw3676A-ms98-a-0013,50.665500,50.865500,see,I,^h,u-11-2
sw3676A-ms98-a-0013,50.865500,51.045500,who,B,t1,u-11-3
sw3676A-ms98-a-0013,51.045500,51.215500,was,I,t1,u-11-3
sw3676A-ms98-a-0013,51.215500,51.375500,in,I,t1,u-11-3
sw3676A-ms98-a-0013,51.375500,51.796875,Fisher,I,t1,u-11-3
sw3676A-ms98-a-0013,51.796875,52.205500,King,I,t1,u-11-3
sw3676A-ms98-a-0014,53.116750,53.266750,that,B,sd,u-11-4
sw3676A-ms98-a-0014,53.266750,53.516750,was,I,sd,u-11-4
sw3676A-ms98-a-0014,53.516750,54.066750,um,I,sd,u-11-4
sw3676A-ms98-a-0015,55.162625,55.442625,Robin,I,sd,u-11-4
sw3676A-ms98-a-0015,55.442625,55.932625,Williams,I,sd,u-11-4
sw3676A-ms98-a-0015,55.932625,56.202625,and,B,sd,u-11-5
sw3676A-ms98-a-0015,56.202625,56.625500,uh,I,sd,u-11-5
sw3676A-ms98-a-0016,57.625750,57.885750,and,B,+,u-13-1
sw3676A-ms98-a-0016,57.885750,58.213750,um,I,+,u-13-1
sw3676A-ms98-a-0016,58.831375,58.925750,i,I,+,u-13-1
sw3676A-ms98-a-0016,58.925750,59.115750,can't,I,+,u-13-1
sw3676A-ms98-a-0016,59.115750,59.255750,say,I,+,u-13-1
sw3676A-ms98-a-0016,59.255750,59.375750,the,I,+,u-13-1
sw3676A-ms98-a-0016,59.375750,59.475750,other,I,+,u-13-1
sw3676A-ms98-a-0016,59.475750,59.815750,fellow's,I,+,u-13-1
sw3676A-ms98-a-0016,59.815750,60.125750,name,I,+,u-13-1
sw3676A-ms98-a-0018,62.589375,62.849375,uh,B,sd,u-15-1
sw3676A-ms98-a-0018,62.849375,63.069375,we've,I,sd,u-15-1
sw3676A-ms98-a-0018,63.069375,63.319375,not,I,sd,u-15-1
sw3676A-ms98-a-0018,63.319375,63.789375,been,I,sd,u-15-1
sw3676A-ms98-a-0018,64.289375,64.609375,having,I,sd,u-15-1
sw3676A-ms98-a-0018,64.609375,64.839375,many,I,sd,u-15-1
sw3676A-ms98-a-0018,64.839375,65.379375,[laughter-opportunities],I,sd,u-15-1
sw3676A-ms98-a-0018,65.379375,65.491000,to,I,sd,u-15-1
sw3676A-ms98-a-0018,65.491000,65.629375,see,I,sd,u-15-1
sw3676A-ms98-a-0018,65.629375,65.989375,movies,I,sd,u-15-1
sw3676A-ms98-a-0018,65.989375,66.538750,lately,I,sd,u-15-1
sw3676A-ms98-a-0018,67.122500,67.789375,um,B,sd,u-15-2
sw3676A-ms98-a-0018,67.789375,67.959375,we,I,sd,u-15-2
sw3676A-ms98-a-0018,67.959375,68.199375,really,I,sd,u-15-2
sw3676A-ms98-a-0018,68.199375,68.779375,enjoyed,I,sd,u-15-2
sw3676A-ms98-a-0018,68.779375,69.109375,um,I,sd,u-15-2
sw3676A-ms98-a-0019,70.072125,70.266500,Dead,I,sd,u-15-2
sw3676A-ms98-a-0019,70.266500,70.576500,Poet's,I,sd,u-15-2
sw3676A-ms98-a-0019,70.576500,71.146500,Society,I,sd,u-15-2
sw3676A-ms98-a-0021,72.950125,73.510125,um,B,sd,u-17-1
sw3676A-ms98-a-0021,73.510125,74.360125,several,I,sd,u-17-1
