sw4814A-ms98-a-0003,3.716125,4.264875,um-hum,B,b,u-2-1
sw4814A-ms98-a-0005,17.928375,18.348375,uh-huh,B,b,u-4-1
sw4814A-ms98-a-0007,26.526250,26.926250,uh-huh,B,b,u-6-1
sw4814A-ms98-a-0009,37.011375,37.251375,huh,I,b,u-6-1
sw4814A-ms98-a-0010,38.466875,38.666875,yeah,B,b,u-10-1
sw4814A-ms98-a-0010,38.666875,38.756875,i,B,sd,u-10-2
sw4814A-ms98-a-0010,38.756875,38.916875,have,I,sd,u-10-2
sw4814A-ms98-a-0010,38.916875,39.136875,not,I,sd,u-10-2
sw4814A-ms98-a-0010,39.136875,39.396875,even,I,sd,u-10-2
sw4814A-ms98-a-0010,39.396875,39.745500,heard,I,sd,u-10-2
sw4814A-ms98-a-0010,39.745500,39.884875,uh,I,sd,u-10-2
sw4814A-ms98-a-0010,39.884875,40.136875,believe,I,sd,u-10-2
sw4814A-ms98-a-0010,40.136875,40.226875,it,I,sd,u-10-2
sw4814A-ms98-a-0010,40.226875,40.296875,or,I,sd,u-10-2
sw4814A-ms98-a-0010,40.296875,40.586875,not,I,sd,u-10-2
sw4814A-ms98-a-0010,40.746875,41.008000,of,I,sd,u-10-2
sw4814A-ms98-a-0010,41.286625,41.466875,that,I,sd,u-10-2
sw4814A-ms98-a-0010,41.466875,41.871750,person,I,sd,u-10-2
sw4814A-ms98-a-0010,42.195750,42.324000,i'm,B,sd,u-12-1
sw4814A-ms98-a-0010,42.324000,42.526875,not,I,sd,u-12-1
sw4814A-ms98-a-0010,42.526875,42.836875,kidding,I,sd,u-12-1
sw4814A-ms98-a-0010,42.836875,42.976875,when,B,sd,u-12-2
sw4814A-ms98-a-0010,42.976875,43.193750,you,I,sd,u-12-2
sw4814A-ms98-a-0010,43.295500,43.426875,when,I,sd,u-12-2
sw4814A-ms98-a-0010,43.426875,43.516875,you,I,sd,u-12-2
sw4814A-ms98-a-0010,43.516875,43.746875,said,I,sd,u-12-2
sw4814A-ms98-a-0010,43.746875,43.806875,it,I,sd,u-12-2
sw4814A-ms98-a-0010,43.806875,43.886875,it,I,sd,u-12-2
sw4814A-ms98-a-0010,43.886875,44.056875,was,I,sd,u-12-2
sw4814A-ms98-a-0010,44.056875,44.236875,kind,I,sd,u-12-2
sw4814A-ms98-a-0010,44.236875,44.336875,of,I,sd,u-12-2
sw4814A-ms98-a-0010,44.336875,44.526875,like,I,sd,u-12-2
sw4814A-ms98-a-0010,44.526875,44.676875,a,I,sd,u-12-2
sw4814A-ms98-a-0010,44.676875,45.366875,surprise,I,sd,u-12-2
sw4814A-ms98-a-0011,46.628750,47.044375,yeah,B,aa,u-14-1
sw4814A-ms98-a-0011,47.044375,47.247750,i,B,sv@,u-14-2
sw4814A-ms98-a-0011,47.247750,47.568750,think,I,sv@,u-14-2
sw4814A-ms98-a-0011,47.568750,47.968750,mainly,I,sv@,u-14-2
sw4814A-ms98-a-0011,47.968750,48.258750,because,I,sv@,u-14-2
sw4814A-ms98-a-0011,48.258750,48.338750,i,I,sv@,u-14-2
sw4814A-ms98-a-0011,48.338750,48.648750,haven't,I,sv@,u-14-2
sw4814A-ms98-a-0011,48.648750,48.858750,been,I,sv@,u-14-2
sw4814A-ms98-a-0011,48.858750,49.518750,watching,I,sv@,u-14-2
sw4814A-ms98-a-0011,49.518750,49.888750,what's,I,sv@,u-14-2
sw4814A-ms98-a-0011,49.888750,50.538750,politically,I,sv@,u-14-2
sw4814A-ms98-a-0011,50.538750,50.988750,going,I,sv@,u-14-2
sw4814A-ms98-a-0011,50.988750,51.338750,on,I,sv@,u-14-2
sw4814A-ms98-a-0011,51.468750,51.853250,um,B,+@,u-16-1
sw4814A-ms98-a-0011,52.297750,52.468750,in,I,+@,u-16-1
sw4814A-ms98-a-0011,52.468750,52.756375,that,I,+@,u-16-1
sw4814A-ms98-a-0011,52.893125,53.179375,a[t]-,I,+@,u-16-1
sw4814A-ms98-a-0011,53.288750,53.368750,you,I,+@,u-16-1
sw4814A-ms98-a-0011,53.368750,53.598750,know,I,+@,u-16-1
sw4814A-ms98-a-0012,54.504125,54.654125,in,I,+@,u-16-1
sw4814A-ms98-a-0012,54.654125,54.864125,that,I,+@,u-16-1
sw4814A-ms98-a-0012,55.104125,55.786250,aspect,I,+@,u-16-1
sw4814A-ms98-a-0012,55.786250,56.185500,uh,O,,
sw4814A-ms98-a-0012,56.185500,56.494125,as,B,%,u-16-3
sw4814A-ms98-a-0012,56.494125,56.664125,far,I,%,u-16-3
sw4814A-ms98-a-0012,56.664125,56.794125,as,I,%,u-16-3
sw4814A-ms98-a-0012,56.794125,57.084125,like,B,sd,u-16-4
sw4814A-ms98-a-0012,57.084125,57.284125,now,I,sd,u-16-4
sw4814A-ms98-a-0012,57.284125,57.384125,the,I,sd,u-16-4
sw4814A-ms98-a-0012,57.384125,57.574125,new,I,sd,u-16-4
sw4814A-ms98-a-0012,57.574125,57.793250,health,I,sd,u-16-4
sw4814A-ms98-a-0012,57.891125,58.194125,bill,I,sd,u-16-4
sw4814A-ms98-a-0012,58.194125,58.384125,that,I,sd,u-16-4
sw4814A-ms98-a-0012,58.384125,58.544125,went,I,sd,u-16-4
sw4814A-ms98-a-0012,58.544125,58.664125,through,I,sd,u-16-4
sw4814A-ms98-a-0012,58.664125,59.591875,Minnesota,I,sd,u-16-4
sw4814A-ms98-a-0012,59.859250,60.074125,uh,I,sd,u-16-4
sw4814A-ms98-a-0012,60.074125,60.334125,being,I,sd,u-16-4
sw4814A-ms98-a-0012,60.334125,60.494125,that,I,sd,u-16-4
sw4814A-ms98-a-0012,60.494125,60.634125,it,I,sd,u-16-4
sw4814A-ms98-a-0012,60.634125,60.824125,is,I,sd,u-16-4
sw4814A-ms98-a-0012,60.824125,60.934125,their,I,sd,u-16-4
sw4814A-ms98-a-0012,60.934125,61.406125,neighboring,I,sd,u-16-4
sw4814A-ms98-a-0012,61.545375,61.764125,state,I,sd,u-16-4
sw4814A-ms98-a-0012,61.764125,61.874125,and,I,sd,u-16-4
sw4814A-ms98-a-0012,61.874125,61.994125,that,I,sd,u-16-4
sw4814A-ms98-a-0012,61.994125,62.024125,i,I,sd,u-16-4
sw4814A-ms98-a-0012,62.024125,62.284125,lived,I,sd,u-16-4
sw4814A-ms98-a-0012,62.284125,62.394125,in,I,sd,u-16-4
sw4814A-ms98-a-0012,62.394125,62.854125,Minnesota,I,sd,u-16-4
sw4814A-ms98-a-0012,62.854125,62.994125,and,I,sd,u-16-4
sw4814A-ms98-a-0012,62.994125,63.359750,more,I,sd,u-16-4
sw4814A-ms98-a-0012,63.781500,64.214125,familiar,I,sd,u-16-4
sw4814A-ms98-a-0012,64.214125,64.394125,with,I,sd,u-16-4
sw4814A-ms98-a-0012,64.394125,64.454125,the,I,sd,u-16-4
sw4814A-ms98-a-0012,64.454125,65.054125,politics,I,sd,u-16-4
sw4814A-ms98-a-0012,65.054125,65.254125,that,I,sd,u-16-4
sw4814A-ms98-a-0012,65.384125,65.804125,involved,I,sd,u-16-4
sw4814A-ms98-a-0012,65.804125,65.934125,with,I,sd,u-16-4
sw4814A-ms98-a-0012,65.934125,66.244125,that,I,sd,u-16-4
sw4814A-ms98-a-0012,66.244125,66.414125,and,I,sd,u-16-4
sw4814A-ms98-a-0012,66.414125,66.624125,that,I,sd,u-16-4
sw4814A-ms98-a-0012,66.844125,67.114125,being,I,sd,u-16-4
sw4814A-ms98-a-0012,67.114125,67.657750,passed,I,sd,u-16-4
sw4814A-ms98-a-0013,68.401125,68.771125,but,B,sd,u-18-1
sw4814A-ms98-a-0013,68.771125,69.149500,um,I,sd,u-18-1
sw4814A-ms98-a-0013,69.465875,69.611125,as,I,sd,u-18-1
sw4814A-ms98-a-0013,69.611125,69.811125,far,I,sd,u-18-1
sw4814A-ms98-a-0013,69.811125,69.915625,as,I,sd,u-18-1
sw4814A-ms98-a-0013,70.228250,70.981125,politics,I,sd,u-18-1
sw4814A-ms98-a-0013,70.981125,71.221125,in,I,sd,u-18-1
sw4814A-ms98-a-0013,71.221125,71.291125,the,I,sd,u-18-1
sw4814A-ms98-a-0013,71.291125,72.128625,grander,I,sd,u-18-1
sw4814A-ms98-a-0013,72.516625,72.911125,uh,I,sd,u-18-1
sw4814A-ms98-a-0014,74.279125,74.589125,part,I,sd,u-18-1
sw4814A-ms98-a-0014,74.589125,74.699125,of,I,sd,u-18-1
sw4814A-ms98-a-0014,74.699125,74.947250,it,I,sd,u-18-1
sw4814A-ms98-a-0014,74.947250,75.279125,as,I,sd,u-18-1
sw4814A-ms98-a-0014,75.279125,75.469125,if,I,sd,u-18-1
sw4814A-ms98-a-0014,75.469125,75.559125,you,I,sd,u-18-1
sw4814A-ms98-a-0014,75.559125,75.699125,want,I,sd,u-18-1
sw4814A-ms98-a-0014,75.699125,75.769125,to,I,sd,u-18-1
sw4814A-ms98-a-0014,75.769125,75.979125,look,I,sd,u-18-1
sw4814A-ms98-a-0014,75.979125,76.261875,at,I,sd,u-18-1
sw4814A-ms98-a-0014,76.371125,76.649125,uh,I,sd,u-18-1
sw4814A-ms98-a-0014,76.649125,77.339125,election,I,sd,u-18-1
sw4814A-ms98-a-0014,77.339125,77.630500,type,I,sd,u-18-1
sw4814A-ms98-a-0014,78.059875,78.561125,things,I,sd,u-18-1
sw4814A-ms98-a-0014,78.561125,78.709125,i'm,I,sd,u-18-1
sw4814A-ms98-a-0014,78.709125,78.929125,not,I,sd,u-18-1
sw4814A-ms98-a-0014,78.929125,79.127125,quite,I,sd,u-18-1
sw4814A-ms98-a-0014,79.247625,79.429125,sure,I,sd,u-18-1
sw4814A-ms98-a-0014,79.429125,79.789125,even,I,sd,u-18-1
sw4814A-ms98-a-0014,79.789125,79.909125,if,I,sd,u-18-1
sw4814A-ms98-a-0014,79.909125,80.119125,i'm,I,sd,u-18-1
sw4814A-ms98-a-0014,80.119125,80.379125,going,I,sd,u-18-1
sw4814A-ms98-a-0014,80.379125,80.489125,to,I,sd,u-18-1
sw4814A-ms98-a-0014,80.489125,81.098375,vote,I,sd,u-18-1
sw4814A-ms98-a-0014,81.098375,81.435375,uh,B,sd,u-18-2
sw4814A-ms98-a-0015,82.505625,82.725625,i[t]-,O,,
sw4814A-ms98-a-0015,82.725625,82.865625,it,B,+,u-20-1
sw4814A-ms98-a-0015,82.865625,83.045625,gets,I,+,u-20-1
sw4814A-ms98-a-0015,83.045625,83.305625,harder,I,+,u-20-1
sw4814A-ms98-a-0015,83.305625,83.415625,and,I,+,u-20-1
sw4814A-ms98-a-0015,83.415625,83.915750,harder,I,+,u-20-1
sw4814A-ms98-a-0015,83.915750,84.058125,each,I,+,u-20-1
sw4814A-ms98-a-0015,84.058125,84.400875,time,I,+,u-20-1
sw4814A-ms98-a-0015,84.400875,84.505625,an,I,+,u-20-1
sw4814A-ms98-a-0015,84.505625,85.005625,election,I,+,u-20-1
sw4814A-ms98-a-0015,85.005625,85.265625,comes,I,+,u-20-1
sw4814A-ms98-a-0015,85.265625,85.475625,up,I,+,u-20-1
sw4814A-ms98-a-0015,85.475625,85.765625,like,I,+,u-20-1
sw4814A-ms98-a-0015,85.765625,86.115625,that,I,+,u-20-1
sw4814A-ms98-a-0015,86.715625,86.795625,to,I,+,u-20-1
sw4814A-ms98-a-0015,86.795625,87.035625,make,I,+,u-20-1
sw4814A-ms98-a-0015,87.205625,87.465625,the,I,+,u-20-1
sw4814A-ms98-a-0015,87.465625,88.045625,decision,I,+,u-20-1
sw4814A-ms98-a-0015,88.045625,88.225625,on,I,+,u-20-1
sw4814A-ms98-a-0015,88.225625,88.485625,who,I,+,u-20-1
sw4814A-ms98-a-0015,88.485625,88.665625,would,I,+,u-20-1
sw4814A-ms98-a-0015,88.665625,88.805625,be,I,+,u-20-1
sw4814A-ms98-a-0015,88.805625,88.885625,the,I,+,u-20-1
sw4814A-ms98-a-0015,88.885625,89.215625,best,I,+,u-20-1
sw4814A-ms98-a-0015,89.215625,89.345625,to,I,+,u-20-1
sw4814A-ms98-a-0015,89.345625,89.674500,run,I,+,u-20-1
sw4814A-ms98-a-0015,89.970500,90.318625,um,B,o@,u-20-2
sw4814A-ms98-a-0017,94.877625,95.209500,um-hum,B,+@,u-22-1
sw4814A-ms98-a-0019,98.124875,98.514875,sure,B,b,u-24-1
sw4814A-ms98-a-0021,104.375500,105.105500,exactly,B,aa,u-26-1
sw4814A-ms98-a-0023,111.122375,111.511000,um-hum,B,b,u-28-1
sw4814A-ms98-a-0025,118.556250,118.856250,sure,B,b,u-30-1
sw4814A-ms98-a-0027,130.783875,131.163875,um-hum,B,b,u-32-1
sw4814A-ms98-a-0027,131.433875,131.793875,sure,B,b,u-32-2
