sw4108B-ms98-a-0001,0.265250,0.714000,okay,B,o,u-1-1
sw4108B-ms98-a-0003,7.500750,7.689375,well,B,sv,u-3-1
sw4108B-ms98-a-0003,7.689375,7.810375,i,I,sv,u-3-1
sw4108B-ms98-a-0003,7.810375,8.059375,think,I,sv,u-3-1
sw4108B-ms98-a-0003,8.059375,8.199375,that,I,sv,u-3-1
sw4108B-ms98-a-0003,8.199375,8.446375,it,I,sv,u-3-1
sw4108B-ms98-a-0003,8.446375,8.619375,it,I,sv,u-3-1
sw4108B-ms98-a-0003,8.619375,9.262125,varies,I,sv,u-3-1
sw4108B-ms98-a-0003,9.499500,9.752500,on,I,sv,u-3-1
sw4108B-ms98-a-0003,9.752500,9.929375,on,I,sv,u-3-1
sw4108B-ms98-a-0003,9.929375,9.999375,the,I,sv,u-3-1
sw4108B-ms98-a-0003,9.999375,10.669375,individual,I,sv,u-3-1
sw4108B-ms98-a-0003,10.669375,11.294375,basis,I,sv,u-3-1
sw4108B-ms98-a-0004,11.873125,12.625375,uh,B,sv,u-5-1
sw4108B-ms98-a-0004,12.829750,13.918375,sometimes,I,sv,u-5-1
sw4108B-ms98-a-0004,13.918375,14.295750,it,I,sv,u-5-1
sw4108B-ms98-a-0004,14.295750,14.877250,is,I,sv,u-5-1
sw4108B-ms98-a-0004,14.877250,15.227000,there's,I,sv,u-5-1
sw4108B-ms98-a-0004,15.227000,15.365125,no,I,sv,u-5-1
sw4108B-ms98-a-0004,15.365125,16.139125,alternative,I,sv,u-5-1
sw4108B-ms98-a-0004,16.671625,17.115125,uh,B,sd,u-7-1
sw4108B-ms98-a-0004,17.115125,17.345125,you,I,sd,u-7-1
sw4108B-ms98-a-0004,17.345125,17.495125,do,I,sd,u-7-1
sw4108B-ms98-a-0004,17.495125,17.685125,not,I,sd,u-7-1
sw4108B-ms98-a-0004,17.685125,18.268250,have,I,sd,u-7-1
sw4108B-ms98-a-0004,18.268250,18.704250,uh,I,sd,u-7-1
sw4108B-ms98-a-0005,20.127250,20.469375,uh,I,sd,u-7-1
sw4108B-ms98-a-0005,20.469375,20.929375,family,I,sd,u-7-1
sw4108B-ms98-a-0005,20.929375,21.690250,available,I,sd,u-7-1
sw4108B-ms98-a-0005,21.690250,22.149375,or,I,sd,u-7-1
sw4108B-ms98-a-0005,22.149375,22.569375,family,I,sd,u-7-1
sw4108B-ms98-a-0005,22.569375,22.989375,that's,I,sd,u-7-1
sw4108B-ms98-a-0005,22.989375,23.375625,uh,I,sd,u-7-1
sw4108B-ms98-a-0005,23.774875,24.009375,you,B,sd,u-7-2
sw4108B-ms98-a-0005,24.009375,24.179375,may,I,sd,u-7-2
sw4108B-ms98-a-0005,24.179375,24.329375,not,I,sd,u-7-2
sw4108B-ms98-a-0005,24.329375,24.519375,even,I,sd,u-7-2
sw4108B-ms98-a-0005,24.519375,24.712500,have,I,sd,u-7-2
