sw3156B-ms98-a-0003,33.499625,34.081625,um-hum,B,b,u-2-1
sw3156B-ms98-a-0005,60.612750,61.032250,[laughter],O,,
sw3156B-ms98-a-0006,61.888000,62.028000,and,B,bf,u-4-1
sw3156B-ms98-a-0006,62.028000,62.078000,a,I,bf,u-4-1
sw3156B-ms98-a-0006,62.078000,62.238000,lot,I,bf,u-4-1
sw3156B-ms98-a-0006,62.238000,62.318000,of,I,bf,u-4-1
sw3156B-ms98-a-0006,62.318000,62.728000,hassle,I,bf,u-4-1
sw3156B-ms98-a-0006,62.728000,62.878000,all,I,bf,u-4-1
sw3156B-ms98-a-0006,62.878000,63.088000,year,I,bf,u-4-1
sw3156B-ms98-a-0006,63.088000,63.488000,round,I,bf,u-4-1
sw3156B-ms98-a-0006,63.488000,63.648000,and,B,bf,u-4-2
sw3156B-ms98-a-0006,63.648000,64.138000,cans,I,bf,u-4-2
sw3156B-ms98-a-0006,64.138000,64.608000,laying,I,bf,u-4-2
sw3156B-ms98-a-0006,64.778000,65.108000,yeah,B,b^m,u-6-1
sw3156B-ms98-a-0008,96.788375,97.327250,no,B,nn,u-8-1
sw3156B-ms98-a-0008,97.327250,97.477250,i,B,sd^e,u-8-2
sw3156B-ms98-a-0008,97.477250,97.687250,read,I,sd^e,u-8-2
sw3156B-ms98-a-0008,97.687250,97.747250,in,I,sd^e,u-8-2
sw3156B-ms98-a-0008,97.747250,97.807250,the,I,sd^e,u-8-2
sw3156B-ms98-a-0008,97.807250,98.177250,paper,I,sd^e,u-8-2
sw3156B-ms98-a-0008,98.177250,98.407250,this,I,sd^e,u-8-2
sw3156B-ms98-a-0008,98.407250,98.677250,week,I,sd^e,u-8-2
sw3156B-ms98-a-0008,98.677250,98.817250,where,I,sd^e,u-8-2
sw3156B-ms98-a-0008,98.817250,99.523500,maybe,I,sd^e,u-8-2
sw3156B-ms98-a-0008,99.896375,99.937250,i,B,h,u-8-3
sw3156B-ms98-a-0008,99.937250,100.097250,don't,I,h,u-8-3
sw3156B-ms98-a-0008,100.097250,100.157250,know,I,h,u-8-3
sw3156B-ms98-a-0008,100.157250,100.247250,if,I,h,u-8-3
sw3156B-ms98-a-0008,100.247250,100.337250,it,I,h,u-8-3
sw3156B-ms98-a-0008,100.337250,100.498875,w[as]-,I,h,u-8-3
sw3156B-ms98-a-0008,100.679625,100.935500,was,I,h,u-8-3
sw3156B-ms98-a-0008,101.470375,101.577250,i,B,sd,u-8-4
sw3156B-ms98-a-0008,101.577250,101.807250,guess,I,sd,u-8-4
sw3156B-ms98-a-0008,101.807250,102.057250,maybe,I,sd,u-8-4
sw3156B-ms98-a-0008,102.057250,102.277250,this,I,sd,u-8-4
sw3156B-ms98-a-0008,102.277250,102.537250,week,I,sd,u-8-4
sw3156B-ms98-a-0008,102.537250,103.017250,someone,I,sd,u-8-4
sw3156B-ms98-a-0008,103.017250,103.467250,may,I,sd,u-8-4
sw3156B-ms98-a-0008,103.467250,103.887250,start,I,sd,u-8-4
sw3156B-ms98-a-0008,104.607250,104.937250,getting,I,sd,u-8-4
sw3156B-ms98-a-0008,104.937250,105.127250,them,I,sd,u-8-4
sw3156B-ms98-a-0008,105.127250,105.407250,if,I,sd,u-8-4
sw3156B-ms98-a-0008,105.407250,105.520125,the,I,sd,u-8-4
sw3156B-ms98-a-0008,105.667000,105.967250,truck,I,sd,u-8-4
sw3156B-ms98-a-0008,105.967250,106.077250,that,I,sd,u-8-4
sw3156B-ms98-a-0008,106.077250,106.387250,picks,I,sd,u-8-4
sw3156B-ms98-a-0008,106.387250,106.497250,them_1,I,sd,u-8-4
sw3156B-ms98-a-0008,106.497250,106.647250,up,I,sd,u-8-4
sw3156B-ms98-a-0008,107.470250,107.651125,is,I,sd,u-8-4
sw3156B-ms98-a-0008,107.651125,108.327250,outfitted,I,sd,u-8-4
sw3156B-ms98-a-0008,108.327250,108.477250,in,I,sd,u-8-4
