sw3496B-ms98-a-0003,3.762875,4.120500,uh-huh,B,ny,u-2-1
sw3496B-ms98-a-0003,4.429000,4.537500,do,B,qy^t,u-4-1
sw3496B-ms98-a-0003,4.537500,4.636875,you,I,qy^t,u-4-1
sw3496B-ms98-a-0003,4.636875,4.796875,want,I,qy^t,u-4-1
sw3496B-ms98-a-0003,4.796875,4.856875,to,I,qy^t,u-4-1
sw3496B-ms98-a-0003,4.856875,5.377375,start,I,qy^t,u-4-1
sw3496B-ms98-a-0005,8.751250,9.181125,right,B,b,u-6-1
sw3496B-ms98-a-0007,16.126125,16.236750,oh,B,qy,u-8-1
sw3496B-ms98-a-0007,16.236750,16.426750,did,I,qy,u-8-1
sw3496B-ms98-a-0007,16.426750,16.496750,you,I,qy,u-8-1
sw3496B-ms98-a-0007,16.496750,16.596750,get,I,qy,u-8-1
sw3496B-ms98-a-0007,16.596750,16.656750,to,I,qy,u-8-1
sw3496B-ms98-a-0007,16.656750,16.766750,go,I,qy,u-8-1
sw3496B-ms98-a-0007,16.766750,16.836750,to,I,qy,u-8-1
sw3496B-ms98-a-0007,16.836750,17.424500,Hawaii,I,qy,u-8-1
sw3496B-ms98-a-0007,18.305875,18.516750,yeah,B,b,u-10-1
sw3496B-ms98-a-0007,18.516750,18.696750,we,B,sd,u-10-2
sw3496B-ms98-a-0007,18.696750,18.906750,went,I,sd,u-10-2
sw3496B-ms98-a-0007,18.906750,19.016750,there,I,sd,u-10-2
sw3496B-ms98-a-0007,19.016750,19.146750,for,I,sd,u-10-2
sw3496B-ms98-a-0007,19.146750,19.246750,our,I,sd,u-10-2
sw3496B-ms98-a-0007,19.246750,19.516750,twenty,I,sd,u-10-2
sw3496B-ms98-a-0007,19.516750,19.776750,fifth,I,sd,u-10-2
sw3496B-ms98-a-0007,19.776750,20.046750,wedding,I,sd,u-10-2
sw3496B-ms98-a-0007,20.046750,20.606750,anniversary,I,sd,u-10-2
sw3496B-ms98-a-0007,20.606750,20.776750,it's,B,qy^g,u-10-3
sw3496B-ms98-a-0007,20.776750,21.206750,lovely,I,qy^g,u-10-3
sw3496B-ms98-a-0007,21.206750,21.486750,isn't,I,qy^g,u-10-3
sw3496B-ms98-a-0007,21.486750,21.725875,it,I,qy^g,u-10-3
sw3496B-ms98-a-0009,24.825875,24.974125,uh,B,b,u-12-1
sw3496B-ms98-a-0009,24.974125,25.446625,huh,I,b,u-12-1
sw3496B-ms98-a-0011,28.603125,28.768625,what,B,qw,u-14-1
sw3496B-ms98-a-0011,28.768625,29.078625,islands,I,qw,u-14-1
sw3496B-ms98-a-0011,29.078625,29.248625,did,I,qw,u-14-1
sw3496B-ms98-a-0011,29.248625,29.308625,you,I,qw,u-14-1
sw3496B-ms98-a-0011,29.308625,29.454875,go,I,qw,u-14-1
sw3496B-ms98-a-0011,29.454875,29.716250,to,I,qw,u-14-1
sw3496B-ms98-a-0013,32.033875,32.394875,Kauai,B,sd,u-16-1
sw3496B-ms98-a-0013,32.394875,32.693750,uh-huh,B,b,u-16-2
sw3496B-ms98-a-0013,32.968750,33.044875,we,B,sd,u-16-3
sw3496B-ms98-a-0013,33.044875,33.214875,went,I,sd,u-16-3
sw3496B-ms98-a-0013,33.214875,33.274875,to,I,sd,u-16-3
sw3496B-ms98-a-0013,33.274875,33.524875,Kauai,I,sd,u-16-3
sw3496B-ms98-a-0013,33.524875,33.694875,and,B,sd,u-16-4
sw3496B-ms98-a-0013,33.694875,33.784875,then,I,sd,u-16-4
