sw3754B-ms98-a-0003,1.957625,2.376625,okay,B,b,u-2-1
sw3754B-ms98-a-0003,2.376625,2.476625,let,B,cc,u-2-2
sw3754B-ms98-a-0003,2.476625,2.596625,me,I,cc,u-2-2
sw3754B-ms98-a-0003,2.596625,2.796625,tell,I,cc,u-2-2
sw3754B-ms98-a-0003,2.796625,2.876625,you,I,cc,u-2-2
sw3754B-ms98-a-0003,2.876625,2.906625,i,B,sd,u-2-3
sw3754B-ms98-a-0003,2.906625,3.166625,haven't,I,sd,u-2-3
sw3754B-ms98-a-0003,3.166625,3.306625,been,I,sd,u-2-3
sw3754B-ms98-a-0003,3.306625,3.466625,too,I,sd,u-2-3
sw3754B-ms98-a-0003,3.466625,3.746625,many,I,sd,u-2-3
sw3754B-ms98-a-0003,3.746625,4.477875,[laughter-places],O,,
sw3754B-ms98-a-0003,4.477875,5.851250,[laughter],O,,
sw3754B-ms98-a-0004,6.828500,7.275625,no,B,nn,u-4-1
sw3754B-ms98-a-0004,7.275625,7.615625,no,B,nn^r,u-4-2
sw3754B-ms98-a-0004,7.615625,7.715625,[laughter-i],O,,
sw3754B-ms98-a-0004,7.715625,9.111750,[laughter-haven't],O,,
sw3754B-ms98-a-0005,10.065000,10.406750,see,B,sd,u-6-1
sw3754B-ms98-a-0005,10.406750,10.626750,now,I,sd,u-6-1
sw3754B-ms98-a-0005,10.626750,10.916750,that's,I,sd,u-6-1
sw3754B-ms98-a-0005,10.916750,11.076750,where,I,sd,u-6-1
sw3754B-ms98-a-0005,11.076750,11.146750,i,I,sd,u-6-1
sw3754B-ms98-a-0005,11.146750,11.446750,wanna,I,sd,u-6-1
sw3754B-ms98-a-0005,11.446750,11.786500,go,I,sd,u-6-1
sw3754B-ms98-a-0005,12.253625,12.486750,that's,O,,
sw3754B-ms98-a-0005,12.486750,12.606750,where,B,sd,u-6-2
sw3754B-ms98-a-0005,12.606750,12.706750,i've,I,sd,u-6-2
sw3754B-ms98-a-0005,12.706750,12.986750,always,I,sd,u-6-2
sw3754B-ms98-a-0005,12.986750,13.306750,wanted,I,sd,u-6-2
sw3754B-ms98-a-0005,13.306750,13.396750,to,I,sd,u-6-2
sw3754B-ms98-a-0005,13.396750,13.526750,go,I,sd,u-6-2
sw3754B-ms98-a-0005,13.526750,13.786750,i've,O,,
sw3754B-ms98-a-0005,13.786750,14.006750,never,B,sd,u-6-3
sw3754B-ms98-a-0005,14.006750,14.236750,been,I,sd,u-6-3
sw3754B-ms98-a-0005,14.236750,14.535500,there,I,sd,u-6-3
sw3754B-ms98-a-0006,15.505875,15.696500,i,B,ba,u-8-1
sw3754B-ms98-a-0006,15.696500,16.336500,know,I,ba,u-8-1
sw3754B-ms98-a-0006,16.336500,16.656500,ah,O,,
sw3754B-ms98-a-0006,16.656500,16.856500,is,B,%,u-8-2
sw3754B-ms98-a-0006,16.856500,17.059625,it,I,%,u-8-2
sw3754B-ms98-a-0006,17.059625,17.236500,is,I,%,u-8-2
sw3754B-ms98-a-0006,17.236500,17.416500,it,I,%,u-8-2
sw3754B-ms98-a-0006,17.416500,17.827875,um,I,%,u-8-2
sw3754B-ms98-a-0007,18.646500,18.960250,i,B,sd,u-8-3
sw3754B-ms98-a-0007,18.960250,19.120250,had,I,sd,u-8-3
