sw4022B-ms98-a-0005,10.820125,11.070125,um-hum,B,b,u-2-1
sw4022B-ms98-a-0006,12.390250,12.591625,yeah,B,b,u-4-1
sw4022B-ms98-a-0006,12.704625,12.807500,see,O,,
sw4022B-ms98-a-0006,12.807500,12.887500,it,B,sv,u-4-2
sw4022B-ms98-a-0006,12.887500,12.997500,like,I,sv,u-4-2
sw4022B-ms98-a-0006,12.997500,13.187500,seems,I,sv,u-4-2
sw4022B-ms98-a-0006,13.187500,13.277500,to,I,sv,u-4-2
sw4022B-ms98-a-0006,13.277500,13.397500,me,I,sv,u-4-2
sw4022B-ms98-a-0006,13.397500,13.497500,you,I,sv,u-4-2
sw4022B-ms98-a-0006,13.497500,13.647500,know,I,sv,u-4-2
sw4022B-ms98-a-0006,13.647500,13.767500,that,I,sv,u-4-2
sw4022B-ms98-a-0006,13.767500,14.187500,everyone's,I,sv,u-4-2
sw4022B-ms98-a-0006,14.187500,14.547500,offering,I,sv,u-4-2
sw4022B-ms98-a-0006,14.547500,14.707500,you,I,sv,u-4-2
sw4022B-ms98-a-0006,14.707500,14.807500,know,I,sv,u-4-2
sw4022B-ms98-a-0006,14.807500,14.967500,their,I,sv,u-4-2
sw4022B-ms98-a-0006,14.967500,15.387500,token,I,sv,u-4-2
sw4022B-ms98-a-0006,15.387500,15.682875,little,I,sv,u-4-2
sw4022B-ms98-a-0006,16.379750,16.737500,tax,I,sv,u-4-2
sw4022B-ms98-a-0006,16.737500,17.057500,cut,I,sv,u-4-2
sw4022B-ms98-a-0006,17.057500,17.537500,program,I,sv,u-4-2
sw4022B-ms98-a-0006,17.537500,17.617500,you,I,sv,u-4-2
sw4022B-ms98-a-0006,17.617500,17.767500,know,I,sv,u-4-2
sw4022B-ms98-a-0006,17.767500,17.867500,when,I,sv,u-4-2
sw4022B-ms98-a-0006,17.867500,17.967500,it's,I,sv,u-4-2
sw4022B-ms98-a-0006,17.967500,18.057500,when,B,+,u-6-1
sw4022B-ms98-a-0006,18.057500,18.207500,it's,I,+,u-6-1
sw4022B-ms98-a-0006,18.207500,18.377500,just,I,+,u-6-1
sw4022B-ms98-a-0006,18.377500,18.527500,such,I,+,u-6-1
sw4022B-ms98-a-0006,18.527500,18.607500,a,I,+,u-6-1
sw4022B-ms98-a-0006,18.607500,18.867500,bad,I,+,u-6-1
sw4022B-ms98-a-0006,18.867500,19.177500,time,I,+,u-6-1
sw4022B-ms98-a-0006,19.177500,19.499750,for,I,+,u-6-1
sw4022B-ms98-a-0006,19.499750,19.645375,it,I,+,u-6-1
sw4022B-ms98-a-0006,20.006750,20.130375,you,O,,
sw4022B-ms98-a-0006,20.130375,20.311875,know,O,,
sw4022B-ms98-a-0008,23.517750,23.732000,no,O,,
sw4022B-ms98-a-0010,26.725250,26.835875,it,O,,
sw4022B-ms98-a-0010,26.964625,27.013500,the,B,sd,u-10-1
sw4022B-ms98-a-0010,27.013500,27.253500,ninety,I,sd,u-10-1
sw4022B-ms98-a-0010,27.253500,27.533500,seven,I,sd,u-10-1
sw4022B-ms98-a-0010,27.533500,27.793500,cents,I,sd,u-10-1
sw4022B-ms98-a-0010,27.793500,27.862875,a,I,sd,u-10-1
sw4022B-ms98-a-0010,27.862875,28.195500,week,I,sd,u-10-1
sw4022B-ms98-a-0010,28.195500,28.514875,[laughter],O,,
sw4022B-ms98-a-0012,33.670125,33.905625,uh-huh,B,b,u-12-1
sw4022B-ms98-a-0014,38.320000,38.496750,hell,O,,
sw4022B-ms98-a-0014,38.496750,38.569250,i,B,sv,u-14-2
sw4022B-ms98-a-0014,38.569250,38.736750,mean,I,sv,u-14-2
sw4022B-ms98-a-0014,38.736750,39.036750,mostly,I,sv,u-14-2
sw4022B-ms98-a-0014,39.036750,39.096750,you,I,sv,u-14-2
sw4022B-ms98-a-0014,39.096750,39.156750,know,I,sv,u-14-2
sw4022B-ms98-a-0014,39.156750,39.346750,it's,I,sv,u-14-2
sw4022B-ms98-a-0014,39.346750,39.496750,it's,I,sv,u-14-2
sw4022B-ms98-a-0014,39.496750,39.662500,not,I,sv,u-14-2
