sw3720B-ms98-a-0003,7.940375,8.488000,okay,B,b,u-2-1
sw3720B-ms98-a-0003,8.790875,9.394125,um,B,sd,u-2-2
sw3720B-ms98-a-0003,9.634125,9.734125,we,I,sd,u-2-2
sw3720B-ms98-a-0003,9.734125,9.954125,have,I,sd,u-2-2
sw3720B-ms98-a-0003,9.954125,10.064125,an,I,sd,u-2-2
sw3720B-ms98-a-0003,10.064125,10.364125,eleven,I,sd,u-2-2
sw3720B-ms98-a-0003,10.364125,10.538625,year,I,sd,u-2-2
sw3720B-ms98-a-0003,10.538625,10.960375,old,I,sd,u-2-2
sw3720B-ms98-a-0003,10.960375,11.186375,an,I,sd,u-2-2
sw3720B-ms98-a-0003,11.186375,11.374125,eight,I,sd,u-2-2
sw3720B-ms98-a-0003,11.374125,11.534125,year,I,sd,u-2-2
sw3720B-ms98-a-0003,11.534125,11.864125,old,I,sd,u-2-2
sw3720B-ms98-a-0003,11.864125,12.069500,and,I,sd,u-2-2
sw3720B-ms98-a-0003,12.069500,12.194125,a,I,sd,u-2-2
sw3720B-ms98-a-0003,12.194125,12.464125,three,I,sd,u-2-2
sw3720B-ms98-a-0003,12.464125,12.654125,year,I,sd,u-2-2
sw3720B-ms98-a-0003,12.654125,12.874125,old,I,sd,u-2-2
sw3720B-ms98-a-0003,12.964125,13.224125,and,B,sd,u-2-3
sw3720B-ms98-a-0003,13.224125,13.548375,um,I,sd,u-2-3
sw3720B-ms98-a-0004,14.630750,14.910750,uh,B,+,u-4-1
sw3720B-ms98-a-0004,14.910750,15.040750,my,I,+,u-4-1
sw3720B-ms98-a-0004,15.040750,15.520750,husband,I,+,u-4-1
sw3720B-ms98-a-0004,15.520750,15.680750,let's,I,+,u-4-1
sw3720B-ms98-a-0004,15.680750,15.840750,see,I,+,u-4-1
sw3720B-ms98-a-0004,15.840750,15.950750,he,I,+,u-4-1
sw3720B-ms98-a-0004,15.950750,16.450750,coaches,I,+,u-4-1
sw3720B-ms98-a-0004,16.450750,17.200750,basketball,I,+,u-4-1
sw3720B-ms98-a-0004,17.200750,17.370750,with,I,+,u-4-1
sw3720B-ms98-a-0004,17.370750,18.026750,Brian,I,+,u-4-1
sw3720B-ms98-a-0004,18.437375,19.040750,um,I,+,u-4-1
sw3720B-ms98-a-0004,19.040750,19.220750,so,B,sd,u-4-2
sw3720B-ms98-a-0004,19.220750,19.360750,he,I,sd,u-4-2
sw3720B-ms98-a-0004,19.360750,19.700750,spends,I,sd,u-4-2
sw3720B-ms98-a-0004,19.700750,20.180750,time,I,sd,u-4-2
sw3720B-ms98-a-0004,20.560750,20.830750,doing,I,sd,u-4-2
sw3720B-ms98-a-0004,20.830750,21.020750,that,I,sd,u-4-2
sw3720B-ms98-a-0004,21.020750,21.200750,with,I,sd,u-4-2
sw3720B-ms98-a-0004,21.200750,21.560750,him,I,sd,u-4-2
sw3720B-ms98-a-0004,21.560750,22.243125,planning,I,sd,u-4-2
sw3720B-ms98-a-0004,22.627250,23.160750,and,I,sd,u-4-2
