sw3315A-ms98-a-0002,1.353625,1.733625,hello,B,fp,u-1-1
sw3315A-ms98-a-0003,2.721625,3.141625,hi,B,fp^m,u-3-1
sw3315A-ms98-a-0003,3.141625,3.311625,my,B,sd,u-3-2
sw3315A-ms98-a-0003,3.311625,3.521625,name,I,sd,u-3-2
sw3315A-ms98-a-0003,3.521625,3.691625,is,I,sd,u-3-2
sw3315A-ms98-a-0003,3.691625,4.341625,Leslie,I,sd,u-3-2
sw3315A-ms98-a-0004,5.806000,5.926000,and,B,qw,u-5-1
sw3315A-ms98-a-0004,5.926000,6.016000,where,I,qw,u-5-1
sw3315A-ms98-a-0004,6.016000,6.086000,are,I,qw,u-5-1
sw3315A-ms98-a-0004,6.086000,6.206000,you,I,qw,u-5-1
sw3315A-ms98-a-0004,6.206000,6.705750,from,I,qw,u-5-1
sw3315A-ms98-a-0005,8.197000,8.487000,oh,B,ba,u-7-1
sw3315A-ms98-a-0005,8.487000,9.017000,nice,I,ba,u-7-1
sw3315A-ms98-a-0005,9.017000,9.177000,i'm,B,sd,u-7-2
sw3315A-ms98-a-0005,9.177000,9.387000,from,I,sd,u-7-2
sw3315A-ms98-a-0005,9.387000,9.877000,Dallas,I,sd,u-7-2
sw3315A-ms98-a-0005,9.877000,10.357000,Texas,I,sd,u-7-2
sw3315A-ms98-a-0006,11.415500,12.075500,yeah,B,ny,u-9-1
sw3315A-ms98-a-0006,12.075500,12.556000,so,B,%,u-9-2
sw3315A-ms98-a-0007,13.863750,14.133750,well,B,qy,u-11-1
sw3315A-ms98-a-0007,14.133750,14.363750,did,I,qy,u-11-1
sw3315A-ms98-a-0007,14.363750,14.604125,you,I,qy,u-11-1
sw3315A-ms98-a-0007,14.720875,15.373750,understand,I,qy,u-11-1
sw3315A-ms98-a-0007,15.373750,15.553750,what,I,qy,u-11-1
sw3315A-ms98-a-0007,15.553750,15.783750,this,I,qy,u-11-1
sw3315A-ms98-a-0007,15.783750,16.104000,was,I,qy,u-11-1
sw3315A-ms98-a-0007,16.439125,16.833750,for,I,qy,u-11-1
sw3315A-ms98-a-0007,16.833750,16.963750,you,I,qy,u-11-1
sw3315A-ms98-a-0007,16.963750,17.133750,know,I,qy,u-11-1
sw3315A-ms98-a-0007,17.133750,17.333750,what,I,qy,u-11-1
sw3315A-ms98-a-0007,17.333750,17.403750,it,I,qy,u-11-1
sw3315A-ms98-a-0007,17.403750,17.573750,was,I,qy,u-11-1
sw3315A-ms98-a-0007,17.573750,18.095375,for,I,qy,u-11-1
sw3315A-ms98-a-0007,18.095375,18.261000,what,I,qy,u-11-1
sw3315A-ms98-a-0007,18.261000,18.458625,we,I,qy,u-11-1
sw3315A-ms98-a-0008,19.531375,20.113375,yeah,B,ny,u-13-1
sw3315A-ms98-a-0008,20.113375,20.423875,[laughter],O,,
sw3315A-ms98-a-0009,21.590250,22.290250,okay,B,b,u-15-1
sw3315A-ms98-a-0009,22.940250,23.140250,i-,O,,
sw3315A-ms98-a-0009,23.320250,23.465750,i,B,sd,u-15-2
sw3315A-ms98-a-0009,23.465750,23.590250,don't,I,sd,u-15-2
sw3315A-ms98-a-0009,23.590250,23.850250,watch,I,sd,u-15-2
sw3315A-ms98-a-0009,23.850250,24.040250,too,I,sd,u-15-2
sw3315A-ms98-a-0009,24.040250,24.370250,many,I,sd,u-15-2
sw3315A-ms98-a-0009,24.370250,24.560250,but,B,sd,u-15-3
sw3315A-ms98-a-0009,24.560250,24.820250,we,I,sd,u-15-3
sw3315A-ms98-a-0009,24.820250,24.970250,can,I,sd,u-15-3
sw3315A-ms98-a-0009,25.190250,25.490250,try,I,sd,u-15-3
sw3315A-ms98-a-0009,25.490250,25.878625,it,I,sd,u-15-3
sw3315A-ms98-a-0009,26.409625,26.570250,are,B,qy,u-17-1
sw3315A-ms98-a-0009,26.570250,26.730250,you,I,qy,u-17-1
sw3315A-ms98-a-0009,26.730250,26.980250,ready,I,qy,u-17-1
sw3315A-ms98-a-0009,26.980250,27.040250,to,I,qy,u-17-1
sw3315A-ms98-a-0009,27.040250,27.437000,start,I,qy,u-17-1
sw3315A-ms98-a-0009,28.028375,28.410250,okay,B,bk,u-19-1
sw3315A-ms98-a-0009,28.410250,28.660250,just,B,ad,u-19-2
sw3315A-ms98-a-0009,28.660250,28.720250,a,I,ad,u-19-2
sw3315A-ms98-a-0009,28.720250,29.030250,minute,I,ad,u-19-2
sw3315A-ms98-a-0012,33.011125,33.511125,yeah,B,b,u-21-1
sw3315A-ms98-a-0012,33.701125,34.171125,okay,B,b,u-21-2
sw3315A-ms98-a-0014,36.108500,36.398500,well,B,sd,u-23-1
sw3315A-ms98-a-0014,36.398500,36.528500,i,I,sd,u-23-1
sw3315A-ms98-a-0014,36.528500,37.018500,don't,I,sd,u-23-1
sw3315A-ms98-a-0014,37.018500,37.288500,really,I,sd,u-23-1
sw3315A-ms98-a-0014,37.288500,37.648500,watch,I,sd,u-23-1
sw3315A-ms98-a-0014,37.648500,37.838500,too,I,sd,u-23-1
sw3315A-ms98-a-0014,37.838500,38.117375,many,I,sd,u-23-1
sw3315A-ms98-a-0014,38.309375,38.708500,TV,I,sd,u-23-1
sw3315A-ms98-a-0014,38.708500,39.158500,shows,I,sd,u-23-1
sw3315A-ms98-a-0014,39.158500,39.448500,other,I,sd,u-23-1
sw3315A-ms98-a-0014,39.448500,39.788500,than,I,sd,u-23-1
sw3315A-ms98-a-0014,39.788500,40.088500,uh,I,sd,u-23-1
sw3315A-ms98-a-0014,40.088500,40.708500,occasionally,I,sd,u-23-1
sw3315A-ms98-a-0014,40.708500,40.955375,i'll,I,sd,u-23-1
sw3315A-ms98-a-0014,40.955375,41.162500,i'll,I,sd,u-23-1
sw3315A-ms98-a-0014,41.162500,41.458500,turn,I,sd,u-23-1
sw3315A-ms98-a-0014,41.458500,41.648500,on,I,sd,u-23-1
sw3315A-ms98-a-0014,41.648500,42.308500,Donahue,I,sd,u-23-1
sw3315A-ms98-a-0014,42.308500,42.548500,because_1,I,sd,u-23-1
sw3315A-ms98-a-0014,42.548500,42.648500,it,I,sd,u-23-1
sw3315A-ms98-a-0014,42.648500,42.918500,comes,I,sd,u-23-1
sw3315A-ms98-a-0014,42.918500,43.108500,on,I,sd,u-23-1
sw3315A-ms98-a-0014,43.108500,43.228500,in,I,sd,u-23-1
sw3315A-ms98-a-0014,43.228500,43.298500,the,I,sd,u-23-1
sw3315A-ms98-a-0014,43.298500,43.768500,morning,I,sd,u-23-1
sw3315A-ms98-a-0014,43.768500,43.928500,when,I,sd,u-23-1
sw3315A-ms98-a-0014,43.928500,44.018500,i,I,sd,u-23-1
sw3315A-ms98-a-0014,44.018500,44.298500,seem,I,sd,u-23-1
sw3315A-ms98-a-0014,44.298500,44.398500,to,I,sd,u-23-1
sw3315A-ms98-a-0014,44.398500,44.498500,be,I,sd,u-23-1
sw3315A-ms98-a-0014,44.498500,44.818500,getting,I,sd,u-23-1
sw3315A-ms98-a-0014,44.818500,45.178500,ready,I,sd,u-23-1
sw3315A-ms98-a-0014,45.178500,45.548500,around,I,sd,u-23-1
sw3315A-ms98-a-0014,45.548500,45.915250,here,I,sd,u-23-1
sw3315A-ms98-a-0015,46.780875,47.070875,and,B,sd,u-25-1
sw3315A-ms98-a-0015,47.070875,47.170875,uh,I,sd,u-25-1
sw3315A-ms98-a-0015,47.170875,47.555000,so,I,sd,u-25-1
sw3315A-ms98-a-0015,47.555000,47.743375,if,I,sd,u-25-1
sw3315A-ms98-a-0015,47.743375,47.920875,if,I,sd,u-25-1
sw3315A-ms98-a-0015,47.920875,48.100875,there's,I,sd,u-25-1
sw3315A-ms98-a-0015,48.100875,48.260875,no,I,sd,u-25-1
sw3315A-ms98-a-0015,48.260875,48.390875,one,I,sd,u-25-1
sw3315A-ms98-a-0015,48.390875,48.610875,else,I,sd,u-25-1
sw3315A-ms98-a-0015,48.610875,49.250875,around,I,sd,u-25-1
sw3315A-ms98-a-0015,49.250875,49.410875,you,I,sd,u-25-1
sw3315A-ms98-a-0015,49.410875,49.570875,know,I,sd,u-25-1
sw3315A-ms98-a-0015,49.570875,49.720875,it's,I,sd,u-25-1
sw3315A-ms98-a-0015,49.720875,49.950875,just,I,sd,u-25-1
sw3315A-ms98-a-0015,49.950875,50.110875,me,I,sd,u-25-1
sw3315A-ms98-a-0015,50.110875,50.270875,and,I,sd,u-25-1
sw3315A-ms98-a-0015,50.270875,50.350875,i,I,sd,u-25-1
sw3315A-ms98-a-0015,50.350875,50.550875,have,I,sd,u-25-1
sw3315A-ms98-a-0015,50.550875,50.620875,a,I,sd,u-25-1
sw3315A-ms98-a-0015,50.620875,50.930875,chance,I,sd,u-25-1
sw3315A-ms98-a-0015,50.930875,51.070875,to,I,sd,u-25-1
sw3315A-ms98-a-0015,51.070875,51.360875,listen,I,sd,u-25-1
sw3315A-ms98-a-0015,51.360875,51.430875,to,I,sd,u-25-1
sw3315A-ms98-a-0015,51.430875,51.910875,something,I,sd,u-25-1
sw3315A-ms98-a-0015,51.910875,52.060875,i'll,I,sd,u-25-1
sw3315A-ms98-a-0015,52.060875,52.310875,turn,I,sd,u-25-1
sw3315A-ms98-a-0015,52.310875,52.550875,that,I,sd,u-25-1
sw3315A-ms98-a-0015,52.550875,52.850875,on,I,sd,u-25-1
sw3315A-ms98-a-0015,52.850875,53.188000,but,I,sd,u-25-1
sw3315A-ms98-a-0015,53.760500,54.230875,uh,I,sd,u-25-1
sw3315A-ms98-a-0015,54.230875,54.600875,just,I,sd,u-25-1
sw3315A-ms98-a-0015,54.600875,54.780875,for,I,sd,u-25-1
sw3315A-ms98-a-0015,54.780875,55.090625,the,I,sd,u-25-1
sw3315A-ms98-a-0015,55.640625,55.910875,for,I,sd,u-25-1
sw3315A-ms98-a-0015,55.910875,56.090875,the,I,sd,u-25-1
sw3315A-ms98-a-0015,56.090875,56.930875,conversation,I,sd,u-25-1
sw3315A-ms98-a-0015,56.930875,57.370875,factor,I,sd,u-25-1
sw3315A-ms98-a-0015,57.370875,57.510875,i,I,sd,u-25-1
sw3315A-ms98-a-0015,57.510875,57.994750,think,I,sd,u-25-1
sw3315A-ms98-a-0016,58.623625,59.003625,but,B,sd,u-25-2
sw3315A-ms98-a-0016,59.003625,59.153625,and,I,sd,u-25-2
sw3315A-ms98-a-0016,59.153625,59.283625,then,I,sd,u-25-2
sw3315A-ms98-a-0016,59.283625,59.383625,i,I,sd,u-25-2
sw3315A-ms98-a-0016,59.383625,59.613625,think,I,sd,u-25-2
sw3315A-ms98-a-0016,59.613625,59.733625,i,I,sd,u-25-2
sw3315A-ms98-a-0016,59.733625,60.203625,enjoy,I,sd,u-25-2
sw3315A-ms98-a-0016,60.203625,60.393625,when,I,sd,u-25-2
sw3315A-ms98-a-0016,60.393625,60.538500,i,I,sd,u-25-2
sw3315A-ms98-a-0016,60.538500,60.892625,catch,I,sd,u-25-2
sw3315A-ms98-a-0016,60.892625,61.163625,it,I,sd,u-25-2
sw3315A-ms98-a-0016,61.163625,61.263625,i,I,sd,u-25-2
sw3315A-ms98-a-0016,61.263625,61.493625,don't,I,sd,u-25-2
sw3315A-ms98-a-0016,61.493625,61.673625,even,I,sd,u-25-2
sw3315A-ms98-a-0016,61.673625,61.803625,know,I,sd,u-25-2
sw3315A-ms98-a-0016,61.803625,61.963625,what,I,sd,u-25-2
sw3315A-ms98-a-0016,61.963625,62.243625,night,I,sd,u-25-2
sw3315A-ms98-a-0016,62.243625,62.423625,it's,I,sd,u-25-2
sw3315A-ms98-a-0016,62.423625,62.753625,on,I,sd,u-25-2
sw3315A-ms98-a-0016,62.753625,62.993625,but,I,sd,u-25-2
sw3315A-ms98-a-0016,62.993625,63.573625,Designing,I,sd,u-25-2
sw3315A-ms98-a-0016,63.573625,64.083625,Women,I,sd,u-25-2
sw3315A-ms98-a-0016,64.083625,64.617125,sometimes,I,sd,u-25-2
sw3315A-ms98-a-0017,65.407750,65.697750,yeah,B,b,u-27-1
sw3315A-ms98-a-0017,65.697750,65.877750,do,B,qy,u-27-2
sw3315A-ms98-a-0017,65.877750,66.157750,you,I,qy,u-27-2
sw3315A-ms98-a-0017,66.157750,66.897750,[laughter],O,,
sw3315A-ms98-a-0018,67.706375,68.056375,yeah,B,aa,u-29-1
sw3315A-ms98-a-0018,68.056375,68.316375,it's,B,sv,u-29-2
sw3315A-ms98-a-0018,68.316375,68.796375,fun,I,sv,u-29-2
sw3315A-ms98-a-0018,69.546375,69.816375,and,B,sd,u-29-3
sw3315A-ms98-a-0018,69.816375,69.956375,then,I,sd,u-29-3
sw3315A-ms98-a-0018,69.956375,70.166375,there's,I,sd,u-29-3
sw3315A-ms98-a-0018,70.166375,70.246375,a,I,sd,u-29-3
sw3315A-ms98-a-0018,70.246375,70.456375,new,I,sd,u-29-3
sw3315A-ms98-a-0018,70.456375,70.636375,one,I,sd,u-29-3
sw3315A-ms98-a-0018,70.636375,70.906375,that,I,sd,u-29-3
sw3315A-ms98-a-0018,70.906375,71.426375,started,I,sd,u-29-3
sw3315A-ms98-a-0018,71.426375,71.686375,out,I,sd,u-29-3
sw3315A-ms98-a-0018,71.686375,71.906375,that,I,sd,u-29-3
sw3315A-ms98-a-0018,71.906375,72.106375,i've,I,sd,u-29-3
sw3315A-ms98-a-0018,72.106375,72.416375,caught,I,sd,u-29-3
sw3315A-ms98-a-0018,72.416375,72.816375,occa[sionally]-,I,sd,u-29-3
sw3315A-ms98-a-0018,72.816375,72.906375,a,I,sd,u-29-3
sw3315A-ms98-a-0018,72.906375,73.226375,couple,I,sd,u-29-3
sw3315A-ms98-a-0018,73.226375,73.296375,of,I,sd,u-29-3
sw3315A-ms98-a-0018,73.296375,73.656375,times,I,sd,u-29-3
sw3315A-ms98-a-0018,73.656375,74.066375,called,I,sd,u-29-3
sw3315A-ms98-a-0018,74.066375,74.276375,Good,I,sd,u-29-3
sw3315A-ms98-a-0018,74.276375,74.446375,and,I,sd,u-29-3
sw3315A-ms98-a-0018,74.446375,74.968000,Evil,I,sd,u-29-3
sw3315A-ms98-a-0018,75.145000,75.334875,i,I,sd,u-29-3
sw3315A-ms98-a-0018,75.334875,75.703375,think,I,sd,u-29-3
sw3315A-ms98-a-0020,77.520625,77.750625,oh,B,bh,u-31-1
sw3315A-ms98-a-0020,77.750625,78.312375,really,I,bh,u-31-1
sw3315A-ms98-a-0022,80.918000,81.108000,it,B,sv,u-33-1
sw3315A-ms98-a-0022,81.108000,81.288000,is,I,sv,u-33-1
sw3315A-ms98-a-0022,81.288000,81.428000,a,I,sv,u-33-1
sw3315A-ms98-a-0022,81.428000,81.668000,real,I,sv,u-33-1
sw3315A-ms98-a-0022,81.668000,82.108000,different,I,sv,u-33-1
sw3315A-ms98-a-0022,82.108000,82.408000,one,I,sv,u-33-1
sw3315A-ms98-a-0022,82.408000,82.768000,it's,B,sv,u-33-2
sw3315A-ms98-a-0022,82.768000,83.078000,um,I,sv,u-33-2
sw3315A-ms98-a-0022,83.448000,83.738000,it's,I,sv,u-33-2
sw3315A-ms98-a-0022,84.248000,84.478000,it's,I,sv,u-33-2
sw3315A-ms98-a-0022,84.478000,84.998000,different,I,sv,u-33-2
sw3315A-ms98-a-0022,84.998000,85.138000,i,B,sv,u-33-3
sw3315A-ms98-a-0022,85.138000,85.408000,guess,I,sv,u-33-3
sw3315A-ms98-a-0022,85.408000,85.498000,i,I,sv,u-33-3
sw3315A-ms98-a-0022,85.498000,85.818000,watch,I,sv,u-33-3
sw3315A-ms98-a-0022,85.818000,85.948000,it,I,sv,u-33-3
sw3315A-ms98-a-0022,85.948000,86.168000,more,I,sv,u-33-3
sw3315A-ms98-a-0022,86.168000,86.328000,out,I,sv,u-33-3
sw3315A-ms98-a-0022,86.328000,86.418000,of,I,sv,u-33-3
sw3315A-ms98-a-0022,86.418000,86.498000,the,I,sv,u-33-3
sw3315A-ms98-a-0022,86.498000,87.218000,uniqueness,I,sv,u-33-3
sw3315A-ms98-a-0022,87.218000,87.398000,of,I,sv,u-33-3
sw3315A-ms98-a-0022,87.398000,87.598000,it,I,sv,u-33-3
sw3315A-ms98-a-0022,87.598000,87.728000,and,I,sv,u-33-3
sw3315A-ms98-a-0022,87.728000,87.818000,the,I,sv,u-33-3
sw3315A-ms98-a-0022,87.818000,88.188000,time,I,sv,u-33-3
sw3315A-ms98-a-0022,88.188000,88.298000,that,I,sv,u-33-3
sw3315A-ms98-a-0022,88.298000,88.418000,it,I,sv,u-33-3
sw3315A-ms98-a-0022,88.418000,88.798000,comes,I,sv,u-33-3
sw3315A-ms98-a-0022,88.798000,89.148000,on,I,sv,u-33-3
sw3315A-ms98-a-0022,89.148000,89.378000,more,I,sv,u-33-3
sw3315A-ms98-a-0022,89.378000,89.598000,than,I,sv,u-33-3
sw3315A-ms98-a-0022,89.768000,89.828000,the,I,sv,u-33-3
sw3315A-ms98-a-0022,89.828000,90.128000,fact,I,sv,u-33-3
sw3315A-ms98-a-0022,90.128000,90.268000,that,I,sv,u-33-3
sw3315A-ms98-a-0022,90.268000,90.368000,i,I,sv,u-33-3
sw3315A-ms98-a-0022,90.368000,90.668000,have,I,sv,u-33-3
sw3315A-ms98-a-0022,90.668000,90.808000,to,I,sv,u-33-3
sw3315A-ms98-a-0022,90.808000,91.098000,see,I,sv,u-33-3
sw3315A-ms98-a-0022,91.098000,91.338000,it,I,sv,u-33-3
sw3315A-ms98-a-0022,91.338000,91.708000,but,B,%,u-35-1
sw3315A-ms98-a-0024,96.420125,96.740125,no,B,nn,u-37-1
sw3315A-ms98-a-0024,96.740125,96.820125,i,B,sd^e,u-37-2
sw3315A-ms98-a-0024,96.820125,97.240125,haven't,I,sd^e,u-37-2
sw3315A-ms98-a-0024,97.240125,97.620125,watched,I,sd^e,u-37-2
sw3315A-ms98-a-0024,97.620125,97.930125,that,I,sd^e,u-37-2
sw3315A-ms98-a-0026,105.044000,105.464000,uh-huh,B,b,u-39-1
sw3315A-ms98-a-0028,116.494750,116.984750,oh,B,b,u-41-1
sw3315A-ms98-a-0028,117.164750,117.624750,yeah,I,b,u-41-1
sw3315A-ms98-a-0030,121.595625,121.995625,sounds,B,ba,u-43-1
sw3315A-ms98-a-0030,121.995625,122.499750,neat,I,ba,u-43-1
sw3315A-ms98-a-0032,125.715125,125.835125,is,B,qw,u-45-2
sw3315A-ms98-a-0032,125.835125,126.015125,that,I,qw,u-45-2
sw3315A-ms98-a-0032,126.015125,126.184875,on,I,qw,u-45-2
sw3315A-ms98-a-0032,126.184875,126.380750,what,I,qw,u-45-2
sw3315A-ms98-a-0032,126.380750,126.655125,chann[el]-,I,qw,u-45-2
sw3315A-ms98-a-0032,126.655125,126.865125,what,I,qw,u-45-2
sw3315A-ms98-a-0032,126.865125,127.435125,station,I,qw,u-45-2
sw3315A-ms98-a-0034,130.644750,131.037375,oh,B,bk,u-47-1
sw3315A-ms98-a-0034,131.156125,131.602500,okay,I,bk,u-47-1
sw3315A-ms98-a-0035,132.910000,133.080000,what,B,qw,u-47-2
sw3315A-ms98-a-0035,133.080000,133.280000,other,I,qw,u-47-2
sw3315A-ms98-a-0035,133.280000,133.530000,shows,I,qw,u-47-2
sw3315A-ms98-a-0035,133.530000,133.650000,do,I,qw,u-47-2
sw3315A-ms98-a-0035,133.650000,133.760000,you,I,qw,u-47-2
sw3315A-ms98-a-0035,133.760000,134.070000,like,I,qw,u-47-2
sw3315A-ms98-a-0037,137.014250,137.309500,oh,B,b,u-49-1
sw3315A-ms98-a-0037,137.309500,137.592375,yeah,I,b,u-49-1
sw3315A-ms98-a-0037,138.059500,138.924625,[laughter],O,,
sw3315A-ms98-a-0038,140.020625,140.190625,well,B,sd,u-51-1
sw3315A-ms98-a-0038,140.190625,140.360625,she,I,sd,u-51-1
sw3315A-ms98-a-0038,140.360625,140.630625,comes,I,sd,u-51-1
sw3315A-ms98-a-0038,140.630625,140.810625,on,I,sd,u-51-1
sw3315A-ms98-a-0038,140.810625,141.170625,later,I,sd,u-51-1
sw3315A-ms98-a-0038,141.170625,141.320625,and,B,sd,u-51-2
sw3315A-ms98-a-0038,141.320625,141.402125,i,I,sd,u-51-2
sw3315A-ms98-a-0038,141.402125,141.610625,usually,I,sd,u-51-2
sw3315A-ms98-a-0038,141.610625,141.760625,have,I,sd,u-51-2
sw3315A-ms98-a-0038,141.760625,142.080625,kids,I,sd,u-51-2
sw3315A-ms98-a-0038,142.080625,142.560625,around,I,sd,u-51-2
sw3315A-ms98-a-0038,142.560625,142.720625,so,I,sd,u-51-2
sw3315A-ms98-a-0038,142.720625,142.820625,i,I,sd,u-51-2
sw3315A-ms98-a-0038,142.820625,143.110625,don't,I,sd,u-51-2
sw3315A-ms98-a-0038,143.110625,143.310625,end,I,sd,u-51-2
sw3315A-ms98-a-0038,143.500625,143.670625,end,I,sd,u-51-2
sw3315A-ms98-a-0038,143.670625,143.810625,up,I,sd,u-51-2
sw3315A-ms98-a-0038,143.810625,144.250625,watching,B,+,u-53-1
sw3315A-ms98-a-0038,144.250625,144.490625,that,I,+,u-53-1
sw3315A-ms98-a-0038,144.490625,144.660625,one,I,+,u-53-1
sw3315A-ms98-a-0038,144.660625,144.870625,is,I,+,u-53-1
sw3315A-ms98-a-0038,144.870625,144.960625,the,I,+,u-53-1
sw3315A-ms98-a-0038,144.960625,145.210625,only,I,+,u-53-1
sw3315A-ms98-a-0038,145.210625,145.750625,problem,I,+,u-53-1
sw3315A-ms98-a-0038,145.750625,145.820625,i,I,+,u-53-1
sw3315A-ms98-a-0038,145.820625,146.100625,have,I,+,u-53-1
sw3315A-ms98-a-0038,146.100625,146.280625,with,I,+,u-53-1
sw3315A-ms98-a-0038,146.280625,146.350625,it,I,+,u-53-1
sw3315A-ms98-a-0038,146.350625,146.440625,i,I,+,u-53-1
sw3315A-ms98-a-0038,146.440625,146.870625,guess,I,+,u-53-1
sw3315A-ms98-a-0040,151.880625,152.773750,[laughter-yeah],O,,
sw3315A-ms98-a-0042,156.928750,157.188750,that's,B,aa,u-57-1
sw3315A-ms98-a-0042,157.188750,158.906750,[laughter-right],O,,
sw3315A-ms98-a-0042,159.406000,159.976625,yeah,B,b,u-59-1
sw3315A-ms98-a-0044,163.431250,164.021250,uh-huh,B,b,u-61-1
sw3315A-ms98-a-0045,165.706500,165.856500,that,B,sv,u-63-1
sw3315A-ms98-a-0045,165.856500,166.026500,can,I,sv,u-63-1
sw3315A-ms98-a-0045,166.026500,166.526500,happen,I,sv,u-63-1
sw3315A-ms98-a-0046,167.964000,168.154000,so,B,qo,u-63-2
