sw3011A-ms98-a-0003,4.926625,5.172875,yes,B,ny,u-2-1
sw3011A-ms98-a-0003,5.172875,5.262875,i,B,sd^e,u-2-2
sw3011A-ms98-a-0003,5.262875,5.452875,live,I,sd^e,u-2-2
sw3011A-ms98-a-0003,5.452875,5.562875,in,I,sd^e,u-2-2
sw3011A-ms98-a-0003,5.562875,5.972875,Dallas,I,sd^e,u-2-2
sw3011A-ms98-a-0005,12.272250,12.403375,yeah,B,ny,u-4-1
sw3011A-ms98-a-0005,12.403375,12.463375,i,B,sv^e,u-4-2
sw3011A-ms98-a-0005,12.463375,12.693375,think,I,sv^e,u-4-2
sw3011A-ms98-a-0005,12.693375,12.913375,right,I,sv^e,u-4-2
sw3011A-ms98-a-0005,12.913375,13.143375,now,I,sv^e,u-4-2
sw3011A-ms98-a-0005,13.143375,13.403375,it's,I,sv^e,u-4-2
sw3011A-ms98-a-0005,13.403375,13.763375,it's,I,sv^e,u-4-2
sw3011A-ms98-a-0005,13.763375,14.033375,kind,I,sv^e,u-4-2
sw3011A-ms98-a-0005,14.033375,14.133375,of,I,sv^e,u-4-2
sw3011A-ms98-a-0005,14.133375,14.486375,bad,I,sv^e,u-4-2
sw3011A-ms98-a-0005,15.266000,15.473375,uh,I,sv^e,u-4-2
sw3011A-ms98-a-0005,15.473375,15.687500,i,B,sd,u-4-3
sw3011A-ms98-a-0005,15.789125,16.243375,don't,I,sd,u-4-3
sw3011A-ms98-a-0005,16.243375,16.393375,live,I,sd,u-4-3
sw3011A-ms98-a-0005,16.393375,16.473375,in,I,sd,u-4-3
sw3011A-ms98-a-0005,16.473375,16.563375,a,I,sd,u-4-3
sw3011A-ms98-a-0005,16.563375,16.963375,house,I,sd,u-4-3
sw3011A-ms98-a-0005,16.963375,17.023375,i,B,sd,u-4-4
sw3011A-ms98-a-0005,17.023375,17.163375,live,I,sd,u-4-4
sw3011A-ms98-a-0005,17.163375,17.233375,in,I,sd,u-4-4
sw3011A-ms98-a-0005,17.233375,17.343375,an,I,sd,u-4-4
sw3011A-ms98-a-0005,17.343375,17.973375,apartment,I,sd,u-4-4
sw3011A-ms98-a-0005,17.973375,18.274000,[laughter],O,,
sw3011A-ms98-a-0006,19.428000,19.635125,are,B,qy,u-6-1
sw3011A-ms98-a-0006,19.766875,19.847125,are,I,qy,u-6-1
sw3011A-ms98-a-0006,19.847125,20.027125,you,I,qy,u-6-1
sw3011A-ms98-a-0006,20.027125,20.137125,in,I,qy,u-6-1
sw3011A-ms98-a-0006,20.137125,20.207125,a,I,qy,u-6-1
sw3011A-ms98-a-0006,20.207125,20.553375,house,I,qy,u-6-1
sw3011A-ms98-a-0006,21.353625,21.926625,okay,B,bk,u-8-1
sw3011A-ms98-a-0008,28.967625,29.057625,well,B,sd,u-10-2
sw3011A-ms98-a-0008,29.057625,29.107625,i,I,sd,u-10-2
sw3011A-ms98-a-0008,29.107625,29.327625,guess,I,sd,u-10-2
sw3011A-ms98-a-0008,29.327625,29.417625,the,I,sd,u-10-2
sw3011A-ms98-a-0008,29.417625,29.767625,best,I,sd,u-10-2
