sw2780B-ms98-a-0002,17.517125,18.067125,uh-huh,B,b,u-2-1
sw2780B-ms98-a-0004,33.107875,33.557875,well,B,sd,u-4-1
sw2780B-ms98-a-0004,33.557875,33.687875,now,I,sd,u-4-1
sw2780B-ms98-a-0004,33.687875,33.837875,you,I,sd,u-4-1
sw2780B-ms98-a-0004,33.837875,33.957875,s[ay]-,I,sd,u-4-1
sw2780B-ms98-a-0004,33.957875,34.127875,you,I,sd,u-4-1
sw2780B-ms98-a-0004,34.127875,34.287875,say,I,sd,u-4-1
sw2780B-ms98-a-0004,34.287875,34.517875,two,I,sd,u-4-1
sw2780B-ms98-a-0004,34.517875,34.847875,different,I,sd,u-4-1
sw2780B-ms98-a-0004,34.847875,35.147875,parts,I,sd,u-4-1
sw2780B-ms98-a-0004,35.147875,35.207875,of,I,sd,u-4-1
sw2780B-ms98-a-0004,35.207875,35.267875,the,I,sd,u-4-1
sw2780B-ms98-a-0004,35.267875,35.677875,country,I,sd,u-4-1
sw2780B-ms98-a-0004,35.677875,35.937875,what,B,qy,u-4-2
sw2780B-ms98-a-0004,35.937875,36.147875,are,I,qy,u-4-2
sw2780B-ms98-a-0004,36.147875,36.267875,are,I,qy,u-4-2
sw2780B-ms98-a-0004,36.267875,36.371875,y[ou]-,I,qy,u-4-2
sw2780B-ms98-a-0004,36.371875,36.518750,are,I,qy,u-4-2
sw2780B-ms98-a-0004,36.518750,36.717875,you,I,qy,u-4-2
sw2780B-ms98-a-0004,36.717875,37.137875,referring,I,qy,u-4-2
sw2780B-ms98-a-0004,37.137875,37.217875,to,I,qy,u-4-2
sw2780B-ms98-a-0004,37.217875,37.757875,yourself,I,qy,u-4-2
sw2780B-ms98-a-0004,37.757875,37.817875,are,O,,
sw2780B-ms98-a-0004,37.817875,38.037875,you,O,,
sw2780B-ms98-a-0006,45.918625,46.486375,uh-huh,B,b,u-8-1
sw2780B-ms98-a-0008,71.014000,71.533750,um-hum,O,,
sw2780B-ms98-a-0010,73.779750,74.049750,uh,B,sd,u-10-1
sw2780B-ms98-a-0010,74.049750,74.259750,well,I,sd,u-10-1
sw2780B-ms98-a-0010,74.259750,74.329750,of,I,sd,u-10-1
sw2780B-ms98-a-0010,74.329750,74.689750,course,I,sd,u-10-1
sw2780B-ms98-a-0010,74.689750,74.779750,uh,I,sd,u-10-1
sw2780B-ms98-a-0010,74.779750,74.929750,you,I,sd,u-10-1
sw2780B-ms98-a-0010,74.929750,75.259750,talk,I,sd,u-10-1
sw2780B-ms98-a-0010,75.259750,75.469750,gun,I,sd,u-10-1
sw2780B-ms98-a-0010,75.469750,75.939750,controls,I,sd,u-10-1
sw2780B-ms98-a-0010,75.939750,76.209750,down,I,sd,u-10-1
sw2780B-ms98-a-0010,76.209750,76.389750,here,I,sd,u-10-1
sw2780B-ms98-a-0010,76.389750,76.469750,in,I,sd,u-10-1
sw2780B-ms98-a-0010,76.469750,76.979750,Texas,I,sd,u-10-1
sw2780B-ms98-a-0010,76.979750,77.229750,and,B,sd,u-10-2
sw2780B-ms98-a-0010,77.649750,77.829750,you're,I,sd,u-10-2
sw2780B-ms98-a-0010,77.829750,78.129750,asking,I,sd,u-10-2
sw2780B-ms98-a-0010,78.129750,78.209750,to,I,sd,u-10-2
sw2780B-ms98-a-0010,78.209750,78.349750,be,I,sd,u-10-2
sw2780B-ms98-a-0010,78.349750,78.828625,lynched,I,sd,u-10-2
sw2780B-ms98-a-0012,88.471250,88.646125,hm,B,b,u-12-1
sw2780B-ms98-a-0012,88.646125,89.438625,um-hum,O,,
sw2780B-ms98-a-0014,106.017000,106.247000,well,B,aa,u-16-1
sw2780B-ms98-a-0014,106.247000,106.377000,it's,I,aa,u-16-1
sw2780B-ms98-a-0014,106.377000,106.637000,very,I,aa,u-16-1
sw2780B-ms98-a-0014,106.637000,106.907000,true,I,aa,u-16-1
sw2780B-ms98-a-0014,106.907000,107.067000,now,B,sd,u-16-2
sw2780B-ms98-a-0014,107.067000,107.247000,i'm,I,sd,u-16-2
sw2780B-ms98-a-0014,107.247000,107.727000,a,I,sd,u-16-2
sw2780B-ms98-a-0014,107.727000,107.767000,a,I,sd,u-16-2
sw2780B-ms98-a-0014,107.767000,107.937000,New,I,sd,u-16-2
sw2780B-ms98-a-0014,107.937000,108.297000,Yorker,I,sd,u-16-2
sw2780B-ms98-a-0014,108.297000,108.487000,by,I,sd,u-16-2
sw2780B-ms98-a-0014,108.487000,108.967000,birth,I,sd,u-16-2
sw2780B-ms98-a-0015,109.852750,110.312750,although,B,sd,u-18-1
sw2780B-ms98-a-0015,110.312750,110.382750,i,I,sd,u-18-1
