sw2741B-ms98-a-0001,0.830000,1.447000,okay,B,o,u-1-1
sw2741B-ms98-a-0003,9.725625,10.395625,um-hum,B,b,u-3-1
sw2741B-ms98-a-0005,17.813375,18.347500,um-hum,B,b,u-5-1
sw2741B-ms98-a-0007,27.877750,28.453750,um-hum,B,b,u-7-1
sw2741B-ms98-a-0008,29.835625,30.295625,um-hum,B,b,u-9-1
sw2741B-ms98-a-0010,33.289000,33.722750,well,B,sd,u-11-1
sw2741B-ms98-a-0010,34.061750,34.334250,uh,I,sd,u-11-1
sw2741B-ms98-a-0010,34.334250,34.564000,i,I,sd,u-11-1
sw2741B-ms98-a-0010,34.564000,35.069000,probably,I,sd,u-11-1
sw2741B-ms98-a-0010,35.069000,35.119000,a,I,sd,u-11-1
sw2741B-ms98-a-0010,35.119000,35.309000,little,I,sd,u-11-1
sw2741B-ms98-a-0010,35.309000,35.419000,bit,I,sd,u-11-1
sw2741B-ms98-a-0010,35.419000,35.689000,older,I,sd,u-11-1
sw2741B-ms98-a-0010,35.689000,35.859000,than,I,sd,u-11-1
sw2741B-ms98-a-0010,35.859000,36.009000,you,I,sd,u-11-1
sw2741B-ms98-a-0010,36.009000,36.219000,are,I,sd,u-11-1
sw2741B-ms98-a-0010,36.219000,36.543750,so,B,^h,u-11-2
sw2741B-ms98-a-0010,36.950625,37.099000,what,I,^h,u-11-2
sw2741B-ms98-a-0010,37.099000,37.249000,i,I,^h,u-11-2
sw2741B-ms98-a-0010,37.249000,37.851875,see,I,^h,u-11-2
sw2741B-ms98-a-0010,38.074125,38.518875,um,I,^h,u-11-2
sw2741B-ms98-a-0010,38.880500,39.366875,is,I,^h,u-11-2
sw2741B-ms98-a-0010,39.916000,40.047875,the,B,sd,u-11-3
sw2741B-ms98-a-0010,40.047875,40.429000,change,I,sd,u-11-3
sw2741B-ms98-a-0010,40.429000,40.569000,that,I,sd,u-11-3
sw2741B-ms98-a-0010,40.569000,40.649000,i,I,sd,u-11-3
sw2741B-ms98-a-0010,40.649000,40.859000,see,I,sd,u-11-3
sw2741B-ms98-a-0010,40.859000,40.949000,the,I,sd,u-11-3
sw2741B-ms98-a-0010,40.949000,41.329000,most,I,sd,u-11-3
sw2741B-ms98-a-0010,41.329000,41.488000,is,I,sd,u-11-3
sw2741B-ms98-a-0010,41.634875,41.729000,the,I,sd,u-11-3
sw2741B-ms98-a-0010,41.729000,41.909000,is,I,sd,u-11-3
sw2741B-ms98-a-0010,41.909000,42.266125,that,I,sd,u-11-3
sw2741B-ms98-a-0010,42.804750,43.319000,um,I,sd,u-11-3
sw2741B-ms98-a-0011,44.635625,44.945625,women,I,sd,u-11-3
sw2741B-ms98-a-0011,44.945625,45.165625,have,I,sd,u-11-3
sw2741B-ms98-a-0011,45.165625,45.525625,much,I,sd,u-11-3
sw2741B-ms98-a-0011,45.525625,45.905625,more,I,sd,u-11-3
sw2741B-ms98-a-0011,45.905625,46.265625,many,I,sd,u-11-3
sw2741B-ms98-a-0011,46.265625,46.505625,more,I,sd,u-11-3
sw2741B-ms98-a-0011,46.505625,47.235625,occupations,I,sd,u-11-3
sw2741B-ms98-a-0011,47.235625,47.395625,and,I,sd,u-11-3
sw2741B-ms98-a-0011,47.395625,47.795625,careers,I,sd,u-11-3
sw2741B-ms98-a-0011,47.795625,47.915625,to,I,sd,u-11-3
sw2741B-ms98-a-0011,47.915625,48.225625,choose,I,sd,u-11-3
sw2741B-ms98-a-0011,48.225625,48.485625,from,I,sd,u-11-3
sw2741B-ms98-a-0011,48.485625,48.705625,than,I,sd,u-11-3
sw2741B-ms98-a-0011,48.705625,48.825625,when,I,sd,u-11-3
sw2741B-ms98-a-0011,48.825625,49.078625,i,I,sd,u-11-3
sw2741B-ms98-a-0011,49.078625,49.251875,w[ent]-,I,sd,u-11-3
sw2741B-ms98-a-0011,49.251875,49.435625,went,I,sd,u-11-3
sw2741B-ms98-a-0011,49.435625,49.515625,to,I,sd,u-11-3
sw2741B-ms98-a-0011,49.515625,50.045625,college,I,sd,u-11-3
sw2741B-ms98-a-0011,50.045625,50.185625,when,B,sd,u-11-4
sw2741B-ms98-a-0011,50.185625,50.275625,i,I,sd,u-11-4
sw2741B-ms98-a-0011,50.275625,50.425625,went,I,sd,u-11-4
sw2741B-ms98-a-0011,50.425625,50.485625,to,I,sd,u-11-4
sw2741B-ms98-a-0011,50.485625,51.037125,college,I,sd,u-11-4
sw2741B-ms98-a-0011,51.474750,51.602750,you,I,sd,u-11-4
sw2741B-ms98-a-0011,51.602750,51.695625,could,I,sd,u-11-4
sw2741B-ms98-a-0011,51.695625,51.825625,be,I,sd,u-11-4
sw2741B-ms98-a-0011,51.825625,51.855625,a,I,sd,u-11-4
sw2741B-ms98-a-0011,51.855625,52.465625,teacher,I,sd,u-11-4
sw2741B-ms98-a-0011,52.465625,52.565625,or,I,sd,u-11-4
sw2741B-ms98-a-0011,52.565625,52.895625,maybe,I,sd,u-11-4
sw2741B-ms98-a-0011,52.895625,52.935625,a,I,sd,u-11-4
sw2741B-ms98-a-0011,52.935625,53.465625,nurse,I,sd,u-11-4
sw2741B-ms98-a-0011,53.465625,53.585625,or,I,sd,u-11-4
sw2741B-ms98-a-0011,53.585625,53.655625,a,I,sd,u-11-4
sw2741B-ms98-a-0011,53.655625,54.495625,secretary,I,sd,u-11-4
sw2741B-ms98-a-0011,54.495625,54.655625,or,B,sd,u-11-5
sw2741B-ms98-a-0012,54.953375,55.063375,but,I,sd,u-11-5
