sw3118B-ms98-a-0002,2.399375,2.775875,okay,B,aa,u-2-1
sw3118B-ms98-a-0002,3.104625,3.647500,um,B,sd,u-2-2
sw3118B-ms98-a-0003,5.024375,5.155000,i,I,sd,u-2-2
sw3118B-ms98-a-0003,5.155000,5.735000,haven't,I,sd,u-2-2
sw3118B-ms98-a-0003,5.735000,5.785000,i,I,sd,u-2-2
sw3118B-ms98-a-0003,5.785000,6.005000,don't,I,sd,u-2-2
sw3118B-ms98-a-0003,6.005000,6.135000,know,I,sd,u-2-2
sw3118B-ms98-a-0003,6.135000,6.255000,that,I,sd,u-2-2
sw3118B-ms98-a-0003,6.255000,6.485000,much,I,sd,u-2-2
sw3118B-ms98-a-0003,6.485000,6.930875,about,I,sd,u-2-2
sw3118B-ms98-a-0003,7.435500,8.059000,the,I,sd,u-2-2
sw3118B-ms98-a-0003,8.593875,9.094625,possi[ble]-,I,sd,u-2-2
sw3118B-ms98-a-0003,9.094625,9.375000,what,I,sd,u-2-2
sw3118B-ms98-a-0003,9.375000,9.607000,the,I,sd,u-2-2
sw3118B-ms98-a-0003,9.607000,10.508625,possible,I,sd,u-2-2
sw3118B-ms98-a-0003,11.151375,11.555000,choices,I,sd,u-2-2
sw3118B-ms98-a-0003,11.555000,11.775000,could,I,sd,u-2-2
sw3118B-ms98-a-0003,11.775000,11.995000,be,I,sd,u-2-2
sw3118B-ms98-a-0003,11.995000,12.295000,about,I,sd,u-2-2
sw3118B-ms98-a-0003,12.295000,13.095000,reorganizing,I,sd,u-2-2
sw3118B-ms98-a-0003,13.095000,13.195000,the,I,sd,u-2-2
sw3118B-ms98-a-0003,13.195000,13.615000,trial,I,sd,u-2-2
sw3118B-ms98-a-0003,13.615000,13.795000,by,I,sd,u-2-2
sw3118B-ms98-a-0003,13.795000,14.185000,jury,I,sd,u-2-2
sw3118B-ms98-a-0003,14.185000,14.390500,but,B,sv,u-2-3
sw3118B-ms98-a-0004,15.388750,15.841000,um,I,sv,u-2-3
sw3118B-ms98-a-0004,16.123500,16.212125,i,I,sv,u-2-3
sw3118B-ms98-a-0004,16.212125,16.432125,think,I,sv,u-2-3
sw3118B-ms98-a-0004,16.432125,16.570625,it,I,sv,u-2-3
sw3118B-ms98-a-0004,16.939750,17.312625,works,I,sv,u-2-3
sw3118B-ms98-a-0004,17.915250,18.242125,better,I,sv,u-2-3
sw3118B-ms98-a-0004,18.242125,18.549125,than,I,sv,u-2-3
sw3118B-ms98-a-0004,18.549125,18.812125,many,I,sv,u-2-3
sw3118B-ms98-a-0004,18.812125,19.002125,other,I,sv,u-2-3
sw3118B-ms98-a-0004,19.002125,19.622125,systems,I,sv,u-2-3
sw3118B-ms98-a-0004,19.622125,19.882125,like,I,sv,u-2-3
sw3118B-ms98-a-0004,19.882125,20.122125,having,I,sv,u-2-3
sw3118B-ms98-a-0004,20.122125,20.232125,a,I,sv,u-2-3
sw3118B-ms98-a-0004,20.232125,20.512125,judge,I,sv,u-2-3
sw3118B-ms98-a-0004,20.512125,21.145250,decide,I,sv,u-2-3
sw3118B-ms98-a-0005,21.255500,22.677750,[laughter],O,,
sw3118B-ms98-a-0006,23.229000,23.344125,i,B,sv,u-4-1
sw3118B-ms98-a-0006,23.344125,23.546625,can't,I,sv,u-4-1
sw3118B-ms98-a-0006,23.546625,23.686625,think,I,sv,u-4-1
sw3118B-ms98-a-0006,23.686625,23.786625,of,I,sv,u-4-1
sw3118B-ms98-a-0006,23.786625,24.172375,many,I,sv,u-4-1
sw3118B-ms98-a-0006,24.172375,24.836625,alternatives,I,sv,u-4-1
sw3118B-ms98-a-0006,24.836625,24.966625,that,I,sv,u-4-1
sw3118B-ms98-a-0006,24.966625,25.086625,could,I,sv,u-4-1
sw3118B-ms98-a-0006,25.086625,25.196625,be,I,sv,u-4-1
sw3118B-ms98-a-0006,25.196625,25.426625,more,I,sv,u-4-1
sw3118B-ms98-a-0006,25.426625,25.696625,fair,I,sv,u-4-1
sw3118B-ms98-a-0006,25.696625,25.836625,than,I,sv,u-4-1
sw3118B-ms98-a-0006,25.836625,26.116625,having,I,sv,u-4-1
sw3118B-ms98-a-0006,26.116625,26.446625,twelve,I,sv,u-4-1
sw3118B-ms98-a-0006,26.446625,26.746625,people,I,sv,u-4-1
sw3118B-ms98-a-0006,26.746625,27.316625,decide,I,sv,u-4-1
sw3118B-ms98-a-0006,27.316625,27.536625,although,I,sv,u-4-1
sw3118B-ms98-a-0006,27.536625,27.696625,it's,I,sv,u-4-1
sw3118B-ms98-a-0006,27.696625,28.246250,difficult,I,sv,u-4-1
sw3118B-ms98-a-0006,28.246250,28.751000,because,I,sv,u-4-1
sw3118B-ms98-a-0006,28.751000,28.906625,they,I,sv,u-4-1
sw3118B-ms98-a-0006,28.906625,29.046625,all,I,sv,u-4-1
sw3118B-ms98-a-0006,29.046625,29.206625,have,I,sv,u-4-1
sw3118B-ms98-a-0006,29.206625,29.346625,to,I,sv,u-4-1
sw3118B-ms98-a-0006,29.346625,29.566625,be,I,sv,u-4-1
sw3118B-ms98-a-0006,29.566625,29.821125,new,I,sv,u-4-1
sw3118B-ms98-a-0006,29.821125,30.613000,unanimous,I,sv,u-4-1
sw3118B-ms98-a-0009,37.492250,37.622250,i,B,%,u-6-1
sw3118B-ms98-a-0009,37.622250,37.794625,don't,I,%,u-6-1
sw3118B-ms98-a-0011,47.523125,47.610375,i,B,no,u-8-1
sw3118B-ms98-a-0011,47.610375,47.800375,don't,I,no,u-8-1
sw3118B-ms98-a-0011,47.800375,48.080375,know,I,no,u-8-1
sw3118B-ms98-a-0011,48.080375,48.250375,i,B,sd,u-8-2
sw3118B-ms98-a-0011,48.250375,48.440375,don't,I,sd,u-8-2
sw3118B-ms98-a-0011,48.440375,48.680375,know,I,sd,u-8-2
sw3118B-ms98-a-0011,48.680375,48.890375,if,I,sd,u-8-2
sw3118B-ms98-a-0011,48.890375,48.990375,i,I,sd,u-8-2
sw3118B-ms98-a-0011,48.990375,49.270375,feel,I,sd,u-8-2
sw3118B-ms98-a-0011,49.270375,49.310375,i,I,sd,u-8-2
sw3118B-ms98-a-0011,49.310375,49.510375,don't,I,sd,u-8-2
sw3118B-ms98-a-0011,49.510375,49.650375,feel,I,sd,u-8-2
sw3118B-ms98-a-0011,49.650375,49.790375,real,I,sd,u-8-2
sw3118B-ms98-a-0011,49.790375,50.230375,strongly,I,sd,u-8-2
sw3118B-ms98-a-0011,50.230375,50.510375,about,I,sd,u-8-2
sw3118B-ms98-a-0011,50.510375,50.790375,that,I,sd,u-8-2
sw3118B-ms98-a-0011,50.790375,50.940375,if,B,%,u-8-3
sw3118B-ms98-a-0011,50.940375,51.065375,the,I,%,u-8-3
sw3118B-ms98-a-0011,51.355500,51.830375,um,I,%,u-8-3
sw3118B-ms98-a-0011,51.830375,51.920375,the,B,sd,u-8-4
sw3118B-ms98-a-0011,51.920375,52.180375,thing,I,sd,u-8-4
sw3118B-ms98-a-0011,52.180375,52.370375,is,I,sd,u-8-4
sw3118B-ms98-a-0011,52.370375,52.530375,though,I,sd,u-8-4
sw3118B-ms98-a-0011,52.530375,52.737750,i-,I,sd,u-8-4
sw3118B-ms98-a-0011,53.129375,53.220375,i,I,sd,u-8-4
sw3118B-ms98-a-0011,53.220375,53.420375,didn't,I,sd,u-8-4
sw3118B-ms98-a-0011,53.420375,53.663125,think,I,sd,u-8-4
sw3118B-ms98-a-0011,53.663125,53.801250,that,I,sd,u-8-4
sw3118B-ms98-a-0011,53.801250,54.018125,[vocalized-noise],I,sd,u-8-4
sw3118B-ms98-a-0011,54.018125,54.290375,even,I,sd,u-8-4
sw3118B-ms98-a-0011,54.290375,54.410375,if,I,sd,u-8-4
sw3118B-ms98-a-0011,54.410375,54.490375,it,I,sd,u-8-4
sw3118B-ms98-a-0011,54.490375,54.600375,was,I,sd,u-8-4
sw3118B-ms98-a-0011,54.600375,54.650375,a,I,sd,u-8-4
sw3118B-ms98-a-0011,54.650375,55.010375,lower,I,sd,u-8-4
sw3118B-ms98-a-0011,55.010375,55.570375,conviction,I,sd,u-8-4
sw3118B-ms98-a-0011,55.570375,55.630375,i,I,sd,u-8-4
sw3118B-ms98-a-0011,55.630375,55.830375,didn't,I,sd,u-8-4
sw3118B-ms98-a-0011,55.830375,56.030375,think,I,sd,u-8-4
sw3118B-ms98-a-0011,56.030375,56.200375,that,I,sd,u-8-4
sw3118B-ms98-a-0011,56.200375,56.378500,you,I,sd,u-8-4
sw3118B-ms98-a-0011,56.378500,57.016375,could,I,sd,u-8-4
sw3118B-ms98-a-0012,57.705250,58.156750,um,I,sd,u-8-4
sw3118B-ms98-a-0012,58.416000,58.480125,i,I,sd,u-8-4
sw3118B-ms98-a-0012,58.480125,58.630125,didn't,I,sd,u-8-4
sw3118B-ms98-a-0012,58.630125,58.770125,think,I,sd,u-8-4
sw3118B-ms98-a-0012,58.770125,58.890125,that,I,sd,u-8-4
sw3118B-ms98-a-0012,58.890125,58.990125,you,I,sd,u-8-4
sw3118B-ms98-a-0012,58.990125,59.270125,really,I,sd,u-8-4
sw3118B-ms98-a-0012,59.270125,59.420125,had,I,sd,u-8-4
sw3118B-ms98-a-0012,59.420125,59.480125,to,I,sd,u-8-4
sw3118B-ms98-a-0012,59.480125,59.734000,have,I,sd,u-8-4
sw3118B-ms98-a-0012,59.734000,59.880875,a,I,sd,u-8-4
sw3118B-ms98-a-0012,59.880875,60.120125,a,I,sd,u-8-4
sw3118B-ms98-a-0012,60.120125,60.571000,jury,I,sd,u-8-4
sw3118B-ms98-a-0012,60.571000,61.448250,[laughter],O,,
sw3118B-ms98-a-0013,61.662875,62.012875,unless,B,sd,u-10-1
sw3118B-ms98-a-0013,62.012875,62.122875,i,I,sd,u-10-1
sw3118B-ms98-a-0013,62.122875,62.322875,guess,I,sd,u-10-1
sw3118B-ms98-a-0013,62.322875,62.442875,if,I,sd,u-10-1
sw3118B-ms98-a-0013,62.442875,62.522875,you,I,sd,u-10-1
sw3118B-ms98-a-0013,62.522875,62.932875,request,I,sd,u-10-1
sw3118B-ms98-a-0013,62.932875,63.072875,one,I,sd,u-10-1
sw3118B-ms98-a-0013,63.072875,63.132875,you,I,sd,u-10-1
sw3118B-ms98-a-0013,63.132875,63.395875,can,I,sd,u-10-1
sw3118B-ms98-a-0013,64.088875,64.212875,but,B,%,u-10-2
sw3118B-ms98-a-0013,64.212875,64.322875,i,I,%,u-10-2
sw3118B-ms98-a-0013,64.322875,64.622875,think,I,%,u-10-2
sw3118B-ms98-a-0013,64.622875,64.802875,yeah,B,%,u-10-3
