sw2191B-ms98-a-0002,6.428375,6.848250,uh-huh,B,b,u-2-1
sw2191B-ms98-a-0004,22.620000,23.120625,uh-huh,B,b,u-4-1
sw2191B-ms98-a-0004,23.851250,24.270000,well,B,^h,u-6-1
sw2191B-ms98-a-0004,24.270000,24.840000,[laughter],I,^h,u-6-1
sw2191B-ms98-a-0004,24.840000,25.080000,it's,I,^h,u-6-1
sw2191B-ms98-a-0004,25.080000,25.580000,funny,I,^h,u-6-1
sw2191B-ms98-a-0004,25.580000,26.000000,this,B,%,u-6-2
sw2191B-ms98-a-0004,26.000000,26.568375,week,I,%,u-6-2
sw2191B-ms98-a-0004,27.051625,27.801625,yesterday,B,sd,u-6-3
sw2191B-ms98-a-0004,27.801625,27.974875,i,I,sd,u-6-3
sw2191B-ms98-a-0004,27.974875,28.540000,started,I,sd,u-6-3
sw2191B-ms98-a-0004,28.540000,29.310000,exercising,I,sd,u-6-3
sw2191B-ms98-a-0004,29.310000,30.010000,seriously,I,sd,u-6-3
sw2191B-ms98-a-0005,30.831000,31.111000,this,B,sd,u-8-1
sw2191B-ms98-a-0005,31.111000,31.561000,weekend,I,sd,u-8-1
sw2191B-ms98-a-0005,31.561000,31.651000,i,I,sd,u-8-1
sw2191B-ms98-a-0005,31.651000,32.091000,cleaned,I,sd,u-8-1
sw2191B-ms98-a-0005,32.091000,32.251000,out,I,sd,u-8-1
sw2191B-ms98-a-0005,32.251000,32.391000,my,I,sd,u-8-1
sw2191B-ms98-a-0005,32.391000,33.251000,closets,I,sd,u-8-1
sw2191B-ms98-a-0005,33.251000,33.651000,and,B,sd,u-8-2
sw2191B-ms98-a-0005,33.651000,33.947000,uh,I,sd,u-8-2
sw2191B-ms98-a-0005,34.952000,35.061000,a,I,sd,u-8-2
sw2191B-ms98-a-0005,35.061000,35.341000,couple,I,sd,u-8-2
sw2191B-ms98-a-0005,35.341000,35.601000,years,I,sd,u-8-2
sw2191B-ms98-a-0005,35.601000,35.821000,ago,I,sd,u-8-2
sw2191B-ms98-a-0005,35.821000,36.006875,i,I,sd,u-8-2
sw2191B-ms98-a-0005,36.006875,36.519125,too,I,sd,u-8-2
sw2191B-ms98-a-0005,36.519125,36.761000,got,I,sd,u-8-2
sw2191B-ms98-a-0005,36.761000,37.201000,married,I,sd,u-8-2
sw2191B-ms98-a-0005,37.201000,37.261000,i,B,sd,u-8-3
sw2191B-ms98-a-0005,37.261000,37.501000,haven't,I,sd,u-8-3
sw2191B-ms98-a-0005,37.501000,37.661000,have,I,sd,u-8-3
sw2191B-ms98-a-0005,37.661000,37.851000,any,I,sd,u-8-3
sw2191B-ms98-a-0005,37.851000,38.281000,children,I,sd,u-8-3
sw2191B-ms98-a-0005,38.281000,38.531000,yet,I,sd,u-8-3
sw2191B-ms98-a-0005,38.531000,38.710000,but,B,sd,u-8-4
sw2191B-ms98-a-0005,39.521750,39.698875,this,I,sd,u-8-4
sw2191B-ms98-a-0005,39.698875,40.031000,weekend,I,sd,u-8-4
sw2191B-ms98-a-0005,40.031000,40.071000,i,I,sd,u-8-4
sw2191B-ms98-a-0005,40.071000,40.441000,cleaned,I,sd,u-8-4
sw2191B-ms98-a-0005,40.441000,40.531000,out,I,sd,u-8-4
sw2191B-ms98-a-0005,40.531000,40.691000,some,I,sd,u-8-4
sw2191B-ms98-a-0005,40.691000,41.261000,closets,I,sd,u-8-4
sw2191B-ms98-a-0005,41.261000,41.351000,and,B,sd,u-8-5
sw2191B-ms98-a-0005,41.351000,41.431000,i,I,sd,u-8-5
sw2191B-ms98-a-0005,41.431000,41.751000,found,I,sd,u-8-5
sw2191B-ms98-a-0005,41.751000,41.781000,a,I,sd,u-8-5
sw2191B-ms98-a-0005,41.781000,42.181000,bathing,I,sd,u-8-5
sw2191B-ms98-a-0005,42.181000,42.461000,suit,I,sd,u-8-5
sw2191B-ms98-a-0005,42.461000,42.641000,that,I,sd,u-8-5
sw2191B-ms98-a-0005,42.641000,42.721000,i,I,sd,u-8-5
sw2191B-ms98-a-0005,42.721000,42.981000,had,I,sd,u-8-5
sw2191B-ms98-a-0005,42.981000,43.572250,bought,I,sd,u-8-5
sw2191B-ms98-a-0006,44.326375,45.445875,[laughter],O,,
sw2191B-ms98-a-0006,45.445875,45.765875,tried,B,sd,u-10-1
sw2191B-ms98-a-0006,45.765875,45.925875,it,I,sd,u-10-1
sw2191B-ms98-a-0006,45.925875,46.195875,on,I,sd,u-10-1
sw2191B-ms98-a-0006,46.195875,46.355875,and,I,sd,u-10-1
sw2191B-ms98-a-0006,46.355875,46.845875,decided,I,sd,u-10-1
sw2191B-ms98-a-0006,46.845875,46.945875,i,I,sd,u-10-1
sw2191B-ms98-a-0006,46.945875,47.405875,really,I,sd,u-10-1
sw2191B-ms98-a-0006,47.405875,47.635875,did,I,sd,u-10-1
sw2191B-ms98-a-0006,47.635875,47.925875,not,I,sd,u-10-1
sw2191B-ms98-a-0006,47.925875,48.275875,like,I,sd,u-10-1
sw2191B-ms98-a-0006,48.275875,48.495875,how,I,sd,u-10-1
sw2191B-ms98-a-0006,48.495875,48.595875,it,I,sd,u-10-1
sw2191B-ms98-a-0006,48.595875,48.945875,looked,I,sd,u-10-1
sw2191B-ms98-a-0006,48.945875,49.175875,on,I,sd,u-10-1
sw2191B-ms98-a-0006,49.175875,49.467000,me,I,sd,u-10-1
sw2191B-ms98-a-0007,51.166625,51.376625,so,B,sd,u-12-1
sw2191B-ms98-a-0007,51.376625,52.123250,yesterday,I,sd,u-12-1
sw2191B-ms98-a-0007,52.123250,52.337875,i,I,sd,u-12-1
sw2191B-ms98-a-0007,52.337875,52.676625,went,I,sd,u-12-1
sw2191B-ms98-a-0007,52.956625,53.076625,to,I,sd,u-12-1
sw2191B-ms98-a-0007,53.076625,53.568750,uh,I,sd,u-12-1
sw2191B-ms98-a-0007,54.028250,54.146625,a,I,sd,u-12-1
