sw2608A-ms98-a-0002,0.529000,0.869000,okay,B,o,u-1-1
sw2608A-ms98-a-0004,3.555375,3.755375,you,B,oo,u-3-1
sw2608A-ms98-a-0004,3.755375,3.855375,can,I,oo,u-3-1
sw2608A-ms98-a-0004,3.855375,3.995375,go,I,oo,u-3-1
sw2608A-ms98-a-0004,3.995375,4.335375,first,I,oo,u-3-1
sw2608A-ms98-a-0004,4.335375,4.465375,or,B,oo,u-3-2
sw2608A-ms98-a-0004,4.465375,4.505375,i,I,oo,u-3-2
sw2608A-ms98-a-0004,4.505375,4.795375,will,I,oo,u-3-2
sw2608A-ms98-a-0005,5.790500,6.150500,okay,B,aa,u-5-1
sw2608A-ms98-a-0006,6.985000,7.325000,well,B,sd,u-5-2
sw2608A-ms98-a-0006,7.533250,7.643375,i'm,I,sd,u-5-2
sw2608A-ms98-a-0006,7.643375,7.725000,going,I,sd,u-5-2
sw2608A-ms98-a-0006,7.725000,7.905000,to,I,sd,u-5-2
sw2608A-ms98-a-0006,7.905000,8.045000,tell,I,sd,u-5-2
sw2608A-ms98-a-0006,8.045000,8.235000,you,I,sd,u-5-2
sw2608A-ms98-a-0006,8.235000,8.405000,what,I,sd,u-5-2
sw2608A-ms98-a-0006,8.405000,8.585000,i'd,I,sd,u-5-2
sw2608A-ms98-a-0006,8.585000,8.955000,have,I,sd,u-5-2
sw2608A-ms98-a-0006,8.955000,9.785000,[laughter],O,,
sw2608A-ms98-a-0008,11.228125,11.418125,down,B,sd,u-7-1
sw2608A-ms98-a-0008,11.418125,11.528125,in,I,sd,u-7-1
sw2608A-ms98-a-0008,11.528125,11.708125,the,I,sd,u-7-1
sw2608A-ms98-a-0008,11.708125,12.028125,South,I,sd,u-7-1
sw2608A-ms98-a-0008,12.028125,12.108125,we,I,sd,u-7-1
sw2608A-ms98-a-0008,12.108125,12.268125,have,I,sd,u-7-1
sw2608A-ms98-a-0008,12.268125,12.308125,a,I,sd,u-7-1
sw2608A-ms98-a-0008,12.308125,12.488125,lot,I,sd,u-7-1
sw2608A-ms98-a-0008,12.488125,12.568125,of,I,sd,u-7-1
sw2608A-ms98-a-0008,12.568125,13.018125,shrimp,I,sd,u-7-1
sw2608A-ms98-a-0009,13.560000,13.970000,okay,B,+,u-9-1
sw2608A-ms98-a-0009,14.170000,14.380000,and,B,sd,u-11-1
sw2608A-ms98-a-0009,14.380000,14.420000,i,I,sd,u-11-1
sw2608A-ms98-a-0009,14.420000,14.780000,have,I,sd,u-11-1
sw2608A-ms98-a-0009,14.780000,15.077250,uh,I,sd,u-11-1
sw2608A-ms98-a-0009,15.077250,15.540000,shrimp,I,sd,u-11-1
sw2608A-ms98-a-0009,15.540000,15.700000,that,I,sd,u-11-1
sw2608A-ms98-a-0009,15.700000,15.770000,is,I,sd,u-11-1
sw2608A-ms98-a-0009,15.770000,16.140000,steamed,I,sd,u-11-1
sw2608A-ms98-a-0009,16.140000,16.330000,in,I,sd,u-11-1
sw2608A-ms98-a-0009,16.330000,16.650000,beer,I,sd,u-11-1
sw2608A-ms98-a-0009,17.170000,17.290000,that,I,sd,u-11-1
sw2608A-ms98-a-0009,17.290000,17.350000,i,B,+,u-13-1
sw2608A-ms98-a-0009,17.350000,17.820000,cook,I,+,u-13-1
sw2608A-ms98-a-0010,18.546125,18.756125,and,B,sd,u-15-1
sw2608A-ms98-a-0010,18.756125,18.886125,then,I,sd,u-15-1
sw2608A-ms98-a-0010,18.886125,18.986125,i,I,sd,u-15-1
sw2608A-ms98-a-0010,18.986125,19.286125,have,I,sd,u-15-1
sw2608A-ms98-a-0010,19.286125,19.386125,a,I,sd,u-15-1
sw2608A-ms98-a-0010,19.386125,20.196125,cauliflower,I,sd,u-15-1
sw2608A-ms98-a-0010,20.196125,20.346125,that,I,sd,u-15-1
sw2608A-ms98-a-0010,20.346125,20.406125,i,I,sd,u-15-1
sw2608A-ms98-a-0010,20.406125,20.556125,would,I,sd,u-15-1
sw2608A-ms98-a-0010,20.556125,21.086125,cook,I,sd,u-15-1
sw2608A-ms98-a-0010,21.086125,21.466125,garlic,I,sd,u-15-1
sw2608A-ms98-a-0010,21.466125,22.033375,bread,I,sd,u-15-1
sw2608A-ms98-a-0010,22.033375,22.326125,green,I,sd,u-15-1
sw2608A-ms98-a-0010,22.326125,22.736125,salad,I,sd,u-15-1
sw2608A-ms98-a-0010,22.846125,23.250625,tea,I,sd,u-15-1
sw2608A-ms98-a-0010,23.250625,23.386125,and,B,sd,u-15-2
sw2608A-ms98-a-0010,23.386125,23.546125,we'd,I,sd,u-15-2
sw2608A-ms98-a-0010,23.546125,23.686125,have,I,sd,u-15-2
sw2608A-ms98-a-0010,23.686125,23.736125,a,I,sd,u-15-2
sw2608A-ms98-a-0010,23.736125,24.026125,lemon,I,sd,u-15-2
sw2608A-ms98-a-0010,24.026125,24.256125,pie,I,sd,u-15-2
sw2608A-ms98-a-0010,24.256125,24.406125,for,I,sd,u-15-2
sw2608A-ms98-a-0010,24.406125,24.886125,dessert,I,sd,u-15-2
sw2608A-ms98-a-0012,27.376875,27.726875,yes,B,aa,u-17-1
sw2608A-ms98-a-0012,27.726875,27.926875,and,B,sd,u-17-2
sw2608A-ms98-a-0012,27.926875,28.156875,what's,I,sd,u-17-2
sw2608A-ms98-a-0012,28.156875,28.456875,really,I,sd,u-17-2
sw2608A-ms98-a-0012,28.456875,28.666875,neat,I,sd,u-17-2
sw2608A-ms98-a-0012,28.666875,28.956875,about,I,sd,u-17-2
sw2608A-ms98-a-0012,28.956875,29.126875,it,I,sd,u-17-2
sw2608A-ms98-a-0012,29.126875,29.976875,is,I,sd,u-17-2
sw2608A-ms98-a-0012,29.976875,30.186875,the,I,sd,u-17-2
sw2608A-ms98-a-0012,30.366875,30.806875,shrimp,I,sd,u-17-2
sw2608A-ms98-a-0012,31.276875,31.456875,is,I,sd,u-17-2
sw2608A-ms98-a-0012,31.456875,31.826875,cooked,I,sd,u-17-2
sw2608A-ms98-a-0012,31.826875,31.996875,in,I,sd,u-17-2
sw2608A-ms98-a-0012,31.996875,32.256875,your,I,sd,u-17-2
sw2608A-ms98-a-0012,32.386875,32.706875,uh,I,sd,u-17-2
sw2608A-ms98-a-0012,33.326875,33.516875,like,I,sd,u-17-2
sw2608A-ms98-a-0012,33.516875,33.626875,your,I,sd,u-17-2
sw2608A-ms98-a-0012,33.626875,33.916875,rice,I,sd,u-17-2
sw2608A-ms98-a-0012,33.916875,34.316875,steamer,I,sd,u-17-2
sw2608A-ms98-a-0012,34.706875,34.846875,your,B,+,u-19-1
sw2608A-ms98-a-0012,34.846875,35.096875,rice,I,+,u-19-1
sw2608A-ms98-a-0012,35.096875,35.476875,cooker,I,+,u-19-1
sw2608A-ms98-a-0013,36.491250,36.871250,and,B,ad,u-21-1
sw2608A-ms98-a-0013,36.871250,37.091250,um,I,ad,u-21-1
sw2608A-ms98-a-0013,37.901250,37.971250,you,I,ad,u-21-1
sw2608A-ms98-a-0013,37.971250,38.391250,place,I,ad,u-21-1
sw2608A-ms98-a-0013,38.391250,38.611250,the,I,ad,u-21-1
sw2608A-ms98-a-0013,38.831250,39.161250,shrimp,I,ad,u-21-1
sw2608A-ms98-a-0013,39.161250,39.291250,in,I,ad,u-21-1
sw2608A-ms98-a-0013,39.291250,39.561250,the,I,ad,u-21-1
sw2608A-ms98-a-0014,41.096250,41.276250,in,I,ad,u-21-1
sw2608A-ms98-a-0014,41.276250,41.486250,the,I,ad,u-21-1
sw2608A-ms98-a-0014,41.696250,41.936250,rice,I,ad,u-21-1
sw2608A-ms98-a-0014,41.936250,42.296250,steamer,I,ad,u-21-1
sw2608A-ms98-a-0014,42.866250,42.976250,and,B,ad,u-21-2
sw2608A-ms98-a-0014,42.976250,43.046250,you,I,ad,u-21-2
sw2608A-ms98-a-0014,43.046250,43.226250,put,I,ad,u-21-2
sw2608A-ms98-a-0014,43.226250,43.326250,a,I,ad,u-21-2
sw2608A-ms98-a-0014,43.326250,43.496250,bay,I,ad,u-21-2
sw2608A-ms98-a-0014,43.496250,43.856250,leaf,I,ad,u-21-2
sw2608A-ms98-a-0014,43.856250,44.146250,and,I,ad,u-21-2
sw2608A-ms98-a-0014,44.146250,44.306250,put,I,ad,u-21-2
sw2608A-ms98-a-0014,44.306250,44.586250,some,I,ad,u-21-2
sw2608A-ms98-a-0014,44.586250,44.836250,uh,I,ad,u-21-2
