sw3226A-ms98-a-0002,2.648500,2.818500,okay,B,o,u-1-1
sw3226A-ms98-a-0002,2.918500,2.978500,the,B,sd^t,u-1-2
sw3226A-ms98-a-0002,2.978500,3.388500,topic,I,sd^t,u-1-2
sw3226A-ms98-a-0002,3.388500,3.498500,of,I,sd^t,u-1-2
sw3226A-ms98-a-0002,3.498500,3.558500,the,I,sd^t,u-1-2
sw3226A-ms98-a-0002,3.558500,4.308500,conversation,I,sd^t,u-1-2
sw3226A-ms98-a-0002,4.558500,4.898500,is,I,sd^t,u-1-2
sw3226A-ms98-a-0002,5.158500,5.678500,national,I,sd^t,u-1-2
sw3226A-ms98-a-0002,5.678500,5.978500,health,I,sd^t,u-1-2
sw3226A-ms98-a-0002,5.978500,6.698500,insurance,I,sd^t,u-1-2
sw3226A-ms98-a-0002,6.868500,7.028500,and,I,sd^t,u-1-2
sw3226A-ms98-a-0002,7.028500,7.088500,the,I,sd^t,u-1-2
sw3226A-ms98-a-0002,7.088500,7.418500,pros,I,sd^t,u-1-2
sw3226A-ms98-a-0002,7.418500,7.568500,and,I,sd^t,u-1-2
sw3226A-ms98-a-0002,7.568500,8.028500,cons,I,sd^t,u-1-2
sw3226A-ms98-a-0002,8.178500,8.578500,and,I,sd^t,u-1-2
sw3226A-ms98-a-0002,8.578500,8.738500,do,I,sd^t,u-1-2
sw3226A-ms98-a-0002,8.738500,8.908500,i,I,sd^t,u-1-2
sw3226A-ms98-a-0002,9.648500,9.768500,do,I,sd^t,u-1-2
sw3226A-ms98-a-0002,9.768500,9.898500,we,I,sd^t,u-1-2
sw3226A-ms98-a-0002,9.898500,10.158500,think,I,sd^t,u-1-2
sw3226A-ms98-a-0002,10.158500,10.288500,that,I,sd^t,u-1-2
sw3226A-ms98-a-0002,10.288500,10.358500,the,I,sd^t,u-1-2
sw3226A-ms98-a-0002,10.358500,10.928500,government,I,sd^t,u-1-2
sw3226A-ms98-a-0002,11.458500,11.688500,should,I,sd^t,u-1-2
sw3226A-ms98-a-0002,11.688500,12.348500,finance,I,sd^t,u-1-2
sw3226A-ms98-a-0002,12.348500,12.438500,it,I,sd^t,u-1-2
sw3226A-ms98-a-0002,12.618500,12.758500,what,B,qw,u-1-3
sw3226A-ms98-a-0002,12.758500,12.868500,is,I,qw,u-1-3
sw3226A-ms98-a-0002,12.868500,13.018500,your,I,qw,u-1-3
sw3226A-ms98-a-0002,13.018500,13.598500,opinion,I,qw,u-1-3
sw3226A-ms98-a-0003,15.181250,15.301250,you,B,bf,u-3-1
sw3226A-ms98-a-0003,15.301250,15.511250,say,I,bf,u-3-1
sw3226A-ms98-a-0003,15.511250,15.841250,yes,I,bf,u-3-1
sw3226A-ms98-a-0005,29.571625,29.721625,i,B,sd,u-5-1
sw3226A-ms98-a-0005,29.721625,29.911625,have,I,sd,u-5-1
sw3226A-ms98-a-0005,29.911625,30.191625,heard,I,sd,u-5-1
sw3226A-ms98-a-0005,30.191625,30.531625,someone,I,sd,u-5-1
sw3226A-ms98-a-0005,30.531625,30.941625,else,I,sd,u-5-1
sw3226A-ms98-a-0005,30.941625,31.081625,uh,I,sd,u-5-1
sw3226A-ms98-a-0005,31.541625,31.771625,say,I,sd,u-5-1
sw3226A-ms98-a-0005,31.771625,32.141625,that,I,sd,u-5-1
sw3226A-ms98-a-0005,32.141625,32.361625,uh,I,sd,u-5-1
sw3226A-ms98-a-0005,32.391625,32.461625,the,I,sd,u-5-1
sw3226A-ms98-a-0005,32.461625,32.911625,Canadian,I,sd,u-5-1
sw3226A-ms98-a-0005,32.971625,33.131625,health,I,sd,u-5-1
sw3226A-ms98-a-0005,33.131625,33.611625,insurance,I,sd,u-5-1
sw3226A-ms98-a-0005,33.611625,33.711625,is,I,sd,u-5-1
sw3226A-ms98-a-0005,33.831625,34.421625,absolutely,I,sd,u-5-1
sw3226A-ms98-a-0005,34.421625,34.901625,excellent,I,sd,u-5-1
sw3226A-ms98-a-0006,35.447875,35.677875,and,B,sd,u-7-1
sw3226A-ms98-a-0006,35.677875,35.827875,one,I,sd,u-7-1
sw3226A-ms98-a-0006,35.827875,35.927875,of,I,sd,u-7-1
sw3226A-ms98-a-0006,35.927875,35.997875,the,I,sd,u-7-1
sw3226A-ms98-a-0006,35.997875,36.307875,ways,I,sd,u-7-1
sw3226A-ms98-a-0006,36.307875,36.437875,that,I,sd,u-7-1
sw3226A-ms98-a-0006,36.437875,36.577875,they're,I,sd,u-7-1
sw3226A-ms98-a-0006,36.577875,37.347875,financing,I,sd,u-7-1
sw3226A-ms98-a-0006,37.347875,37.457875,it,I,sd,u-7-1
sw3226A-ms98-a-0006,37.927875,38.097875,is,I,sd,u-7-1
sw3226A-ms98-a-0006,38.097875,38.277875,they,I,sd,u-7-1
sw3226A-ms98-a-0006,38.277875,38.557875,have,I,sd,u-7-1
sw3226A-ms98-a-0006,38.557875,38.647875,an,I,sd,u-7-1
sw3226A-ms98-a-0006,38.647875,39.397875,exorbitant,I,sd,u-7-1
sw3226A-ms98-a-0006,39.397875,39.817875,tax,I,sd,u-7-1
sw3226A-ms98-a-0006,39.917875,40.007875,on,I,sd,u-7-1
sw3226A-ms98-a-0006,40.007875,40.107875,their,I,sd,u-7-1
sw3226A-ms98-a-0006,40.107875,40.847875,cigarettes,I,sd,u-7-1
sw3226A-ms98-a-0007,43.083500,43.253500,[laughter],O,,
sw3226A-ms98-a-0007,43.253500,43.453500,this,B,sv,u-9-1
sw3226A-ms98-a-0007,43.453500,43.663500,is,I,sv,u-9-1
sw3226A-ms98-a-0007,43.813500,43.953500,[laughter],O,,
sw3226A-ms98-a-0008,44.316750,44.406750,e[vidently]-,O,,
sw3226A-ms98-a-0008,44.456750,44.956750,evidently,B,+,u-11-1
sw3226A-ms98-a-0008,44.956750,45.186750,this,I,+,u-11-1
sw3226A-ms98-a-0008,45.186750,45.306750,is,I,+,u-11-1
sw3226A-ms98-a-0008,45.306750,45.486750,one,I,+,u-11-1
sw3226A-ms98-a-0008,45.486750,45.586750,of,I,+,u-11-1
