sw3327B-ms98-a-0002,1.051875,1.345000,yes,B,ny,u-2-1
sw3327B-ms98-a-0004,3.192750,3.255750,i,B,na,u-4-1
sw3327B-ms98-a-0004,3.255750,3.485750,try,I,na,u-4-1
sw3327B-ms98-a-0004,3.485750,3.755750,to,I,na,u-4-1
sw3327B-ms98-a-0004,3.755750,4.085750,whenever,I,na,u-4-1
sw3327B-ms98-a-0004,4.085750,4.125750,i,I,na,u-4-1
sw3327B-ms98-a-0004,4.125750,4.415750,can,I,na,u-4-1
sw3327B-ms98-a-0004,4.415750,4.545750,i've,B,sd,u-4-2
sw3327B-ms98-a-0004,4.545750,4.845750,always,I,sd,u-4-2
sw3327B-ms98-a-0004,4.885750,5.035750,been,I,sd,u-4-2
sw3327B-ms98-a-0004,5.035750,5.288000,a,I,sd,u-4-2
sw3327B-ms98-a-0004,5.574250,5.928000,a,I,sd,u-4-2
sw3327B-ms98-a-0004,6.515625,6.606125,i,I,sd,u-4-2
sw3327B-ms98-a-0004,6.606125,6.765750,guess,I,sd,u-4-2
sw3327B-ms98-a-0004,6.765750,6.825750,a,I,sd,u-4-2
sw3327B-ms98-a-0004,6.825750,7.225750,product,I,sd,u-4-2
sw3327B-ms98-a-0004,7.225750,7.305750,of,I,sd,u-4-2
sw3327B-ms98-a-0004,7.305750,7.375750,a,I,sd,u-4-2
sw3327B-ms98-a-0004,7.375750,7.885750,handyman,I,sd,u-4-2
sw3327B-ms98-a-0004,7.885750,8.313000,father,I,sd,u-4-2
sw3327B-ms98-a-0006,11.642875,11.725500,th[e]-,O,,
sw3327B-ms98-a-0008,14.689375,14.944500,yeah,B,b,u-8-1
sw3327B-ms98-a-0009,16.968250,17.210250,yeah,B,aa,u-10-1
sw3327B-ms98-a-0009,17.417375,17.647000,there's,B,%,u-10-2
sw3327B-ms98-a-0009,17.816500,18.121250,although,B,sv,u-10-3
sw3327B-ms98-a-0009,18.121250,18.221250,i'll,I,sv,u-10-3
sw3327B-ms98-a-0009,18.221250,18.521250,tell,I,sv,u-10-3
sw3327B-ms98-a-0009,18.521250,18.731250,you,I,sv,u-10-3
sw3327B-ms98-a-0009,18.731250,18.901250,you,I,sv,u-10-3
sw3327B-ms98-a-0009,18.901250,19.071250,know,I,sv,u-10-3
sw3327B-ms98-a-0009,19.071250,19.281250,over,I,sv,u-10-3
sw3327B-ms98-a-0009,19.281250,19.361250,the,I,sv,u-10-3
sw3327B-ms98-a-0009,19.361250,19.781250,years,I,sv,u-10-3
sw3327B-ms98-a-0009,19.781250,19.851250,the,I,sv,u-10-3
sw3327B-ms98-a-0009,19.851250,20.221250,cars,I,sv,u-10-3
sw3327B-ms98-a-0009,20.221250,20.391250,get,I,sv,u-10-3
sw3327B-ms98-a-0009,20.391250,20.561250,more,I,sv,u-10-3
sw3327B-ms98-a-0009,20.561250,21.231250,complicated,I,sv,u-10-3
sw3327B-ms98-a-0009,21.231250,21.481250,and,O,,
sw3327B-ms98-a-0011,23.894375,24.189875,right,B,b,u-12-1
sw3327B-ms98-a-0011,24.351250,24.619625,yeah,B,b,u-12-2
sw3327B-ms98-a-0013,27.923125,28.227375,yes,B,ny,u-14-1
sw3327B-ms98-a-0013,28.260875,28.347875,one,B,sd^e,u-14-2
sw3327B-ms98-a-0013,28.347875,28.407875,of,I,sd^e,u-14-2
sw3327B-ms98-a-0013,28.407875,28.517875,my,I,sd^e,u-14-2
sw3327B-ms98-a-0013,28.517875,28.797875,first,I,sd^e,u-14-2
sw3327B-ms98-a-0013,28.797875,29.127875,cars,I,sd^e,u-14-2
sw3327B-ms98-a-0013,29.127875,29.287875,was,I,sd^e,u-14-2
sw3327B-ms98-a-0013,29.287875,29.337875,a,I,sd^e,u-14-2
sw3327B-ms98-a-0013,29.337875,29.607875,fifty,I,sd^e,u-14-2
sw3327B-ms98-a-0013,29.607875,29.847875,six,I,sd^e,u-14-2
sw3327B-ms98-a-0013,29.847875,30.308625,Buick,I,sd^e,u-14-2
sw3327B-ms98-a-0013,30.964000,31.329500,which,B,+,u-16-1
sw3327B-ms98-a-0013,31.453875,31.867875,after,I,+,u-16-1
sw3327B-ms98-a-0013,31.867875,32.397750,awhile,I,+,u-16-1
sw3327B-ms98-a-0013,32.789500,32.867875,i,I,+,u-16-1
sw3327B-ms98-a-0013,32.867875,33.177875,could,I,+,u-16-1
sw3327B-ms98-a-0013,33.177875,33.247875,you,I,+,u-16-1
sw3327B-ms98-a-0013,33.247875,33.327875,know,I,+,u-16-1
sw3327B-ms98-a-0013,33.327875,33.517875,take,I,+,u-16-1
sw3327B-ms98-a-0013,33.517875,33.577875,it,I,+,u-16-1
sw3327B-ms98-a-0013,33.577875,33.917875,apart,I,+,u-16-1
sw3327B-ms98-a-0013,33.917875,33.977875,in,I,+,u-16-1
sw3327B-ms98-a-0013,33.977875,34.097875,my,I,+,u-16-1
sw3327B-ms98-a-0013,34.097875,34.427875,sleep,I,+,u-16-1
sw3327B-ms98-a-0013,34.427875,34.527875,if,I,+,u-16-1
sw3327B-ms98-a-0013,34.527875,34.607875,i,I,+,u-16-1
sw3327B-ms98-a-0013,34.607875,34.847875,needed,I,+,u-16-1
sw3327B-ms98-a-0013,34.847875,35.023500,to,I,+,u-16-1
sw3327B-ms98-a-0014,35.817000,36.027875,yeah,B,ny,u-18-1
sw3327B-ms98-a-0014,36.027875,36.197875,it,B,sd^e,u-18-2
sw3327B-ms98-a-0014,36.197875,36.337875,it,I,sd^e,u-18-2
sw3327B-ms98-a-0014,36.337875,36.517875,got,I,sd^e,u-18-2
sw3327B-ms98-a-0014,36.517875,36.577875,to,I,sd^e,u-18-2
sw3327B-ms98-a-0014,36.577875,36.687875,be,I,sd^e,u-18-2
sw3327B-ms98-a-0014,36.687875,36.987875,pretty,I,sd^e,u-18-2
sw3327B-ms98-a-0014,36.987875,37.707875,straightforward,I,sd^e,u-18-2
sw3327B-ms98-a-0014,37.707875,37.767875,to,I,sd^e,u-18-2
sw3327B-ms98-a-0014,37.767875,38.354625,understand,I,sd^e,u-18-2
sw3327B-ms98-a-0014,38.437500,38.547875,an[d]-,O,,
sw3327B-ms98-a-0014,38.547875,38.697875,and,B,sd,u-18-3
sw3327B-ms98-a-0014,38.697875,38.807875,uh,I,sd,u-18-3
sw3327B-ms98-a-0014,38.807875,39.107875,since,I,sd,u-18-3
sw3327B-ms98-a-0014,39.107875,39.447875,then,I,sd,u-18-3
sw3327B-ms98-a-0014,39.447875,39.537875,you,I,sd,u-18-3
sw3327B-ms98-a-0014,39.537875,39.647875,know,I,sd,u-18-3
sw3327B-ms98-a-0014,39.647875,39.747875,a[nd]-,I,sd,u-18-3
sw3327B-ms98-a-0014,39.747875,39.917875,the,I,sd,u-18-3
sw3327B-ms98-a-0014,39.917875,40.297875,closer,I,sd,u-18-3
sw3327B-ms98-a-0014,40.297875,40.337875,a,I,sd,u-18-3
sw3327B-ms98-a-0014,40.337875,40.657875,car,I,sd,u-18-3
sw3327B-ms98-a-0014,40.657875,40.797875,is,I,sd,u-18-3
sw3327B-ms98-a-0014,40.797875,40.917875,to,I,sd,u-18-3
sw3327B-ms98-a-0014,40.917875,40.957875,a,I,sd,u-18-3
sw3327B-ms98-a-0014,40.957875,41.237875,fifty,I,sd,u-18-3
sw3327B-ms98-a-0014,41.237875,41.467875,six,I,sd,u-18-3
sw3327B-ms98-a-0014,41.467875,41.877875,Buick,I,sd,u-18-3
sw3327B-ms98-a-0014,41.877875,42.072250,the,I,sd,u-18-3
sw3327B-ms98-a-0014,42.690000,42.787875,the,I,sd,u-18-3
sw3327B-ms98-a-0014,42.787875,43.087875,more,I,sd,u-18-3
sw3327B-ms98-a-0014,43.087875,43.147875,i,I,sd,u-18-3
sw3327B-ms98-a-0014,43.147875,43.337875,know,I,sd,u-18-3
sw3327B-ms98-a-0014,43.337875,43.647875,about,I,sd,u-18-3
sw3327B-ms98-a-0014,43.647875,43.757875,it,I,sd,u-18-3
sw3327B-ms98-a-0014,43.757875,43.847875,and,B,sd,u-20-1
sw3327B-ms98-a-0014,43.847875,44.094125,then,I,sd,u-20-1
sw3327B-ms98-a-0014,44.173125,44.427875,start,I,sd,u-20-1
sw3327B-ms98-a-0014,44.427875,44.587875,getting,I,sd,u-20-1
sw3327B-ms98-a-0014,44.587875,44.727875,into,I,sd,u-20-1
sw3327B-ms98-a-0014,44.727875,44.957875,these,I,sd,u-20-1
sw3327B-ms98-a-0014,44.957875,45.517875,Nissans,I,sd,u-20-1
sw3327B-ms98-a-0014,45.517875,45.637875,and,I,sd,u-20-1
sw3327B-ms98-a-0014,45.637875,45.697875,the,I,sd,u-20-1
sw3327B-ms98-a-0014,45.697875,45.967875,like,I,sd,u-20-1
sw3327B-ms98-a-0014,45.967875,46.057875,and,B,sd,u-20-2
sw3327B-ms98-a-0014,46.057875,46.127875,i,I,sd,u-20-2
sw3327B-ms98-a-0014,46.127875,46.357875,just,I,sd,u-20-2
sw3327B-ms98-a-0014,46.357875,46.567875,can't,I,sd,u-20-2
sw3327B-ms98-a-0014,46.567875,46.767875,keep,I,sd,u-20-2
sw3327B-ms98-a-0014,46.767875,46.936750,up,I,sd,u-20-2
sw3327B-ms98-a-0016,56.121500,56.397125,yeah,B,b,u-22-1
sw3327B-ms98-a-0017,58.155000,58.946625,[laughter],O,,
sw3327B-ms98-a-0017,58.946625,59.249125,[laughter-that's],O,,
sw3327B-ms98-a-0017,59.249125,59.826250,[laughter-right],O,,
sw3327B-ms98-a-0017,60.662375,60.920000,yeah,B,b,u-26-1
sw3327B-ms98-a-0018,62.700250,62.901625,yep,O,,
sw3327B-ms98-a-0018,63.376250,63.533875,yep,O,,
sw3327B-ms98-a-0020,67.651125,67.909125,um-hum,B,b,u-30-1
sw3327B-ms98-a-0022,74.398250,74.688375,yes,B,b,u-32-1
sw3327B-ms98-a-0024,77.475000,77.722250,yes,B,b,u-34-1
sw3327B-ms98-a-0024,77.722250,77.762250,i,B,ba,u-34-2
sw3327B-ms98-a-0024,77.762250,78.185875,understand,I,ba,u-34-2
sw3327B-ms98-a-0024,79.067250,79.498125,my,B,sd,u-34-3
sw3327B-ms98-a-0024,79.498125,80.071500,last,I,sd,u-34-3
sw3327B-ms98-a-0024,80.203375,80.422250,car,I,sd,u-34-3
sw3327B-ms98-a-0024,80.422250,80.772250,repair,I,sd,u-34-3
sw3327B-ms98-a-0024,80.772250,81.092250,actually,I,sd,u-34-3
sw3327B-ms98-a-0024,81.092250,81.262250,had,I,sd,u-34-3
sw3327B-ms98-a-0024,81.262250,81.332250,to,I,sd,u-34-3
sw3327B-ms98-a-0024,81.332250,81.512250,do,I,sd,u-34-3
sw3327B-ms98-a-0024,81.512250,81.705375,with,I,sd,u-34-3
sw3327B-ms98-a-0024,81.761875,82.092250,brakes,I,sd,u-34-3
sw3327B-ms98-a-0024,82.092250,82.252250,and,B,sd,u-34-4
sw3327B-ms98-a-0024,82.252250,82.452250,it's,I,sd,u-34-4
sw3327B-ms98-a-0024,82.452250,82.572250,one,I,sd,u-34-4
sw3327B-ms98-a-0024,82.572250,82.632250,i,I,sd,u-34-4
sw3327B-ms98-a-0024,82.632250,82.802250,did,I,sd,u-34-4
sw3327B-ms98-a-0024,82.802250,83.012250,not,I,sd,u-34-4
sw3327B-ms98-a-0024,83.012250,83.112250,do,I,sd,u-34-4
sw3327B-ms98-a-0024,83.112250,83.619250,myself,I,sd,u-34-4
sw3327B-ms98-a-0024,84.219125,84.372250,i,B,sd,u-34-5
sw3327B-ms98-a-0024,84.372250,84.672250,took,I,sd,u-34-5
sw3327B-ms98-a-0024,84.672250,84.732250,the,I,sd,u-34-5
sw3327B-ms98-a-0024,84.732250,85.196375,car,I,sd,u-34-5
sw3327B-ms98-a-0024,85.339500,85.508750,my,I,sd,u-34-5
sw3327B-ms98-a-0024,85.629375,85.702250,i,B,sd,u-34-6
sw3327B-ms98-a-0024,85.702250,85.922250,have,I,sd,u-34-6
sw3327B-ms98-a-0024,85.922250,86.112250,a,I,sd,u-34-6
