sw4784A-ms98-a-0001,0.107750,0.329875,yeah,B,o,u-1-1
sw4784A-ms98-a-0001,0.329875,0.450000,i,B,sv,u-1-2
sw4784A-ms98-a-0001,0.450000,0.760000,guess,I,sv,u-1-2
sw4784A-ms98-a-0001,0.760000,1.051500,uh,I,sv,u-1-2
sw4784A-ms98-a-0001,1.857500,2.197000,uh,I,sv,u-1-2
sw4784A-ms98-a-0001,2.260000,2.400000,it's,I,sv,u-1-2
sw4784A-ms98-a-0001,2.400000,2.500000,an,I,sv,u-1-2
sw4784A-ms98-a-0001,2.500000,2.730000,easy,I,sv,u-1-2
sw4784A-ms98-a-0001,2.730000,2.860000,one,I,sv,u-1-2
sw4784A-ms98-a-0001,2.860000,2.970000,for,I,sv,u-1-2
sw4784A-ms98-a-0001,2.970000,3.140000,me,I,sv,u-1-2
sw4784A-ms98-a-0001,3.140000,3.285375,i,B,sv,u-1-3
sw4784A-ms98-a-0001,3.285375,3.418500,think,I,sv,u-1-3
sw4784A-ms98-a-0001,3.478750,3.729250,that's,I,sv,u-1-3
sw4784A-ms98-a-0001,3.729250,4.075750,uh,I,sv,u-1-3
sw4784A-ms98-a-0001,4.960000,5.090000,there's,I,sv,u-1-3
sw4784A-ms98-a-0001,5.090000,5.370000,something,I,sv,u-1-3
sw4784A-ms98-a-0001,5.370000,5.820000,seriously,I,sv,u-1-3
sw4784A-ms98-a-0001,5.820000,6.030500,wrong,I,sv,u-1-3
sw4784A-ms98-a-0001,6.201000,6.343250,yeah,B,b,u-1-4
sw4784A-ms98-a-0003,11.629750,11.985250,uh,B,sv,u-3-1
sw4784A-ms98-a-0004,12.970250,13.190500,i,I,sv,u-3-1
sw4784A-ms98-a-0004,13.190500,13.503125,guess,I,sv,u-3-1
sw4784A-ms98-a-0004,13.503125,13.834625,uh,I,sv,u-3-1
sw4784A-ms98-a-0004,14.064375,14.193125,i,I,sv,u-3-1
sw4784A-ms98-a-0004,14.193125,14.493125,think,I,sv,u-3-1
sw4784A-ms98-a-0004,14.493125,14.673125,they've,I,sv,u-3-1
sw4784A-ms98-a-0004,14.673125,14.883125,lost,I,sv,u-3-1
sw4784A-ms98-a-0004,14.883125,14.983125,their,I,sv,u-3-1
sw4784A-ms98-a-0004,14.983125,15.512625,compass,I,sv,u-3-1
sw4784A-ms98-a-0004,15.761125,16.003125,and,B,sv,u-3-2
sw4784A-ms98-a-0004,16.003125,16.206125,uh,I,sv,u-3-2
sw4784A-ms98-a-0005,17.083875,17.184000,i'm,I,sv,u-3-2
sw4784A-ms98-a-0005,17.184000,17.384000,not,I,sv,u-3-2
sw4784A-ms98-a-0005,17.384000,17.574000,sure,I,sv,u-3-2
sw4784A-ms98-a-0005,17.574000,17.684000,they,I,sv,u-3-2
sw4784A-ms98-a-0005,17.684000,17.980500,know,I,sv,u-3-2
sw4784A-ms98-a-0005,18.104750,18.624000,exactly,I,sv,u-3-2
sw4784A-ms98-a-0005,18.624000,18.934000,what,I,sv,u-3-2
sw4784A-ms98-a-0005,18.934000,19.115375,uh,I,sv,u-3-2
sw4784A-ms98-a-0005,19.925250,20.044000,uh,I,sv,u-3-2
sw4784A-ms98-a-0005,20.044000,20.354000,public,I,sv,u-3-2
sw4784A-ms98-a-0005,20.354000,20.874000,education,I,sv,u-3-2
sw4784A-ms98-a-0005,20.874000,21.124000,supposed,I,sv,u-3-2
sw4784A-ms98-a-0005,21.124000,21.184000,to,I,sv,u-3-2
