sw3056B-ms98-a-0002,1.384500,1.728625,hi,B,fp,u-2-1
sw3056B-ms98-a-0003,2.720750,3.280750,uh,B,sd,u-4-1
sw3056B-ms98-a-0004,4.566750,4.953750,books,I,sd,u-4-1
sw3056B-ms98-a-0004,4.953750,5.350750,uh,O,,
sw3056B-ms98-a-0004,5.874250,6.337625,i've,B,sd,u-4-2
sw3056B-ms98-a-0004,7.060750,7.543750,actually,I,sd,u-4-2
sw3056B-ms98-a-0004,7.543750,7.573750,i,I,sd,u-4-2
sw3056B-ms98-a-0004,7.573750,7.643750,am,I,sd,u-4-2
sw3056B-ms98-a-0004,7.643750,7.953750,reading,I,sd,u-4-2
sw3056B-ms98-a-0004,7.953750,8.003750,a,I,sd,u-4-2
sw3056B-ms98-a-0004,8.003750,8.263750,couple,I,sd,u-4-2
sw3056B-ms98-a-0004,8.263750,8.323750,of,I,sd,u-4-2
sw3056B-ms98-a-0004,8.323750,8.613750,different,I,sd,u-4-2
sw3056B-ms98-a-0004,8.613750,9.013750,books,I,sd,u-4-2
sw3056B-ms98-a-0004,9.013750,9.326500,uh,I,sd,u-4-2
sw3056B-ms98-a-0004,9.676500,10.092625,uh,O,,
sw3056B-ms98-a-0005,11.119500,11.729500,one,B,sd,u-4-3
sw3056B-ms98-a-0005,11.729500,12.049500,wa[s]-,I,sd,u-4-3
sw3056B-ms98-a-0005,12.049500,12.569500,uh,I,sd,u-4-3
sw3056B-ms98-a-0005,12.819500,13.129500,is,I,sd,u-4-3
sw3056B-ms98-a-0005,13.129500,13.379500,uh,I,sd,u-4-3
sw3056B-ms98-a-0006,14.356375,14.796250,a,I,sd,u-4-3
sw3056B-ms98-a-0006,14.965750,15.564500,story,I,sd,u-4-3
sw3056B-ms98-a-0006,15.869625,16.013250,well,B,sd,u-4-4
sw3056B-ms98-a-0006,16.013250,16.073250,it,I,sd,u-4-4
sw3056B-ms98-a-0006,16.073250,16.153250,is,I,sd,u-4-4
sw3056B-ms98-a-0006,16.153250,16.253250,not,I,sd,u-4-4
sw3056B-ms98-a-0006,16.253250,16.303250,a,I,sd,u-4-4
sw3056B-ms98-a-0006,16.303250,16.653250,story,I,sd,u-4-4
sw3056B-ms98-a-0006,16.653250,16.763250,it,B,sd,u-4-5
sw3056B-ms98-a-0006,16.763250,16.823250,is,I,sd,u-4-5
sw3056B-ms98-a-0006,16.823250,16.973250,a,I,sd,u-4-5
sw3056B-ms98-a-0006,16.973250,17.463250,collection,I,sd,u-4-5
sw3056B-ms98-a-0006,17.463250,17.693250,of,I,sd,u-4-5
sw3056B-ms98-a-0006,17.693250,17.999000,um,I,sd,u-4-5
sw3056B-ms98-a-0007,19.093625,19.258125,of,I,sd,u-4-5
sw3056B-ms98-a-0007,19.258125,19.698125,memos,I,sd,u-4-5
sw3056B-ms98-a-0007,19.698125,20.128125,supposedly,I,sd,u-4-5
sw3056B-ms98-a-0007,20.128125,20.398125,written,I,sd,u-4-5
sw3056B-ms98-a-0007,20.398125,20.708125,by,I,sd,u-4-5
sw3056B-ms98-a-0007,20.708125,21.118125,Howard,I,sd,u-4-5
sw3056B-ms98-a-0007,21.118125,21.730625,Hughes,I,sd,u-4-5
sw3056B-ms98-a-0007,21.911500,22.380125,uh,I,sd,u-4-5
sw3056B-ms98-a-0007,22.994000,23.188125,that,B,%,u-6-1
sw3056B-ms98-a-0007,23.188125,23.428125,was,I,%,u-6-1
sw3056B-ms98-a-0007,23.428125,23.688125,uh,I,%,u-6-1
sw3056B-ms98-a-0008,24.644250,24.734250,that,I,%,u-6-1
sw3056B-ms98-a-0008,24.734250,25.014250,was,I,%,u-6-1
sw3056B-ms98-a-0008,25.014250,25.732750,[vocalized-noise],O,,
sw3056B-ms98-a-0008,25.732750,25.902250,it,B,sd,u-6-2
sw3056B-ms98-a-0008,25.902250,26.074250,came,I,sd,u-6-2
sw3056B-ms98-a-0008,26.074250,26.154250,out,I,sd,u-6-2
sw3056B-ms98-a-0008,26.154250,26.194250,a,I,sd,u-6-2
sw3056B-ms98-a-0008,26.194250,26.394250,couple,I,sd,u-6-2
sw3056B-ms98-a-0008,26.394250,26.454250,of,I,sd,u-6-2
sw3056B-ms98-a-0008,26.454250,26.684250,years,I,sd,u-6-2
sw3056B-ms98-a-0008,26.684250,26.904250,ago,I,sd,u-6-2
sw3056B-ms98-a-0008,26.904250,27.004250,and,B,sd,u-6-3
sw3056B-ms98-a-0008,27.004250,27.034250,i,I,sd,u-6-3
sw3056B-ms98-a-0008,27.034250,27.124250,have,I,sd,u-6-3
sw3056B-ms98-a-0008,27.124250,27.324250,just,I,sd,u-6-3
sw3056B-ms98-a-0008,27.324250,27.464250,now,I,sd,u-6-3
sw3056B-ms98-a-0008,27.464250,27.764250,gotten,I,sd,u-6-3
sw3056B-ms98-a-0008,27.764250,28.044250,around,I,sd,u-6-3
sw3056B-ms98-a-0008,28.044250,28.144250,to,I,sd,u-6-3
sw3056B-ms98-a-0008,28.144250,28.416875,reading,I,sd,u-6-3
sw3056B-ms98-a-0008,28.416875,28.518500,it,I,sd,u-6-3
sw3056B-ms98-a-0008,28.518500,28.674250,i've,O,,
sw3056B-ms98-a-0008,28.674250,28.824250,had,B,sd,u-6-4
sw3056B-ms98-a-0008,28.824250,28.914250,it,I,sd,u-6-4
sw3056B-ms98-a-0008,29.258250,29.484250,couple,I,sd,u-6-4
sw3056B-ms98-a-0008,29.484250,29.858000,years,I,sd,u-6-4
sw3056B-ms98-a-0008,29.858000,30.114000,but,B,%,u-6-5
sw3056B-ms98-a-0008,30.114000,30.325875,uh,I,%,u-6-5
sw3056B-ms98-a-0008,30.551625,30.764750,jus[t]-,O,,
sw3056B-ms98-a-0008,30.917500,31.104250,jus[t]-,O,,
sw3056B-ms98-a-0010,32.642500,33.050125,oh,B,sd,u-8-1
sw3056B-ms98-a-0010,33.341250,33.436375,i,I,sd,u-8-1
sw3056B-ms98-a-0010,33.436375,33.612500,don't,I,sd,u-8-1
sw3056B-ms98-a-0010,33.612500,33.902500,remember,I,sd,u-8-1
sw3056B-ms98-a-0010,33.902500,33.992500,the,I,sd,u-8-1
sw3056B-ms98-a-0010,33.992500,34.332500,man's,I,sd,u-8-1
sw3056B-ms98-a-0010,34.332500,34.652500,name,I,sd,u-8-1
