sw2519B-ms98-a-0002,3.070000,3.478750,no,B,nn,u-2-1
sw2519B-ms98-a-0002,3.647375,3.880000,i'm,B,sd,u-4-1
sw2519B-ms98-a-0002,3.990000,4.430000,definitely,I,sd,u-4-1
sw2519B-ms98-a-0002,4.430000,5.460000,[laughter],O,,
sw2519B-ms98-a-0002,5.460000,5.550000,now,O,,
sw2519B-ms98-a-0002,5.550000,5.610000,i,B,sd,u-4-2
sw2519B-ms98-a-0002,5.610000,5.790000,do,I,sd,u-4-2
sw2519B-ms98-a-0002,5.790000,5.950000,like,I,sd,u-4-2
sw2519B-ms98-a-0002,5.950000,6.070000,to,I,sd,u-4-2
sw2519B-ms98-a-0002,6.070000,6.539750,walk,I,sd,u-4-2
sw2519B-ms98-a-0003,7.076000,7.356000,yes,B,ny,u-6-1
sw2519B-ms98-a-0003,7.356000,7.526000,since,B,sd,u-6-2
sw2519B-ms98-a-0003,7.526000,7.896000,TI,I,sd,u-6-2
sw2519B-ms98-a-0003,7.896000,8.226000,has,I,sd,u-6-2
sw2519B-ms98-a-0003,8.226000,8.493875,uh,I,sd,u-6-2
sw2519B-ms98-a-0003,8.493875,8.858500,uh,I,sd,u-6-2
sw2519B-ms98-a-0003,8.858500,9.496000,instituted,I,sd,u-6-2
sw2519B-ms98-a-0003,9.496000,9.896000,that,I,sd,u-6-2
sw2519B-ms98-a-0003,9.896000,10.328375,um,I,sd,u-6-2
sw2519B-ms98-a-0004,10.492625,10.682625,uh,I,sd,u-6-2
sw2519B-ms98-a-0004,10.682625,11.372625,walkabout,I,sd,u-6-2
sw2519B-ms98-a-0004,11.791375,12.006000,i,B,+,u-8-1
sw2519B-ms98-a-0004,12.006000,12.382625,have,I,+,u-8-1
sw2519B-ms98-a-0004,12.382625,12.822625,gone,I,+,u-8-1
sw2519B-ms98-a-0004,12.822625,13.182625,out,I,+,u-8-1
sw2519B-ms98-a-0004,13.182625,13.342625,and,I,+,u-8-1
sw2519B-ms98-a-0004,13.434875,13.811500,started,I,+,u-8-1
sw2519B-ms98-a-0004,13.811500,14.172625,walking,I,+,u-8-1
sw2519B-ms98-a-0004,14.172625,14.452625,even,I,+,u-8-1
sw2519B-ms98-a-0004,14.452625,14.802625,more,I,+,u-8-1
sw2519B-ms98-a-0004,14.802625,15.082625,bought,I,+,u-8-1
sw2519B-ms98-a-0004,15.082625,15.252625,me,I,+,u-8-1
sw2519B-ms98-a-0004,15.252625,15.312625,the,I,+,u-8-1
sw2519B-ms98-a-0004,15.312625,15.392625,you,I,+,u-8-1
sw2519B-ms98-a-0004,15.392625,15.472625,know,I,+,u-8-1
sw2519B-ms98-a-0004,15.472625,15.572625,the,I,+,u-8-1
sw2519B-ms98-a-0004,15.572625,15.858125,pro[per]-,I,+,u-8-1
sw2519B-ms98-a-0004,15.952250,16.302625,proper,I,+,u-8-1
sw2519B-ms98-a-0004,16.302625,16.682625,shoes,I,+,u-8-1
sw2519B-ms98-a-0004,16.682625,16.832625,and,I,+,u-8-1
sw2519B-ms98-a-0004,16.832625,17.422625,everything,I,+,u-8-1
sw2519B-ms98-a-0004,17.422625,17.532625,to,I,+,u-8-1
sw2519B-ms98-a-0004,17.532625,17.682625,get,I,+,u-8-1
sw2519B-ms98-a-0004,17.682625,18.204875,started,I,+,u-8-1
sw2519B-ms98-a-0004,18.675750,19.102625,and,B,+,u-10-1
sw2519B-ms98-a-0004,19.102625,19.192625,uh,I,+,u-10-1
sw2519B-ms98-a-0004,19.192625,19.492625,park,I,+,u-10-1
sw2519B-ms98-a-0004,19.492625,19.702625,out,I,+,u-10-1
sw2519B-ms98-a-0004,19.702625,19.862625,there,I,+,u-10-1
sw2519B-ms98-a-0004,19.862625,19.972625,you,I,+,u-10-1
sw2519B-ms98-a-0004,19.972625,20.072625,know,I,+,u-10-1
sw2519B-ms98-a-0004,20.072625,20.212625,way,I,+,u-10-1
sw2519B-ms98-a-0004,20.212625,20.352625,out,I,+,u-10-1
sw2519B-ms98-a-0004,20.352625,20.442625,there,I,+,u-10-1
sw2519B-ms98-a-0004,20.442625,20.502625,in,I,+,u-10-1
sw2519B-ms98-a-0004,20.502625,20.562625,the,I,+,u-10-1
sw2519B-ms98-a-0004,20.562625,21.072625,boondocks,I,+,u-10-1
sw2519B-ms98-a-0005,21.587875,21.642500,and,O,,
sw2519B-ms98-a-0005,21.642500,21.680000,it,B,sv,u-12-1
sw2519B-ms98-a-0005,21.680000,21.770000,was,I,sv,u-12-1
sw2519B-ms98-a-0005,21.770000,21.960000,so,I,sv,u-12-1
sw2519B-ms98-a-0005,21.960000,22.290000,funny,I,sv,u-12-1
sw2519B-ms98-a-0005,22.290000,22.410000,the,I,sv,u-12-1
sw2519B-ms98-a-0005,22.410000,22.520000,other,I,sv,u-12-1
sw2519B-ms98-a-0005,22.520000,22.700000,day,I,sv,u-12-1
sw2519B-ms98-a-0005,22.700000,22.790000,i,B,sd,u-12-2
sw2519B-ms98-a-0005,22.790000,23.030000,took,I,sd,u-12-2
sw2519B-ms98-a-0005,23.030000,23.240000,some,I,sd,u-12-2
sw2519B-ms98-a-0005,23.240000,23.580000,guys,I,sd,u-12-2
sw2519B-ms98-a-0005,23.580000,23.810000,to,I,sd,u-12-2
sw2519B-ms98-a-0005,23.810000,23.960000,to,I,sd,u-12-2
sw2519B-ms98-a-0005,23.960000,24.402375,lunch,I,sd,u-12-2
sw2519B-ms98-a-0006,24.669625,24.779625,and,B,sd(^q),u-12-3
sw2519B-ms98-a-0006,24.779625,24.869625,when,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,24.869625,24.939625,we,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,24.939625,25.199625,came,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,25.199625,25.399625,back,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,25.399625,25.496000,they,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,25.496000,25.673125,said,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,25.673125,25.894750,oh,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,25.894750,26.109375,there's,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,26.109375,26.169625,a,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,26.169625,26.439625,parking,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,26.439625,26.749625,space,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,26.749625,26.889625,real,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,26.889625,27.319625,close,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,27.319625,27.409625,and,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,27.409625,27.469625,i,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,27.469625,27.749625,parked,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,27.859625,28.200625,way,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,28.200625,28.356875,out,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,28.356875,28.422875,in,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,28.422875,28.529875,the,I,sd(^q),u-12-3
sw2519B-ms98-a-0006,28.529875,28.944250,[laughter-boonies],O,,
sw2519B-ms98-a-0006,28.944250,29.023375,and,B,sd(^q),u-14-1
sw2519B-ms98-a-0006,29.023375,29.109625,i,I,sd(^q),u-14-1
sw2519B-ms98-a-0006,29.109625,29.239625,said,I,sd(^q),u-14-1
sw2519B-ms98-a-0006,29.239625,29.319625,you,I,sd(^q),u-14-1
sw2519B-ms98-a-0006,29.319625,29.509625,can,I,sd(^q),u-14-1
sw2519B-ms98-a-0006,29.509625,29.729625,walk,I,sd(^q),u-14-1
sw2519B-ms98-a-0006,29.729625,29.929625,off,I,sd(^q),u-14-1
sw2519B-ms98-a-0006,29.929625,30.049625,your,I,sd(^q),u-14-1
sw2519B-ms98-a-0006,30.049625,30.484250,lunch,I,sd(^q),u-14-1
sw2519B-ms98-a-0007,30.545375,32.120000,[laughter],O,,
