sw2962B-ms98-a-0003,23.230500,23.608500,um-hum,B,b,u-2-1
sw2962B-ms98-a-0005,44.105000,44.464375,um-hum,B,b^r,u-4-1
sw2962B-ms98-a-0009,61.894875,62.343625,yeah,B,b,u-8-1
sw2962B-ms98-a-0009,63.154000,63.268750,on,B,sv,u-8-2
sw2962B-ms98-a-0009,63.268750,63.348750,the,I,sv,u-8-2
sw2962B-ms98-a-0009,63.348750,63.548750,other,I,sv,u-8-2
sw2962B-ms98-a-0009,63.548750,64.039250,hand,I,sv,u-8-2
sw2962B-ms98-a-0009,64.039250,64.431375,uh,I,sv,u-8-2
sw2962B-ms98-a-0009,64.642250,65.158750,attorney,I,sv,u-8-2
sw2962B-ms98-a-0009,65.158750,65.541125,uh,I,sv,u-8-2
sw2962B-ms98-a-0009,65.993000,66.431000,uh,I,sv,u-8-2
sw2962B-ms98-a-0009,66.431000,67.038750,justices,I,sv,u-8-2
sw2962B-ms98-a-0009,67.038750,67.138750,are,I,sv,u-8-2
sw2962B-ms98-a-0009,67.138750,67.478750,more,I,sv,u-8-2
sw2962B-ms98-a-0009,67.478750,67.792875,apt,I,sv,u-8-2
sw2962B-ms98-a-0009,67.792875,68.118750,to,I,sv,u-8-2
sw2962B-ms98-a-0009,68.118750,68.553500,uh,I,sv,u-8-2
sw2962B-ms98-a-0009,68.553500,69.288000,understand,I,sv,u-8-2
sw2962B-ms98-a-0009,69.288000,69.438750,you,I,sv,u-8-2
sw2962B-ms98-a-0009,69.438750,69.578750,know,I,sv,u-8-2
sw2962B-ms98-a-0009,69.578750,69.648750,the,I,sv,u-8-2
sw2962B-ms98-a-0009,69.648750,70.061000,cr[ime]-,I,sv,u-8-2
sw2962B-ms98-a-0009,70.061000,70.178750,the,I,sv,u-8-2
sw2962B-ms98-a-0009,70.178750,70.578750,prison,I,sv,u-8-2
sw2962B-ms98-a-0009,70.578750,71.058750,crowding,I,sv,u-8-2
sw2962B-ms98-a-0009,71.058750,71.548750,problems,I,sv,u-8-2
sw2962B-ms98-a-0009,71.548750,71.708750,and,I,sv,u-8-2
sw2962B-ms98-a-0009,71.708750,71.928750,things,I,sv,u-8-2
sw2962B-ms98-a-0009,71.928750,72.118750,like,I,sv,u-8-2
sw2962B-ms98-a-0009,72.118750,72.508125,that,I,sv,u-8-2
sw2962B-ms98-a-0009,72.508125,72.778750,and,B,+,u-10-1
sw2962B-ms98-a-0009,72.778750,72.958750,have,I,+,u-10-1
sw2962B-ms98-a-0009,72.958750,73.198750,that,I,+,u-10-1
sw2962B-ms98-a-0009,73.198750,73.518750,sway,I,+,u-10-1
sw2962B-ms98-a-0009,73.518750,73.688750,their,I,+,u-10-1
sw2962B-ms98-a-0009,73.688750,74.288750,decisions,I,+,u-10-1
sw2962B-ms98-a-0009,74.288750,74.458750,one,I,+,u-10-1
sw2962B-ms98-a-0009,74.458750,74.598750,way,I,+,u-10-1
sw2962B-ms98-a-0009,74.598750,74.678750,or,I,+,u-10-1
sw2962B-ms98-a-0009,74.678750,74.738750,the,I,+,u-10-1
sw2962B-ms98-a-0009,74.738750,75.025750,other,I,+,u-10-1
sw2962B-ms98-a-0010,75.968000,76.045125,you,B,+,u-12-1
sw2962B-ms98-a-0010,76.045125,76.305250,know,I,+,u-12-1
sw2962B-ms98-a-0012,82.489750,82.703000,uh,O,,
sw2962B-ms98-a-0014,98.346375,98.445875,yeah,B,aa,u-14-1
