sw2898B-ms98-a-0002,0.477750,0.679000,okay,B,o,u-1-1
sw2898B-ms98-a-0004,5.440375,5.617500,excuse,B,br,u-3-1
sw2898B-ms98-a-0004,5.617500,5.837500,me,I,br,u-3-1
sw2898B-ms98-a-0005,7.250500,7.474250,yeah,B,ny,u-5-1
sw2898B-ms98-a-0005,7.474250,7.564250,i'm,B,sd^e,u-5-2
sw2898B-ms98-a-0005,7.564250,7.724250,from,I,sd^e,u-5-2
sw2898B-ms98-a-0005,7.724250,8.184250,Indiana,I,sd^e,u-5-2
sw2898B-ms98-a-0007,9.856250,10.400375,[laughter],O,,
sw2898B-ms98-a-0009,38.016625,38.372625,um-hum,B,b,u-9-1
sw2898B-ms98-a-0011,49.665625,49.665625,[laughter-yeah],O,,
sw2898B-ms98-a-0013,54.512375,54.797625,yeah,B,b,u-13-1
sw2898B-ms98-a-0015,59.357125,59.739250,um,B,sd,u-15-1
sw2898B-ms98-a-0015,59.739250,60.007625,well,I,sd,u-15-1
sw2898B-ms98-a-0016,60.872000,60.922000,i,I,sd,u-15-1
sw2898B-ms98-a-0016,60.922000,61.250125,know,I,sd,u-15-1
sw2898B-ms98-a-0016,61.436875,61.723125,like,I,sd,u-15-1
sw2898B-ms98-a-0016,61.723125,61.912000,what,I,sd,u-15-1
sw2898B-ms98-a-0016,61.912000,61.972000,you,I,sd,u-15-1
sw2898B-ms98-a-0016,61.972000,62.172000,just,I,sd,u-15-1
sw2898B-ms98-a-0016,62.172000,62.492000,said,I,sd,u-15-1
sw2898B-ms98-a-0016,62.492000,62.722000,um,I,sd,u-15-1
sw2898B-ms98-a-0016,63.102000,63.566875,Purdue,B,%,u-15-2
sw2898B-ms98-a-0016,63.879500,64.082000,had,I,%,u-15-2
sw2898B-ms98-a-0016,64.082000,64.312000,to,I,%,u-15-2
sw2898B-ms98-a-0016,65.002000,65.202000,had,I,%,u-15-2
sw2898B-ms98-a-0016,65.202000,65.472000,to,I,%,u-15-2
sw2898B-ms98-a-0016,65.472000,65.802000,uh,I,%,u-15-2
