sw2965B-ms98-a-0003,17.513750,17.998125,uh-huh,B,b,u-2-1
sw2965B-ms98-a-0005,33.319875,33.745250,uh-huh,B,b,u-4-1
sw2965B-ms98-a-0007,59.714750,60.042750,oh,B,ba,u-6-1
sw2965B-ms98-a-0007,60.042750,60.744750,no,I,ba,u-6-1
sw2965B-ms98-a-0007,60.744750,61.308625,[laughter],O,,
sw2965B-ms98-a-0008,62.269125,62.379125,how,B,qw,u-8-1
sw2965B-ms98-a-0008,62.379125,62.609125,much,I,qw,u-8-1
sw2965B-ms98-a-0008,62.609125,62.749125,was,I,qw,u-8-1
sw2965B-ms98-a-0008,62.749125,62.829125,the,I,qw,u-8-1
sw2965B-ms98-a-0008,62.829125,63.419125,alternator,I,qw,u-8-1
sw2965B-ms98-a-0010,70.923250,71.093250,did,B,qy,u-10-1
sw2965B-ms98-a-0010,71.093250,71.223250,he,I,qy,u-10-1
sw2965B-ms98-a-0010,71.223250,71.403250,did,I,qy,u-10-1
sw2965B-ms98-a-0010,71.403250,71.503250,he,I,qy,u-10-1
sw2965B-ms98-a-0010,71.503250,71.763250,hook,I,qy,u-10-1
sw2965B-ms98-a-0010,71.763250,71.923250,up,I,qy,u-10-1
sw2965B-ms98-a-0010,71.923250,72.043250,the,I,qy,u-10-1
sw2965B-ms98-a-0010,72.043250,72.383250,wire,I,qy,u-10-1
sw2965B-ms98-a-0010,72.483250,72.913250,wiring,I,qy,u-10-1
sw2965B-ms98-a-0010,72.913250,73.293250,wrong,I,qy,u-10-1
sw2965B-ms98-a-0012,110.213750,110.573750,uh-huh,B,ny,u-12-1
sw2965B-ms98-a-0014,162.614250,162.964250,uh-huh,B,b,u-14-1
sw2965B-ms98-a-0014,162.964250,163.054250,they,B,sv,u-14-2
sw2965B-ms98-a-0014,163.054250,163.334250,probably,I,sv,u-14-2
sw2965B-ms98-a-0014,163.334250,163.564250,built,I,sv,u-14-2
sw2965B-ms98-a-0014,163.564250,163.744250,that,I,sv,u-14-2
sw2965B-ms98-a-0014,163.744250,163.894250,in,I,sv,u-14-2
sw2965B-ms98-a-0014,163.894250,164.064250,so,I,sv,u-14-2
sw2965B-ms98-a-0014,164.064250,164.154250,they,I,sv,u-14-2
sw2965B-ms98-a-0014,164.154250,164.314250,could,I,sv,u-14-2
sw2965B-ms98-a-0014,164.314250,164.494250,make,I,sv,u-14-2
sw2965B-ms98-a-0014,164.494250,164.824250,money,I,sv,u-14-2
sw2965B-ms98-a-0016,171.142750,171.242750,well,B,sd,u-16-1
sw2965B-ms98-a-0016,171.242750,171.282750,i,I,sd,u-16-1
sw2965B-ms98-a-0016,171.282750,171.402750,had,I,sd,u-16-1
sw2965B-ms98-a-0016,171.402750,171.542750,a,I,sd,u-16-1
sw2965B-ms98-a-0016,171.542750,171.792750,weird,I,sd,u-16-1
sw2965B-ms98-a-0016,172.102750,172.302750,there's,B,sd,u-16-2
sw2965B-ms98-a-0016,172.302750,172.362750,a,I,sd,u-16-2
sw2965B-ms98-a-0016,172.362750,172.632750,little,I,sd,u-16-2
sw2965B-ms98-a-0016,172.632750,173.202750,sensing,I,sd,u-16-2
sw2965B-ms98-a-0016,173.202750,173.992750,device,I,sd,u-16-2
