sw4108A-ms98-a-0001,0.008125,0.151500,-[ok]ay,O,,
sw4108A-ms98-a-0002,1.638125,2.015750,um,B,qo,u-2-1
sw4108A-ms98-a-0003,3.229625,3.442875,so,I,qo,u-2-1
sw4108A-ms98-a-0003,3.442875,3.592875,what,I,qo,u-2-1
sw4108A-ms98-a-0003,3.592875,3.662875,do,I,qo,u-2-1
sw4108A-ms98-a-0003,3.662875,3.742875,you,I,qo,u-2-1
sw4108A-ms98-a-0003,3.742875,3.992875,think,I,qo,u-2-1
sw4108A-ms98-a-0003,3.992875,4.432750,um,I,qo,u-2-1
sw4108A-ms98-a-0003,4.824500,5.192875,about,I,qo,u-2-1
sw4108A-ms98-a-0003,5.192875,5.472875,putting,I,qo,u-2-1
sw4108A-ms98-a-0003,5.472875,5.572875,an,I,qo,u-2-1
sw4108A-ms98-a-0003,5.572875,5.972875,elderly,I,qo,u-2-1
sw4108A-ms98-a-0003,5.972875,6.092875,in,I,qo,u-2-1
sw4108A-ms98-a-0003,6.092875,6.162875,a,I,qo,u-2-1
sw4108A-ms98-a-0003,6.162875,6.522875,nursing,I,qo,u-2-1
sw4108A-ms98-a-0003,6.522875,6.842875,home,I,qo,u-2-1
sw4108A-ms98-a-0005,11.569750,11.787750,hm,O,,
sw4108A-ms98-a-0007,16.598250,17.009250,um-hum,B,b,u-6-1
sw4108A-ms98-a-0009,29.283625,29.618875,that's,B,sv,u-8-1
sw4108A-ms98-a-0009,29.618875,29.995500,true,I,sv,u-8-1
sw4108A-ms98-a-0009,29.995500,30.434125,yeah,B,aa,u-8-2
sw4108A-ms98-a-0011,33.274625,33.508375,hm,O,,
sw4108A-ms98-a-0013,42.310250,42.688250,um-hum,B,b,u-12-1
sw4108A-ms98-a-0015,50.595375,50.841875,that's,B,aa,u-14-1
sw4108A-ms98-a-0015,50.841875,50.951875,true,I,aa,u-14-1
sw4108A-ms98-a-0015,50.951875,51.011875,i,B,sd,u-14-2
sw4108A-ms98-a-0015,51.011875,51.271875,never,I,sd,u-14-2
sw4108A-ms98-a-0015,51.271875,51.511875,thought,I,sd,u-14-2
sw4108A-ms98-a-0015,51.511875,51.621875,of,I,sd,u-14-2
sw4108A-ms98-a-0015,51.621875,51.921500,that,I,sd,u-14-2
sw4108A-ms98-a-0015,52.260375,52.591625,yeah,B,%,u-14-3
sw4108A-ms98-a-0017,59.120625,59.294375,that's,B,aa,u-16-1
sw4108A-ms98-a-0017,59.294375,59.424375,true,I,aa,u-16-1
sw4108A-ms98-a-0017,59.424375,59.684375,until,B,bf,u-16-2
sw4108A-ms98-a-0017,59.684375,59.804375,they,I,bf,u-16-2
sw4108A-ms98-a-0017,59.804375,59.984375,get,I,bf,u-16-2
sw4108A-ms98-a-0017,59.984375,60.184375,over,I,bf,u-16-2
sw4108A-ms98-a-0017,60.184375,60.394375,that,I,bf,u-16-2
sw4108A-ms98-a-0017,60.394375,60.952625,hump,I,bf,u-16-2
sw4108A-ms98-a-0017,60.952625,61.374000,of,B,+,u-18-1
sw4108A-ms98-a-0017,61.374000,61.674375,whatever,I,+,u-18-1
sw4108A-ms98-a-0017,61.674375,61.794375,it,I,+,u-18-1
sw4108A-ms98-a-0017,61.794375,61.944375,is,I,+,u-18-1
sw4108A-ms98-a-0017,61.944375,62.154375,they're,I,+,u-18-1
sw4108A-ms98-a-0017,62.154375,62.484375,dealing,I,+,u-18-1
sw4108A-ms98-a-0017,62.484375,62.890000,with,I,+,u-18-1
sw4108A-ms98-a-0019,67.597750,68.131125,yes,B,aa,u-20-1
sw4108A-ms98-a-0019,68.586875,68.667125,they,B,sv,u-22-1
sw4108A-ms98-a-0019,68.667125,68.917125,really,I,sv,u-22-1
sw4108A-ms98-a-0019,68.917125,69.017125,are,I,sv,u-22-1
sw4108A-ms98-a-0019,69.017125,69.117125,they,B,sv,u-22-2
sw4108A-ms98-a-0019,69.117125,69.317125,don't,I,sv,u-22-2
sw4108A-ms98-a-0019,69.317125,69.467125,like,I,sv,u-22-2
sw4108A-ms98-a-0019,69.467125,69.567125,to,I,sv,u-22-2
sw4108A-ms98-a-0019,69.567125,69.817125,keep,I,sv,u-22-2
sw4108A-ms98-a-0019,69.817125,70.099875,them,I,sv,u-22-2
sw4108A-ms98-a-0019,70.261750,70.627125,longer,B,+,u-24-1
sw4108A-ms98-a-0019,70.627125,70.777125,than,I,+,u-24-1
sw4108A-ms98-a-0019,70.777125,70.891500,a,I,+,u-24-1
sw4108A-ms98-a-0019,70.891500,71.459625,week,I,+,u-24-1
sw4108A-ms98-a-0020,72.964875,73.295875,yeah,B,b,u-26-1
sw4108A-ms98-a-0022,76.911000,77.047500,what,B,br,u-28-1
sw4108A-ms98-a-0022,77.047500,77.107500,do,I,br,u-28-1
sw4108A-ms98-a-0022,77.107500,77.167500,you,I,br,u-28-1
sw4108A-ms98-a-0022,77.167500,77.540125,mean,I,br,u-28-1
sw4108A-ms98-a-0024,86.009625,86.394250,yeah,B,aa,u-30-1
