sw2968B-ms98-a-0002,0.625625,0.935625,okay,B,o,u-1-1
sw2968B-ms98-a-0002,0.935625,1.115625,what,B,qw,u-1-2
sw2968B-ms98-a-0002,1.115625,1.205625,do,I,qw,u-1-2
sw2968B-ms98-a-0002,1.205625,1.305625,you,I,qw,u-1-2
sw2968B-ms98-a-0002,1.305625,1.702750,read,I,qw,u-1-2
sw2968B-ms98-a-0004,5.969375,6.159375,what's,O,,
sw2968B-ms98-a-0004,6.159375,6.269375,your,B,qw,u-3-1
sw2968B-ms98-a-0004,6.269375,6.722125,favorite,I,qw,u-3-1
sw2968B-ms98-a-0006,25.309875,25.512375,oh,B,sd,u-5-1
sw2968B-ms98-a-0006,25.512375,25.642375,i'm,I,sd,u-5-1
sw2968B-ms98-a-0006,25.642375,25.832375,not,I,sd,u-5-1
sw2968B-ms98-a-0006,25.832375,26.062375,much,I,sd,u-5-1
sw2968B-ms98-a-0006,26.062375,26.272375,into,I,sd,u-5-1
sw2968B-ms98-a-0006,26.272375,26.872375,magazines,I,sd,u-5-1
sw2968B-ms98-a-0006,26.872375,26.942375,i,B,sd,u-5-2
sw2968B-ms98-a-0006,26.942375,27.142375,do,I,sd,u-5-2
sw2968B-ms98-a-0006,27.142375,27.352375,read,I,sd,u-5-2
sw2968B-ms98-a-0006,27.352375,27.577500,them_1,O,,
sw2968B-ms98-a-0006,27.740500,27.887750,i,B,sd,u-5-3
sw2968B-ms98-a-0006,27.887750,28.132375,like,I,sd,u-5-3
sw2968B-ms98-a-0007,28.838750,29.038750,Good,I,sd,u-5-3
sw2968B-ms98-a-0007,29.038750,29.658750,Housekeeping,I,sd,u-5-3
sw2968B-ms98-a-0007,29.658750,29.788750,and,I,sd,u-5-3
sw2968B-ms98-a-0007,29.788750,30.038750,stuff,I,sd,u-5-3
sw2968B-ms98-a-0007,30.038750,30.248750,like,I,sd,u-5-3
sw2968B-ms98-a-0007,30.248750,30.418750,that,I,sd,u-5-3
sw2968B-ms98-a-0007,30.418750,30.558750,i'll,O,,
sw2968B-ms98-a-0007,30.558750,30.768750,get,B,sd,u-5-4
sw2968B-ms98-a-0007,30.985750,31.418875,ideas,B,+,u-7-1
sw2968B-ms98-a-0007,31.418875,31.628750,out,I,+,u-7-1
sw2968B-ms98-a-0007,31.628750,31.748750,for,I,+,u-7-1
sw2968B-ms98-a-0007,31.748750,31.848750,my,I,+,u-7-1
sw2968B-ms98-a-0007,31.848750,32.038750,own,I,+,u-7-1
sw2968B-ms98-a-0007,32.038750,32.388750,house,I,+,u-7-1
sw2968B-ms98-a-0007,32.388750,32.508750,and,I,+,u-7-1
sw2968B-ms98-a-0007,32.508750,32.748750,yard,I,+,u-7-1
sw2968B-ms98-a-0007,32.748750,32.848750,and,I,+,u-7-1
sw2968B-ms98-a-0007,32.848750,33.138750,stuff,I,+,u-7-1
sw2968B-ms98-a-0007,33.848750,34.176375,main,B,sd,u-7-2
sw2968B-ms98-a-0007,34.176375,34.383500,thi[ng]-,I,sd,u-7-2
sw2968B-ms98-a-0007,34.383500,34.564250,i,I,sd,u-7-2
sw2968B-ms98-a-0007,34.564250,34.698750,like,I,sd,u-7-2
sw2968B-ms98-a-0007,34.698750,34.988750,Pierce,I,sd,u-7-2
sw2968B-ms98-a-0007,34.988750,35.456500,Anthony,I,sd,u-7-2
